id	surface	severity	relation	category	source_path	line	actor	journey	finding	accepted_test
0D-PROVIDER-00346	provider	P0	UNIQUE_DEFECT	financial truth	src/screens/radiology/RadiologyRegistration.tsx	121	patient/anonymous	diagnostics/homecare	client computes or trusts payment/order totals without server-authoritative proof. Static signal: const TOTAL = 7;	For UNIQUE_DEFECT: reproduce with a contract-backed negative test and remediate. For RUNTIME_VERIFICATION_REQUIRED/INSUFFICIENT_EVIDENCE: trace CTA→API/socket→handler/DB/state and run owner/stranger/unauth plus error/loading/empty/retry/cancel tests before classification or closure.
0D-PROVIDER-00347	provider	P1	RUNTIME_VERIFICATION_REQUIRED	contract/transport	src/screens/radiology/RadiologyDashboard.tsx	142	patient/anonymous	diagnostics/homecare	client calls an endpoint or method that requires live contract reconciliation. Static signal: useEffect(() => { fetch(); }, [fetch]);	For UNIQUE_DEFECT: reproduce with a contract-backed negative test and remediate. For RUNTIME_VERIFICATION_REQUIRED/INSUFFICIENT_EVIDENCE: trace CTA→API/socket→handler/DB/state and run owner/stranger/unauth plus error/loading/empty/retry/cancel tests before classification or closure.
0D-PROVIDER-00348	provider	P1	INSUFFICIENT_EVIDENCE	journey completeness	src/screens/radiology/RadiologyDashboard.tsx	191	patient/anonymous	diagnostics/homecare	screen action or mutation exposes a journey branch requiring explicit error/cancel/retry handling. Static signal: const [showReschedule, setShowReschedule] = useState(false);	For UNIQUE_DEFECT: reproduce with a contract-backed negative test and remediate. For RUNTIME_VERIFICATION_REQUIRED/INSUFFICIENT_EVIDENCE: trace CTA→API/socket→handler/DB/state and run owner/stranger/unauth plus error/loading/empty/retry/cancel tests before classification or closure.
0D-PROVIDER-00349	provider	P1	RUNTIME_VERIFICATION_REQUIRED	contract/transport	src/screens/pharmacy/PharmacyDashboard.tsx	216	patient/anonymous	pharmacy/orders	client calls an endpoint or method that requires live contract reconciliation. Static signal: // Simulated WebSocket connection for Live Radar (Polling fallback)	For UNIQUE_DEFECT: reproduce with a contract-backed negative test and remediate. For RUNTIME_VERIFICATION_REQUIRED/INSUFFICIENT_EVIDENCE: trace CTA→API/socket→handler/DB/state and run owner/stranger/unauth plus error/loading/empty/retry/cancel tests before classification or closure.
0D-PROVIDER-00350	provider	P1	INSUFFICIENT_EVIDENCE	journey completeness	src/screens/pharmacy/PharmacyDashboard.tsx	743	admin	pharmacy/orders	screen action or mutation exposes a journey branch requiring explicit error/cancel/retry handling. Static signal: {AR ? 'قرار القبول/الرفض والاسترداد يتم من إدارة المنصة' : 'Approval and refund decisions are handled by platform admin'}	For UNIQUE_DEFECT: reproduce with a contract-backed negative test and remediate. For RUNTIME_VERIFICATION_REQUIRED/INSUFFICIENT_EVIDENCE: trace CTA→API/socket→handler/DB/state and run owner/stranger/unauth plus error/loading/empty/retry/cancel tests before classification or closure.
0D-PROVIDER-00351	provider	P0	UNIQUE_DEFECT	financial truth	src/screens/pharmacy/PharmacyDashboard.tsx	1216	patient/anonymous	pharmacy/orders	client computes or trusts payment/order totals without server-authoritative proof. Static signal: const realCopay = Number(res.data?.insurance_copay) || 0;	For UNIQUE_DEFECT: reproduce with a contract-backed negative test and remediate. For RUNTIME_VERIFICATION_REQUIRED/INSUFFICIENT_EVIDENCE: trace CTA→API/socket→handler/DB/state and run owner/stranger/unauth plus error/loading/empty/retry/cancel tests before classification or closure.
0D-PROVIDER-00352	provider	P0	UNIQUE_DEFECT	financial truth	src/screens/pharmacy/PharmacyRegistration.tsx	95	patient/anonymous	pharmacy/orders	client computes or trusts payment/order totals without server-authoritative proof. Static signal: const TOTAL = 8;	For UNIQUE_DEFECT: reproduce with a contract-backed negative test and remediate. For RUNTIME_VERIFICATION_REQUIRED/INSUFFICIENT_EVIDENCE: trace CTA→API/socket→handler/DB/state and run owner/stranger/unauth plus error/loading/empty/retry/cancel tests before classification or closure.
0D-PROVIDER-00353	provider	P1	RUNTIME_VERIFICATION_REQUIRED	contract/transport	src/api/client.ts	5	patient/anonymous	cross-surface	client calls an endpoint or method that requires live contract reconciliation. Static signal: const client = axios.create({	For UNIQUE_DEFECT: reproduce with a contract-backed negative test and remediate. For RUNTIME_VERIFICATION_REQUIRED/INSUFFICIENT_EVIDENCE: trace CTA→API/socket→handler/DB/state and run owner/stranger/unauth plus error/loading/empty/retry/cancel tests before classification or closure.
0D-PROVIDER-00354	provider	P1	RUNTIME_VERIFICATION_REQUIRED	contract/transport	src/services/HttpClient.ts	3	patient/anonymous	cross-surface	client calls an endpoint or method that requires live contract reconciliation. Static signal: export const HttpClient = axios.create({	For UNIQUE_DEFECT: reproduce with a contract-backed negative test and remediate. For RUNTIME_VERIFICATION_REQUIRED/INSUFFICIENT_EVIDENCE: trace CTA→API/socket→handler/DB/state and run owner/stranger/unauth plus error/loading/empty/retry/cancel tests before classification or closure.
0D-PROVIDER-00355	provider	P1	RUNTIME_VERIFICATION_REQUIRED	contract/transport	src/utils/notifications.ts	91	patient/anonymous	identity/session	client calls an endpoint or method that requires live contract reconciliation. Static signal: await apiFetch('/push/register', {	For UNIQUE_DEFECT: reproduce with a contract-backed negative test and remediate. For RUNTIME_VERIFICATION_REQUIRED/INSUFFICIENT_EVIDENCE: trace CTA→API/socket→handler/DB/state and run owner/stranger/unauth plus error/loading/empty/retry/cancel tests before classification or closure.
0D-PROVIDER-00356	provider	P1	RUNTIME_VERIFICATION_REQUIRED	contract/transport	src/utils/api.ts	14	patient/anonymous	cross-surface	client calls an endpoint or method that requires live contract reconciliation. Static signal: export async function apiFetch(path: string, options: ApiFetchOptions = {}): Promise<any> {	For UNIQUE_DEFECT: reproduce with a contract-backed negative test and remediate. For RUNTIME_VERIFICATION_REQUIRED/INSUFFICIENT_EVIDENCE: trace CTA→API/socket→handler/DB/state and run owner/stranger/unauth plus error/loading/empty/retry/cancel tests before classification or closure.
0D-PROVIDER-00357	provider	P1	RUNTIME_VERIFICATION_REQUIRED	contract/transport	src/context/index.tsx	215	patient/anonymous	cross-surface	client calls an endpoint or method that requires live contract reconciliation. Static signal: const isOnline = await fetch('https://1.1.1.1', { method: 'HEAD' }).then(() => true).catch(() => false);	For UNIQUE_DEFECT: reproduce with a contract-backed negative test and remediate. For RUNTIME_VERIFICATION_REQUIRED/INSUFFICIENT_EVIDENCE: trace CTA→API/socket→handler/DB/state and run owner/stranger/unauth plus error/loading/empty/retry/cancel tests before classification or closure.
