screen_or_member	domain	role	static_actions_api_state_signals	backend/payment/journey_status	gap_or_required_test
src/screens/lab/LabQcActions.tsx	pharmacy/orders	ui/screen	3: * for booking detail views. Backed by /provider/ops/lab/bookings/:id/qc/:action || 13: export function LabQcActions({ booking, onDone }: { booking: any; onDone: () => void }) { || 27: await client.post(`/provider/ops/lab/bookings/${booking.id}/qc/${action}`, body); || 37: const isStat = booking.priority === 'stat'; || 38: const isUrgent = booking.priority === 'urgent'; || 39: const verified = !!booking.verified_by; || 40: const doubleVerified = !!booking.double_verified_by; || 54: onPress={() => qc('mark_urgent')} || 60: onPress={() => qc('mark_stat')} || 65: onPress={() => setShowCrit(true)} || 75: onPress={() => qc('verify')} || 82: onPress={() => { || 3: * for booking detail views. Backed by /provider/ops/lab/bookings/:id/qc/:action || 11: import client from '../../api/client'; || 27: await client.post(`/provider/ops/lab/bookings/${booking.id}/qc/${action}`, body); || 6: import React, { useState } from 'react'; || 18: const [busy, setBusy] = useState<string | null>(null); || 19: const [critNote, setCritNote] = useState(''); || 20: const [showCrit, setShowCrit] = useState(false); || 21: const [rejectReason, setRejectReason] = useState(''); || 22: const [showReject, setShowReject] = useState(false); || 28: show(AR ? 'تم التنفيذ' : 'Done', 'success'); || 31: show(e?.response?.data?.message || (AR ? 'فشل التنفيذ' : 'Failed'), 'error'); || 53: loading={busy === 'mark_urgent'} disabled={isUrgent}	UNVERIFIED_BASELINE_ONLY	Require screen CTA→API/socket→handler/DB/state→payment/insurance→notification/result mapping; owner/stranger/unauth and negative/loading/empty/retry/cancel tests
src/screens/auth/PendingDashboard.tsx	pharmacy/orders	ui/screen	"11: export function PendingDashboard({ onExplore, onLogout, providerType }: { onExplore: () => void; onLogout: () => void; providerType?: string }) { || 91: <NBtn label={AR ? 'إرسال رمز التحقق' : 'Send Verification Code'} onPress={sendOtp} loading={loading} /> || 101: <NBtn label={AR ? 'تأكيد الرمز' : 'Verify'} onPress={verifyOtp} loading={loading} /> || 131: <NBtn label={AR ? 'استكشاف التطبيق' : 'Explore App'} onPress={onExplore} style={{ marginBottom: SP.md }} /> || 132: <NBtn label={AR ? 'تسجيل الخروج' : 'Log Out'} variant=""ghost"" onPress={onLogout} /> || 8: import client from '../../api/client'; || 34: await client.post('/auth/send-otp', { identifier: user.email }); || 47: await client.post('/auth/verify-otp', { identifier: user.email, code: otp }); || 11: export function PendingDashboard({ onExplore, onLogout, providerType }: { onExplore: () => void; onLogout: () => void; providerType?: string }) { || 20: const [otpSent, setOtpSent] = useState(false); || 21: const [otp, setOtp] = useState(''); || 30: const sendOtp = async () => { || 34: await client.post('/auth/send-otp', { identifier: user.email }); || 35: setOtpSent(true); || 37: show(AR ? 'فشل إرسال رمز التحقق' : 'Failed to send OTP', 'error'); || 43: const verifyOtp = async () => { || 44: if (!otp || !user?.email) return; || 47: await client.post('/auth/verify-otp', { identifier: user.email, code: otp }); || 49: // refresh global state || 51: show(AR ? 'رمز غير صحيح أو منتهي الصلاحية' : 'Invalid OTP or expired', 'error'); || 1: import React, { useState, useEffect, useRef } from 'react'; || 2: import { View, Text, StyleSheet, ScrollView, Animated, TouchableOpacity, StatusBar } from 'react-native'; || 11: export function PendingDashboard({ onExplore, onLogout, providerType }: { onExplore: () => void; onLogout: () => void; providerType?: string }) { || 19: const [loading, setLoading] = useState(false);"	UNVERIFIED_BASELINE_ONLY	Require screen CTA→API/socket→handler/DB/state→payment/insurance→notification/result mapping; owner/stranger/unauth and negative/loading/empty/retry/cancel tests
src/screens/auth/AuthScreens.tsx	pharmacy/orders	ui/screen	3: * ║ NABDAH PLUS – AUTH SCREENS (COMPLETE) ║ || 4: * ║ Splash · Welcome · Login · ForgotPassword · OTP · PendingApproval ║ || 26: // SPLASH SCREEN || 28: export function SplashScreen({ onDone }: { onDone: () => void }) { || 70: // WELCOME SCREEN — PROVIDER SELECTION || 72: export function WelcomeScreen({ || 73: onSelectType, onLogin, onGuestJobs, onGuestDrugIndex || 74: }: { onSelectType: (type: string) => void; onLogin: () => void; onGuestJobs?: () => void; onGuestDrugIndex?: () => void }) { || 85: const { bioLogin } = useAuth(); || 99: const r = await bioLogin(); || 152: <TouchableOpacity onPress={toggleLang} || 202: <TouchableOpacity onPress={() => handleSelectCard(pt, idx)} activeOpacity={0.85}> || 609: const res = await fetch(`${API_BASE}/provider/auth/forgot-password`, { || 631: const res = await fetch(`${API_BASE}/provider/auth/verify-reset-code`, { || 653: const res = await fetch(`${API_BASE}/provider/auth/reset-password`, { || 4: * ║ Splash · Welcome · Login · ForgotPassword · OTP · PendingApproval ║ || 16: NCheckbox, NOTP, NStepBar, NDivider, NScroll, NLogo, NSheet, NThemeSlider || 19: import { Biometric, Validate, RateLimiter, buildHeaders, Vault, SK, Tokens } from '../../security/Security'; || 73: onSelectType, onLogin, onGuestJobs, onGuestDrugIndex || 74: }: { onSelectType: (type: string) => void; onLogin: () => void; onGuestJobs?: () => void; onGuestDrugIndex?: () => void }) { || 85: const { bioLogin } = useAuth(); || 96: const hasRefresh = await Tokens.getRefresh(); || 97: if (enabled === 'true' && hasRefresh) { || 99: const r = await bioLogin();	UNVERIFIED_BASELINE_ONLY	Require screen CTA→API/socket→handler/DB/state→payment/insurance→notification/result mapping; owner/stranger/unauth and negative/loading/empty/retry/cancel tests
src/screens/facility/FacilityAnnouncementsScreen.tsx	pharmacy/orders	ui/screen	8: export function FacilityAnnouncementsScreen({ onBack }: { onBack: () => void }) { || 68: <NBtn label={AR ? 'نشر التعميم' : 'Broadcast'} loading={sending} onPress={handleBroadcast} style={{ marginTop: SP.md }} /> || 6: import client from '../../api/client'; || 83: {ann.sender || (AR ? 'الإدارة' : 'Admin')} || 1: import React, { useState, useEffect, useCallback } from 'react'; || 4: import { NHeader, NCard, NScroll, NBtn, NEmpty } from '../../components/ui'; || 14: const [message, setMessage] = useState(''); || 15: const [announcements, setAnnouncements] = useState<any[]>([]); || 16: const [loading, setLoading] = useState(true); || 17: const [sending, setSending] = useState(false); || 23: } catch { setAnnouncements([]); } finally { setLoading(false); } || 34: show(AR ? 'تم نشر التعميم' : 'Announcement published', 'success'); || 37: show(err?.response?.data?.message || (AR ? 'فشل نشر التعميم' : 'Failed to publish'), 'error'); || 68: <NBtn label={AR ? 'نشر التعميم' : 'Broadcast'} loading={sending} onPress={handleBroadcast} style={{ marginTop: SP.md }} /> || 75: {loading ? ( || 78: <NEmpty title={AR ? 'لا توجد تعاميم بعد' : 'No announcements yet'} subtitle={AR ? 'أول تعميم تنشره سيظهر هنا' : 'Announcements you publish will appear here'} /> || 4: import { NHeader, NCard, NScroll, NBtn, NEmpty } from '../../components/ui'; || 48: <NCard style={{ marginBottom: SP.xl, backgroundColor: theme.primaryLight, borderColor: theme.primary }}> || 69: </NCard> || 80: <NCard key={ann.id} style={{ marginBottom: SP.md }}> || 92: </NCard> || 4: import { NHeader, NCard, NScroll, NBtn, NEmpty } from '../../components/ui'; || 16: const [loading, setLoading] = useState(true); || 23: } catch { setAnnouncements([]); } finally { setLoading(false); }	UNVERIFIED_BASELINE_ONLY	Require screen CTA→API/socket→handler/DB/state→payment/insurance→notification/result mapping; owner/stranger/unauth and negative/loading/empty/retry/cancel tests
src/screens/facility/FacilityRegistration.tsx	pharmacy/orders	ui/screen	"16: import { RegistrationSuccess } from '../shared/SharedScreens'; || 20: import { SuccessScreen } from '../../components/SuccessScreen'; || 81: const [submitted, setSubmitted] = useState(false); || 89: const screens: Record<number, React.ReactElement> = { || 90: 8: <SuccessScreen onDone={() => { setShowSuccess(false); onDone(); }} />, || 101: {screens[step] ?? null} || 156: await ProviderApi.login(data.managerPhone, data.password); || 158: await ProviderApi.login(data.managerPhone, data.password); || 174: <TouchableOpacity key={t.id} onPress={() => update({ facilityType: t.id })} style={{ flex: 1, padding: SP.md, borderWidth: 1, borderColor: data.facilityType === t.id ? theme.primary : theme.border, backgroundColor: data.facilityType === t.i || 181: <NInput innerRef={nameArRef} label={AR ? 'اسم المنشأة (بالعربية)' : 'Facility Name (AR)'} value={data.facilityNameAr} onChange={v => update({ facilityNameAr: v })} required error={errs.nameAr} returnKey=""next"" onSubmit={() => nameEnRef.curr || 182: <NInput innerRef={nameEnRef} label={AR ? 'اسم المنشأة (بالإنجليزية)' : 'Facility Name (EN)'} value={data.facilityNameEn} onChange={v => update({ facilityNameEn: v })} required error={errs.nameEn} returnKey=""next"" onSubmit={() => mgrNameRef. || 184: <NInput innerRef={mgrNameRef} label={AR ? 'اسم مدير المنشأة' : 'Manager Name'} value={data.managerName} onChange={v => update({ managerName: v })} required error={errs.mgr} returnKey=""next"" onSubmit={() => phoneRef.current?.focus()} /> || 19: import { sendEmailOtp, verifyEmailOtp } from '../../api/otp'; || 25: import { ProviderApi, sanitizeWizardData } from '../../api/provider'; || 26: import { useInsuranceCatalog, useServicesCatalog } from '../../api/catalogs'; || 18: import { OtpModal } from '../../components/OtpModal'; || 19: import { sendEmailOtp, verifyEmailOtp } from '../../api/otp'; || 67: signatureData: string; loading?: boolean; signerName: string; signerRole: string; termsAgreed: boolean; || 75: city: '', fullAddress: '', location: {lat: 0, lng: 0}, subProviders: [], cashOnly: false, acceptedInsurance: [], hasInsuranceCoordinator: false, signatureData: '', signerName: '', signerRole: '', termsAgreed: false, loading: false || 96: 6: <Step6AdminWarning data={data} update={update} onNext={next} onBack={back} step={step} total={TOTAL} />, || 156: await ProviderApi.login(data.managerPhone, data.password); || 158: await ProviderApi.login(data.managerPhone, data.password); || 221: const { status } = await ImagePicker.requestCameraPermissionsAsync(); || 223: show(AR ? 'صلاحية الكاميرا مطلوبة' : 'Camera permission required', 'error');"	UNVERIFIED_BASELINE_ONLY	Require screen CTA→API/socket→handler/DB/state→payment/insurance→notification/result mapping; owner/stranger/unauth and negative/loading/empty/retry/cancel tests
src/screens/facility/FacilityLeaveRequestsScreen.tsx	pharmacy/orders	ui/screen	21: export function FacilityLeaveRequestsScreen({ onBack }: { onBack: () => void }) { || 84: onPress={() => handleAction(req.id, 'rejected')} || 90: onPress={() => handleAction(req.id, 'approved')} || 6: import { ProviderApi } from '../../api/provider'; || 19: import client from '../../api/client'; || 1: import React, { useState } from 'react'; || 16: status: 'pending' | 'approved' | 'rejected'; || 23: const [requests, setRequests] = useState<LeaveRequest[]>([]); || 24: const [loading, setLoading] = useState(true); || 32: setLoading(true); || 36: console.warn('Failed to fetch leave requests', e); || 38: setLoading(false); || 42: const handleAction = async (id: string, action: 'approved' | 'rejected') => { || 45: setRequests(reqs => reqs.map(r => r.id === id ? { ...r, status: action } : r)); || 46: show(AR ? `تم ${action === 'approved' ? 'قبول' : 'رفض'} الطلب` : `Request ${action}`, 'success'); || 48: show(AR ? 'حدث خطأ' : 'An error occurred', 'error'); || 71: label={req.status === 'pending' ? (AR ? 'قيد الانتظار' : 'Pending') : req.status === 'approved' ? (AR ? 'مقبول' : 'Approved') : (AR ? 'مرفوض' : 'Rejected')} || 4: import { NHeader, NCard, NBadge, NBtn, NScroll } from '../../components/ui'; || 58: <NCard key={req.id}> || 94: </NCard> || 16: status: 'pending' | 'approved' | 'rejected'; || 24: const [loading, setLoading] = useState(true); || 32: setLoading(true); || 35: } catch (e) {	UNVERIFIED_BASELINE_ONLY	Require screen CTA→API/socket→handler/DB/state→payment/insurance→notification/result mapping; owner/stranger/unauth and negative/loading/empty/retry/cancel tests
src/screens/facility/FacilityAuditLogScreen.tsx	pharmacy/orders	ui/screen	8: export function FacilityAuditLogScreen({ onBack }: { onBack: () => void }) { || 6: import client from '../../api/client'; || 1: import React, { useState } from 'react'; || 13: const [auditLogs, setAuditLogs] = useState<any[]>([]); || 4: import { NHeader, NCard, NScroll, NBadge } from '../../components/ui'; || 34: <NCard key={log.id} style={{ marginBottom: SP.md, borderLeftWidth: 4, borderLeftColor: log.severity === 'danger' ? theme.danger : log.severity === 'warning' ? theme.warn : theme.primary }}> || 53: </NCard> || 18: .catch(() => setAuditLogs([]));	UNVERIFIED_BASELINE_ONLY	Require screen CTA→API/socket→handler/DB/state→payment/insurance→notification/result mapping; owner/stranger/unauth and negative/loading/empty/retry/cancel tests
src/screens/facility/FacilityResourcesScreen.tsx	pharmacy/orders	ui/screen	15: export function FacilityResourcesScreen({ onBack }: { onBack: () => void }) { || 76: <TouchableOpacity key={f.id} onPress={() => setFilterType(f.id)} || 92: <NSecHeader title={AR ? 'الموارد المسجلة' : 'Registered Resources'} /> || 93: <TouchableOpacity style={{ padding: SP.xs }} onPress={() => setShowAdd(v => !v)}> || 94: <Text style={{ color: theme.primary, fontWeight: FW.bold }}>{showAdd ? (AR ? 'إلغاء' : 'Cancel') : (AR ? '+ إضافة مورد' : '+ Add Resource')}</Text> || 104: <TouchableOpacity key={t.id} onPress={() => setAddType(t.id)} || 110: <NBtn label={AR ? 'حفظ المورد' : 'Save Resource'} loading={saving} onPress={handleAdd} /> || 117: <NEmpty title={AR ? 'لا توجد موارد مسجلة' : 'No resources registered'} subtitle={AR ? 'أضف غرف العمليات والعيادات والأجهزة لإدارتها' : 'Add ORs, clinics and equipment to manage them'} /> || 138: <TouchableOpacity disabled={busyId === res.id} onPress={() => toggleStatus(res)}> || 6: import client from '../../api/client'; || 1: import React, { useState, useEffect, useCallback } from 'react'; || 4: import { NHeader, NCard, NBtn, NSecHeader, NScroll, NBadge, NInput, NEmpty } from '../../components/ui'; || 21: const [resources, setResources] = useState<any[]>([]); || 22: const [loading, setLoading] = useState(true); || 23: const [filterType, setFilterType] = useState<string>('all'); || 24: const [showAdd, setShowAdd] = useState(false); || 25: const [nameAr, setNameAr] = useState(''); || 26: const [nameEn, setNameEn] = useState(''); || 27: const [addType, setAddType] = useState('consultation'); || 28: const [saving, setSaving] = useState(false); || 29: const [busyId, setBusyId] = useState<string | null>(null); || 35: } catch { setResources([]); } finally { setLoading(false); } || 4: import { NHeader, NCard, NBtn, NSecHeader, NScroll, NBadge, NInput, NEmpty } from '../../components/ui'; || 99: <NCard style={{ marginBottom: SP.lg }}>	UNVERIFIED_BASELINE_ONLY	Require screen CTA→API/socket→handler/DB/state→payment/insurance→notification/result mapping; owner/stranger/unauth and negative/loading/empty/retry/cancel tests
src/screens/facility/FacilityUnifiedCalendarScreen.tsx	pharmacy/orders	ui/screen	8: export function FacilityUnifiedCalendarScreen({ onBack }: { onBack: () => void }) { || 6: import client from '../../api/client'; || 1: import React, { useState } from 'react'; || 13: const [events, setEvents] = useState<any[]>([]); || 4: import { NHeader, NCard, NScroll, NBadge } from '../../components/ui'; || 34: <NCard key={ev.id} style={{ marginBottom: SP.md, borderLeftWidth: 4, borderLeftColor: ev.type === 'surgery' ? theme.warn : ev.type === 'emergency' ? theme.danger : theme.primary }}> || 52: </NCard> || 18: .catch(() => setEvents([]));	UNVERIFIED_BASELINE_ONLY	Require screen CTA→API/socket→handler/DB/state→payment/insurance→notification/result mapping; owner/stranger/unauth and negative/loading/empty/retry/cancel tests
src/screens/facility/FacilityPatientTrackerScreen.tsx	pharmacy/orders	ui/screen	8: export function FacilityPatientTrackerScreen({ onBack }: { onBack: () => void }) { || 6: import client from '../../api/client'; || 1: import React, { useState } from 'react'; || 13: const [patients, setPatients] = useState<any[]>([]); || 34: <NCard key={patient.id} style={{ marginBottom: SP.md, borderLeftWidth: 4, borderLeftColor: patient.status === 'critical' ? theme.danger : patient.status === 'observation' ? theme.warn : theme.success }}> || 45: label={patient.status === 'critical' ? (AR ? 'حرج' : 'Critical') : patient.status === 'observation' ? (AR ? 'تحت الملاحظة' : 'Observation') : (AR ? 'مستقر' : 'Stable')} || 46: variant={patient.status === 'critical' ? 'danger' : patient.status === 'observation' ? 'warning' : 'success'} || 4: import { NHeader, NCard, NScroll, NBadge } from '../../components/ui'; || 34: <NCard key={patient.id} style={{ marginBottom: SP.md, borderLeftWidth: 4, borderLeftColor: patient.status === 'critical' ? theme.danger : patient.status === 'observation' ? theme.warn : theme.success }}> || 73: </NCard> || 18: .catch(() => setPatients([]));	UNVERIFIED_BASELINE_ONLY	Require screen CTA→API/socket→handler/DB/state→payment/insurance→notification/result mapping; owner/stranger/unauth and negative/loading/empty/retry/cancel tests
src/screens/facility/FacilityInvitationScreen.tsx	pharmacy/orders	ui/screen	9: export function FacilityInvitationScreen({ onBack, preRole }: { onBack: () => void; preRole?: string }) { || 86: <NBtn label={AR ? 'عودة للإدارة' : 'Back to Management'} onPress={onBack} /> || 141: onPress={handleInvite} || 7: import client from '../../api/client'; || 9: export function FacilityInvitationScreen({ onBack, preRole }: { onBack: () => void; preRole?: string }) { || 19: // Permission Matrix State || 33: const PERMISSION_LABELS = [ || 55: role: preRole || 'doctor', || 56: permissions: perms, || 84: : `A notification has been sent to (${identifier}). Once accepted, they will join the facility staff with the specified permissions.`} || 113: <NSecHeader title={AR ? 'مصفوفة الصلاحيات (Permission Matrix)' : 'Permission Matrix'} /> || 119: {PERMISSION_LABELS.map((p, i) => ( || 126: borderBottomWidth: i < PERMISSION_LABELS.length - 1 ? 1 : 0, || 1: import React, { useState } from 'react'; || 15: const [identifier, setIdentifier] = useState(''); || 16: const [loading, setLoading] = useState(false); || 17: const [invited, setInvited] = useState(false); || 19: // Permission Matrix State || 20: const [perms, setPerms] = useState({ || 51: setLoading(true); || 59: show(AR ? 'تم إرسال الدعوة بنجاح' : 'Invitation sent successfully', 'success'); || 61: const st = e?.response?.status; || 62: if (st === 404) show(AR ? 'لا يوجد حساب مزود بهذا المعرف' : 'No provider account with this identifier', 'error'); || 63: else if (st === 400) show(AR ? 'تعذر إرسال الدعوة — تحقق من البيانات' : 'Could not send invitation', 'error');	UNVERIFIED_BASELINE_ONLY	Require screen CTA→API/socket→handler/DB/state→payment/insurance→notification/result mapping; owner/stranger/unauth and negative/loading/empty/retry/cancel tests
src/screens/facility/DischargeSummaryScreen.tsx	pharmacy/orders	ui/screen	8: export function DischargeSummaryScreen({ onBack, admission }: { onBack: () => void; admission?: any }) { || 80: <TouchableOpacity key={a.id} onPress={() => setSelected(a)}> || 162: onPress={handleSave} || 6: import client from '../../api/client'; || 1: import React, { useState, useEffect } from 'react'; || 14: const [admissions, setAdmissions] = useState<any[]>([]); || 15: const [selected, setSelected] = useState<any>(admission || null); || 16: const [loading, setLoading] = useState(!admission); || 17: const [saving, setSaving] = useState(false); || 19: const [diagnosis, setDiagnosis] = useState(''); || 20: const [medications, setMedications] = useState(''); || 21: const [instructions, setInstructions] = useState(''); || 28: setAdmissions(rows.filter((r: any) => r.status === 'active')); || 31: .finally(() => setLoading(false)); || 50: show(AR ? 'تم حفظ ملخص الخروج وإخراج المريض' : 'Discharge summary saved and patient discharged', 'success'); || 54: show(typeof msg === 'string' ? msg : (AR ? 'تعذر حفظ ملخص الخروج' : 'Could not save discharge summary'), 'error'); || 4: import { NHeader, NCard, NScroll, NBtn, NBadge } from '../../components/ui'; || 74: <NCard style={{ padding: SP.lg, alignItems: 'center' }}> || 78: </NCard> || 81: <NCard style={{ marginBottom: SP.sm }}> || 93: </NCard> || 99: <NCard style={{ marginBottom: SP.xl }}> || 110: </NCard> || 16: const [loading, setLoading] = useState(!admission);	UNVERIFIED_BASELINE_ONLY	Require screen CTA→API/socket→handler/DB/state→payment/insurance→notification/result mapping; owner/stranger/unauth and negative/loading/empty/retry/cancel tests
src/screens/facility/FacilityProfileConfigScreen.tsx	pharmacy/orders	ui/screen	8: export function FacilityProfileConfigScreen({ onBack }: { onBack: () => void }) { || 99: onPress={() => toggleSpec(sp.id)} || 117: <NBtn label={AR ? 'حفظ التحديثات' : 'Save Updates'} onPress={handleSave} loading={saving} style={{ marginBottom: SP.xl }} /> || 6: import client from '../../api/client'; || 1: import React, { useState, useEffect } from 'react'; || 14: const [facilityName, setFacilityName] = useState(''); || 15: const [descAr, setDescAr] = useState(''); || 16: const [descEn, setDescEn] = useState(''); || 17: const [website, setWebsite] = useState(''); || 18: const [whatsapp, setWhatsapp] = useState(''); || 19: const [selectedSpecs, setSelectedSpecs] = useState<string[]>([]); || 20: const [saving, setSaving] = useState(false); || 21: const [loading, setLoading] = useState(true); || 35: show(AR ? 'تعذر تحميل ملف المنشأة' : 'Could not load facility profile', 'error'); || 36: } finally { setLoading(false); } || 50: show(AR ? 'تم حفظ ملف المنشأة بنجاح' : 'Facility profile saved successfully', 'success'); || 4: import { NHeader, NCard, NInput, NBtn, NSecHeader, NBadge, NScroll } from '../../components/ui'; || 75: <NCard style={{ marginBottom: SP.xl, alignItems: 'center', padding: SP.xl }}> || 80: </NCard> || 92: <NCard style={{ marginBottom: SP.xl }}> || 115: </NCard> || 21: const [loading, setLoading] = useState(true); || 34: } catch { || 35: show(AR ? 'تعذر تحميل ملف المنشأة' : 'Could not load facility profile', 'error');	UNVERIFIED_BASELINE_ONLY	Require screen CTA→API/socket→handler/DB/state→payment/insurance→notification/result mapping; owner/stranger/unauth and negative/loading/empty/retry/cancel tests
src/screens/facility/FacilityInternalChatScreen.tsx	pharmacy/orders	ui/screen	9: export function FacilityInternalChatScreen({ onBack }: { onBack: () => void }) { || 88: <TouchableOpacity onPress={handleSend} style={{ width: 60, height: 44, borderRadius: R.full, backgroundColor: theme.primary, alignItems: 'center', justifyContent: 'center' }}> || 106: <TouchableOpacity key={ch.id} onPress={() => setActiveChat(ch.id)}> || 7: import client from '../../api/client'; || 42: sender: m.sender_id === user?.id ? (AR ? 'أنت' : 'You') : (m.sender_role || '—'), || 1: import React, { useState, useEffect } from 'react'; || 16: const [activeChat, setActiveChat] = useState<string | null>(null); || 17: const [channels, setChannels] = useState<any[]>([]); || 18: const [messages, setMessages] = useState<any[]>([]); || 19: const [inputText, setInputText] = useState(''); || 59: show(AR ? 'تعذر إرسال الرسالة' : 'Failed to send', 'error'); || 4: import { NHeader, NCard, NScroll } from '../../components/ui'; || 107: <NCard style={{ marginBottom: SP.md, flexDirection: AR ? 'row-reverse' : 'row', alignItems: 'center', gap: SP.md }}> || 120: </NCard> || 32: .catch(() => setChannels([])); || 48: .catch(() => setMessages([])); || 58: } catch (e) { || 59: show(AR ? 'تعذر إرسال الرسالة' : 'Failed to send', 'error');	UNVERIFIED_BASELINE_ONLY	Require screen CTA→API/socket→handler/DB/state→payment/insurance→notification/result mapping; owner/stranger/unauth and negative/loading/empty/retry/cancel tests
src/screens/facility/FacilityDashboard.tsx	pharmacy/orders	ui/screen	7: * ║ SubAccountsScreen — manage doctors / staff sub-accounts ║ || 8: * ║ AddSubAccountScreen — add new doctor/staff with Credential Card ║ || 9: * ║ DepartmentManagementScreen — manage departments + assigned doctors ║ || 10: * ║ ShiftManagementScreen — shift scheduling + substitutes ║ || 11: * ║ BedManagementScreen — bed availability + ICU + admissions ║ || 12: * ║ UnifiedScheduleScreen — facility-wide appointment calendar ║ || 13: * ║ QRCheckinScreen — patient QR check-in system ║ || 14: * ║ InsuranceClaimsHubScreen — all insurance claims management ║ || 15: * ║ FacilityFinancialScreen — unified financial reports ║ || 16: * ║ StaffAttendanceScreen — staff check-in/out attendance ║ || 17: * ║ SurgeryScheduleScreen — OT/Surgery room scheduling ║ || 18: * ║ CredentialingScreen — doctor credential verification workflow ║ || 40: import client from '../../api/client'; || 41: import { InsuranceRequestsScreen } from '../shared/InsuranceRequestsScreen'; || 344: // revenue/appointments from /provider/stats/today, staff from subaccounts. || 1440: await client.patch(`/care/appointments/${encodeURIComponent(apptId)}/check-in`); || 1593: client.get('/insurance/requests/provider/queue') || 1691: client.get('/provider/ops/wallet/ledger') || 2335: const resBookings = await client.get('/home-care/bookings/nursing/all'); || 2338: const resNurses = await client.get('/home-care/providers?availability=now'); || 2355: await client.post(`/home-care/bookings/${selectedBooking.id}/assign`, { || 26: RefreshControl, ActivityIndicator, Modal || 28: import { CameraView, useCameraPermissions } from 'expo-camera'; || 70: function FacilityOrdersTab({ onNavigate, onRefresh }: any) {	UNVERIFIED_BASELINE_ONLY	Require screen CTA→API/socket→handler/DB/state→payment/insurance→notification/result mapping; owner/stranger/unauth and negative/loading/empty/retry/cancel tests
src/screens/ambulance/AmbulanceRegistration.tsx	pharmacy/orders	ui/screen	"11: import { RegistrationSuccess } from '../shared/SharedScreens'; || 40: const [submitted, setSub] = useState(false); || 45: if (submitted) return <RegistrationSuccess onDone={onDone} email={data.managerEmail} providerType=""ambulance"" />; || 52: {step === 4 && <AS4BankSubmit data={data} update={update} onDone={() => setSub(true)} onBack={back} step={step} total={TOTAL} />} || 83: await ProviderApi.login(data.managerPhone, data.password); || 86: // Account may already exist from a previous attempt — try continuing via login || 88: await ProviderApi.login(data.managerPhone, data.password); || 113: <TouchableOpacity key={l.id} onPress={() => update({ languages: on ? data.languages.filter((x: string) => x !== l.id) : [...(data.languages || []), l.id] })} || 120: <NBtn label={AR ? 'التالي' : 'Next'} onPress={handleNext} loading={loading} /> || 154: <NBtn label={AR ? 'التالي' : 'Next'} onPress={handleNext} /> || 186: <NBtn label={AR ? 'التالي' : 'Next'} onPress={handleNext} /> || 191: /* ─── Step 4: bank + submit ─── */ || 3: import { ProviderApi, sanitizeWizardData } from '../../api/provider'; || 83: await ProviderApi.login(data.managerPhone, data.password); || 86: // Account may already exist from a previous attempt — try continuing via login || 88: await ProviderApi.login(data.managerPhone, data.password); || 230: show(AR ? 'تم إرسال الطلب بنجاح! سيظهر للمرضى بعد اعتماد الإدارة' : 'Submitted! Visible to patients after admin approval', 'success'); || 1: import React, { useState } from 'react'; || 11: import { RegistrationSuccess } from '../shared/SharedScreens'; || 38: const [step, setStep] = useState(1); || 39: const [data, setData] = useState<AmbRegData>(INITIAL); || 40: const [submitted, setSub] = useState(false); || 45: if (submitted) return <RegistrationSuccess onDone={onDone} email={data.managerEmail} providerType=""ambulance"" />; || 60: const [errs, setErrs] = useState<any>({});"	UNVERIFIED_BASELINE_ONLY	Require screen CTA→API/socket→handler/DB/state→payment/insurance→notification/result mapping; owner/stranger/unauth and negative/loading/empty/retry/cancel tests
src/screens/ambulance/AmbulanceDashboard.tsx	pharmacy/orders	ui/screen	3: * Screens: Home (SOS pool + missions) · ActiveMission (ETA+GPS) · Handover · || 21: import { FleetScreen } from '../shared/FleetScreen'; || 26: function AmbulanceHomeScreen({ onNavigate }: { onNavigate: (s: string, p?: any) => void }) { || 90: <TouchableOpacity key={m.id} onPress={() => onNavigate('mission', { id: m.id })}> || 137: onPress={() => claim(m.id)} || 144: <TouchableOpacity onPress={() => onNavigate('fleet')}> || 149: <TouchableOpacity onPress={() => onNavigate('history')}> || 160: function ActiveMissionScreen({ mission, onBack, onNavigate }: { mission: any; onBack: () => void; onNavigate: (s: string, p?: any) => void }) { || 232: onPress={() => setTracking(!tracking)} || 237: onPress={() => onNavigate('handover', mission)} || 243: onPress={() => onNavigate('complete', mission)} || 251: function HandoverScreen({ mission, onBack }: { mission: any; onBack: () => void }) { || 20: import client from '../../api/client'; || 370: client.get('/provider/ops/wallet/ledger?limit=50') || 9: ActivityIndicator, RefreshControl, || 37: const [refreshing, setRefreshing] = useState(false); || 58: const onRefresh = async () => { setRefreshing(true); await load(); setRefreshing(false); }; || 83: <ScrollView refreshControl={<RefreshControl refreshing={refreshing} onRefresh={onRefresh} tintColor={theme.danger} />} || 117: subtitle={AR ? 'ابقَ متصلاً — تصلك النداءات فورياً كل 15 ثانية' : 'Stay online — calls refresh every 15s'} || 174: const { status } = await Location.requestForegroundPermissionsAsync(); || 425: export function AmbulanceDashboardNavigator({ onLogout }: { onLogout: () => void }) { || 6: import React, { useState, useEffect, useCallback, useRef } from 'react'; || 17: NSecHeader, NOnlineToggle, NEmpty, || 34: const [pool, setPool] = useState<any[]>([]);	UNVERIFIED_BASELINE_ONLY	Require screen CTA→API/socket→handler/DB/state→payment/insurance→notification/result mapping; owner/stranger/unauth and negative/loading/empty/retry/cancel tests
