screen_or_member	domain	role	static_actions_api_state_signals	backend/payment/journey_status	gap_or_required_test
src/pages/admin/users-management.tsx	pharmacy/orders	ui/screen	"33: export default function UsersManagementPage() { || 63: // the moderation screen reviews: every entered field + contract). || 275: onClick={() => openUserFile(u)} || 282: onClick={() => handleReactivate(u)} || 290: onClick={() => handleSuspend(u)} || 298: onClick={() => handleDelete(u)} || 323: <div className=""min-h-screen w-full""> || 330: <button onClick={() => setViewUser(null)} className=""bg-slate-700 hover:bg-slate-600 text-white text-sm font-bold px-4 py-2 rounded-lg"">← عودة لإدارة المستخدمين</button> || 331: <button onClick={() => setViewUser(null)} className=""bg-red-600 hover:bg-red-500 text-white text-sm font-bold px-4 py-2 rounded-lg"">✕ خروج</button> || 344: <button key={p.d} onClick={() => reloadActivity(p.d)} || 358: <div className=""space-y-1""><label className=""text-sm font-bold text-gray-500"">الأجهزة المسجلة</label><p className=""text-gray-800"">{userOverview.devices?.registered_count ?? 0}</p></div> || 359: <div className=""space-y-1""><label className=""text-sm font-bold text-gray-500"">آخر دخول</label><p className=""text-gray-800 font-mono text-sm"">{userOverview.user.last_login_at ? String(userOverview.user.last_login_at).slice(0, 19).replace('T' || 58: const ov = await apiFetch(`/admin/users/${id}/overview?days=${days}`).catch(() => null); || 64: const pf = await apiFetch(`/admin/providers/by-user/${id}`).catch(() => null); || 75: const ov = await apiFetch(`/admin/users/${viewUser.id || viewUser._id}/overview?days=${days}`).catch(() => null); || 86: const res = await apiFetch(`/admin/users?${params.toString()}`); || 109: await apiFetch(`/admin/users/${id}/ban`, { method: 'POST' }); || 123: await apiFetch(`/admin/users/${id}/unban`, { method: 'POST' }); || 148: await apiFetch(`/admin/providers/${accountId}/${action}`, { method: 'POST', body: JSON.stringify(body) }); || 166: await apiFetch(`/admin/users/${id}`, { method: 'DELETE' }); || 398: {/* Recent orders/appointments */} || 5: const ROLE_LABELS: Record<string, string> = { || 17: admin: 'أدمن', || 18: super_admin: 'أدمن رئيسي',"	UNVERIFIED_BASELINE_ONLY	Require screen CTA→API/socket→handler/DB/state→payment/insurance→notification/result mapping; owner/stranger/unauth and negative/loading/empty/retry/cancel tests
src/pages/admin/medicines-catalog.tsx	pharmacy/orders	ui/screen	"36: /** Upload a medicine image to Cloudflare R2 (default storage target) and return its public URL. */ || 37: async function uploadMedicineImage(file: File): Promise<string> { || 44: const up = await apiFetch('/storage/upload', { || 55: export default function MedicinesCatalogPage() { || 61: const [page, setPage] = useState(1); || 90: const params = new URLSearchParams({ page: String(page), limit: '25' }); || 102: }, [page, q, category, includeDeleted]); || 107: const res = await apiFetch(`/medicines/admin/change-requests?status=${reqStatus}&page=1&limit=50`); || 220: const pages = Math.max(1, Math.ceil(total / 25)); || 233: <button key={t} onClick={() => setTab(t)} || 246: <input value={q} onChange={e => { setQ(e.target.value); setPage(1); }} placeholder=""بحث بالاسم / المادة الفعالة / الباركود / الشركة..."" className=""border rounded px-4 py-2 w-80"" /> || 247: <input value={category} onChange={e => { setCategory(e.target.value); setPage(1); }} placeholder=""الفئة (اختياري)"" className=""border rounded px-3 py-2 w-48"" /> || 44: const up = await apiFetch('/storage/upload', { || 48: const signed = await apiFetch(`/storage/${up.id}/signed-url`); || 94: const res = await apiFetch(`/medicines/admin/catalog?${params.toString()}`); || 107: const res = await apiFetch(`/medicines/admin/change-requests?status=${reqStatus}&page=1&limit=50`); || 114: try { setReports(await apiFetch('/medicines/admin/reports')); } || 152: await apiFetch('/medicines/admin/catalog', { method: 'POST', body: JSON.stringify(payload) }); || 154: await apiFetch(`/medicines/admin/catalog/${editId}`, { method: 'PATCH', body: JSON.stringify(payload) }); || 167: await apiFetch(`/medicines/admin/catalog/${m.id}/delete`, { method: 'POST', body: JSON.stringify({ restore }) }); || 176: await apiFetch(`/medicines/admin/catalog/${m.id}/availability`, { || 201: await apiFetch(`/medicines/admin/change-requests/${id}/${action}`, { || 15: * Backend: /medicines/admin/catalog[...], /medicines/admin/change-requests[...], || 16: *          /medicines/admin/reports"	UNVERIFIED_BASELINE_ONLY	Require screen CTA→API/socket→handler/DB/state→payment/insurance→notification/result mapping; owner/stranger/unauth and negative/loading/empty/retry/cancel tests
src/pages/admin/audit-logs.tsx	pharmacy/orders	ui/screen	"14: export default function AuditLogsPage() { || 54: onClick={fetchLogs} || 27: const res = await fetch(`${API_BASE}/api/v1/admin/governance/audit-logs`, { || 7: adminId: string; || 26: const token = localStorage.getItem('admin_token'); || 27: const res = await fetch(`${API_BASE}/api/v1/admin/governance/audit-logs`, { || 28: headers: { Authorization: `Bearer ${token}` } || 85: <td className=""p-4 font-medium text-slate-900"">{log.adminId || 'Super Admin'}</td> || 1: import React, { useState, useEffect } from 'react'; || 3: import EmptyIcon from '../../components/EmptyIcon'; || 15: const [logs, setLogs] = useState<AuditLogItem[]>([]); || 16: const [loading, setLoading] = useState(true); || 24: setLoading(true); || 35: console.error('Failed to fetch audit logs', e); || 37: setLoading(false); || 61: {loading ? ( || 65: <EmptyIcon name=""shield"" size={44} color=""#0D9488"" className=""mb-3 mx-auto"" /> || 3: import EmptyIcon from '../../components/EmptyIcon'; || 16: const [loading, setLoading] = useState(true); || 24: setLoading(true); || 34: } catch (e) { || 35: console.error('Failed to fetch audit logs', e); || 37: setLoading(false); || 61: {loading ? ("	UNVERIFIED_BASELINE_ONLY	Require screen CTA→API/socket→handler/DB/state→payment/insurance→notification/result mapping; owner/stranger/unauth and negative/loading/empty/retry/cancel tests
src/pages/admin/financial-ledger.tsx	pharmacy/orders	ui/screen	"164: <button className={`px-6 py-2 font-bold ${activeTab === 'ledger' ? 'bg-teal-600 text-white' : 'text-gray-600 hover:bg-gray-50'}`} onClick={() => setActiveTab('ledger')}> || 167: <button className={`px-6 py-2 font-bold ${activeTab === 'warehouse' ? 'bg-teal-600 text-white' : 'text-gray-600 hover:bg-gray-50'}`} onClick={() => setActiveTab('warehouse')}> || 253: <button onClick={() => handleExecutePayout(w.id)} className=""bg-purple-600 hover:bg-purple-700 text-white font-bold py-2 px-6 rounded shadow transition""> || 289: <button onClick={() => handleIssueQuotation(order)} className=""bg-teal-600 hover:bg-teal-700 text-white font-bold py-2 px-6 rounded shadow transition""> || 54: const summaryRes = await fetchWithAdminGuard(`${API_BASE}/api/v1/admin/finance-engine/reports/summary?period=monthly`); || 62: const commRes = await fetchWithAdminGuard(`${API_BASE}/api/v1/admin/finance/commissions`); || 69: const withRes = await fetchWithAdminGuard(`${API_BASE}/api/v1/admin/finance/withdrawals/pending`); || 80: const whRes = await fetchWithAdminGuard(`${API_BASE}/api/v1/admin/extended-operations/procurement/pending`); || 113: await fetchWithAdminGuard(`${API_BASE}/api/v1/admin/finance/withdrawals/${id}/execute`, { method: 'POST' }); || 136: const res = await fetchWithAdminGuard(`${API_BASE}/api/v1/admin/extended-operations/issue-quote/${order.id}`, { || 2: import { fetchWithAdminGuard } from '@/utils/api'; || 24: status: 'PENDING_ADMIN_REVIEW' | 'QUOTATION_ISSUED'; || 54: const summaryRes = await fetchWithAdminGuard(`${API_BASE}/api/v1/admin/finance-engine/reports/summary?period=monthly`); || 62: const commRes = await fetchWithAdminGuard(`${API_BASE}/api/v1/admin/finance/commissions`); || 69: const withRes = await fetchWithAdminGuard(`${API_BASE}/api/v1/admin/finance/withdrawals/pending`); || 80: const whRes = await fetchWithAdminGuard(`${API_BASE}/api/v1/admin/extended-operations/procurement/pending`); || 113: await fetchWithAdminGuard(`${API_BASE}/api/v1/admin/finance/withdrawals/${id}/execute`, { method: 'POST' }); || 136: const res = await fetchWithAdminGuard(`${API_BASE}/api/v1/admin/extended-operations/issue-quote/${order.id}`, { || 284: <span className={`text-xs font-bold px-2 py-1 rounded mt-2 inline-block ${order.status === 'PENDING_ADMIN_REVIEW' ? 'bg-amber-200 text-amber-800' : 'bg-green-200 text-green-800'}`}> || 288: {order.status === 'PENDING_ADMIN_REVIEW' && ( || 314: disabled={order.status !== 'PENDING_ADMIN_REVIEW'} || 1: import React, { useState, useEffect } from 'react'; || 17: status: 'pending' | 'completed'; || 24: status: 'PENDING_ADMIN_REVIEW' | 'QUOTATION_ISSUED';"	UNVERIFIED_BASELINE_ONLY	Require screen CTA→API/socket→handler/DB/state→payment/insurance→notification/result mapping; owner/stranger/unauth and negative/loading/empty/retry/cancel tests
src/pages/admin/support-tickets.tsx	pharmacy/orders	ui/screen	"18: export default function SupportTicketsPage() { || 65: onClick={() => setFilter(s)} || 72: <button onClick={load} className=""px-4 py-2 bg-teal-600 hover:bg-teal-700 text-white rounded-lg text-sm"">تحديث </button> || 105: <button onClick={() => setStatus(t.id, 'IN_PROGRESS')} className=""px-3 py-1.5 bg-amber-50 text-amber-700 border border-amber-200 rounded-lg text-xs font-bold"">بدء المعالجة</button> || 108: <button onClick={() => setStatus(t.id, 'RESOLVED')} className=""px-3 py-1.5 bg-green-50 text-green-700 border border-green-200 rounded-lg text-xs font-bold"">حلّها</button> || 110: <button onClick={() => setOpenId(isOpen ? null : t.id)} className=""px-3 py-1.5 bg-slate-100 rounded-lg text-xs font-bold""> || 134: <button onClick={() => sendReply(t.id)} className=""px-4 py-2 bg-teal-600 hover:bg-teal-700 text-white rounded-lg text-sm font-bold"">إرسال</button> || 30: const data = await apiFetch(`/support/admin/requests${filter ? `?status=${filter}` : ''}`); || 43: await apiFetch(`/support/admin/requests/${id}`, { method: 'PATCH', body: JSON.stringify({ status }) }); || 51: await apiFetch(`/support/requests/${id}/reply`, { method: 'POST', body: JSON.stringify({ message: replyText.trim() }) }); || 7: * M5: support tickets admin — list (GET /support/admin/requests), || 9: * status transitions (PATCH /support/admin/requests/:id). || 30: const data = await apiFetch(`/support/admin/requests${filter ? `?status=${filter}` : ''}`); || 43: await apiFetch(`/support/admin/requests/${id}`, { method: 'PATCH', body: JSON.stringify({ status }) }); || 100: {t.user_name || t.user_phone || t.user_id} · {t.source_role === 'provider' ? 'مزود' : 'مريض'} · {t.category} · {new Date(t.createdAt).toLocaleString('ar-SA-u-ca-gregory')} || 120: <div key={i} className={`rounded-xl p-3 text-sm max-w-[80%] ${m.role === 'admin' ? 'bg-teal-50 mr-auto' : 'bg-slate-100'}`}> || 121: <div className=""text-[10px] text-slate-400 mb-1"">{m.role === 'admin' ? 'الدعم' : 'المستخدم'} · {new Date(m.at).toLocaleString('ar-SA-u-ca-gregory')}</div> || 1: import React, { useEffect, useState, useCallback } from 'react'; || 4: import EmptyIcon from '../../components/EmptyIcon'; || 9: * status transitions (PATCH /support/admin/requests/:id). || 11: const STATUS_AR: Record<string, { ar: string; cls: string }> = { || 19: const [tickets, setTickets] = useState<any[]>([]); || 20: const [filter, setFilter] = useState(''); || 21: const [loading, setLoading] = useState(true);"	UNVERIFIED_BASELINE_ONLY	Require screen CTA→API/socket→handler/DB/state→payment/insurance→notification/result mapping; owner/stranger/unauth and negative/loading/empty/retry/cancel tests
src/pages/admin/rbac.tsx	pharmacy/orders	ui/screen	"25: { key: 'lab.result.upload', group: 'المختبر', ar: 'رفع نتيجة' }, || 27: { key: 'radiology.result.upload', group: 'الأشعة', ar: 'رفع تقرير' }, || 52: { key: 'LAB', ar: 'مختبر', perms: ['lab.result.upload','lab.result.read','user.read'] }, || 53: { key: 'RADIOLOGY', ar: 'أشعة', perms: ['radiology.result.upload','radiology.result.read','user.read'] }, || 62: export default function RbacPage() { || 84: <button onClick={() => setSelectedRole(null)} className={`px-3 py-1.5 rounded-lg text-xs font-bold ${!selectedRole ? 'bg-teal-600 text-white' : 'bg-white border border-slate-200'}`}>الكل</button> || 86: <button key={r.key} onClick={() => setSelectedRole(selectedRole === r.key ? null : r.key)} className={`px-3 py-1.5 rounded-lg text-xs font-bold ${selectedRole === r.key ? 'bg-teal-600 text-white' : 'bg-white border border-slate-200'}`}>{r.a || 91: <button onClick={() => setSelectedGroup(null)} className={`px-3 py-1.5 rounded-lg text-xs font-bold ${!selectedGroup ? 'bg-indigo-600 text-white' : 'bg-white border border-slate-200'}`}>الكل</button> || 93: <button key={g} onClick={() => setSelectedGroup(selectedGroup === g ? null : g)} className={`px-3 py-1.5 rounded-lg text-xs font-bold ${selectedGroup === g ? 'bg-indigo-600 text-white' : 'bg-white border border-slate-200'}`}>{g}</button> || 6: * (src/common/permissions.ts ROLE_PERMISSIONS). Enforcement is server-side || 7: * via JwtAuthGuard + @Roles/@RequirePermissions; dynamic role editing is M6 scope. || 10: const PERMISSIONS: { key: string; group: string; ar: string }[] = [ || 40: const ALL = PERMISSIONS.map((p) => p.key); || 42: const ROLES: { key: string; ar: string; perms: string[] }[] = [ || 43: { key: 'SUPER_ADMIN', ar: 'مدير عام', perms: ALL }, || 44: { key: 'ADMIN', ar: 'مدير', perms: ['doctor.create','doctor.edit','doctor.read','appointment.read','appointment.update','prescription.read','pharmacy.inventory.read','lab.result.read','radiology.result.read','facility.create','facility.edit || 60: const GROUPS = [...new Set(PERMISSIONS.map((p) => p.group))]; || 63: const [selectedRole, setSelectedRole] = useState<string | null>(null); || 66: const visibleRoles = selectedRole ? ROLES.filter((r) => r.key === selectedRole) : ROLES; || 67: const visiblePerms = selectedGroup ? PERMISSIONS.filter((p) => p.group === selectedGroup) : PERMISSIONS; || 75: (<code className=""bg-white px-1 rounded"" dir=""ltr"">common/permissions.ts → ROLE_PERMISSIONS</code>). || 1: import React, { useState } from 'react'; || 63: const [selectedRole, setSelectedRole] = useState<string | null>(null); || 64: const [selectedGroup, setSelectedGroup] = useState<string | null>(null);"	UNVERIFIED_BASELINE_ONLY	Require screen CTA→API/socket→handler/DB/state→payment/insurance→notification/result mapping; owner/stranger/unauth and negative/loading/empty/retry/cancel tests
src/pages/admin/config-portal.tsx	pharmacy/orders	ui/screen	"15: const [isSubmitting, setIsSubmitting] = useState(false); || 38: setIsSubmitting(true); || 43: setIsSubmitting(false); || 48: setIsSubmitting(false); || 62: setIsSubmitting(false); || 72: setIsSubmitting(true); || 97: setIsSubmitting(false); || 114: onClick={() => setActiveTab('sla')} || 120: onClick={() => setActiveTab('maintenance')} || 160: <button disabled={isSubmitting} onClick={handleUpdateSLA} className=""bg-teal-600 hover:bg-teal-700 text-white font-bold py-2 px-8 rounded-lg shadow disabled:opacity-50 transition""> || 194: disabled={!killSwitchChecked1 || !killSwitchChecked2 || isSubmitting} || 195: onClick={() => handleTriggerEmergencyKillSwitch(true)} || 22: const res = await fetchWithAdminGuard(`${API_BASE}/api/v1/admin/config/sla`); || 53: await fetchWithAdminGuard(`${API_BASE}/api/v1/admin/config/sla`, { || 75: const res = await fetchWithAdminGuard(`${API_BASE}/api/v1/admin/governance/trigger-emergency-maintenance`, { || 2: import { fetchWithAdminGuard } from '@/utils/api'; || 22: const res = await fetchWithAdminGuard(`${API_BASE}/api/v1/admin/config/sla`); || 53: await fetchWithAdminGuard(`${API_BASE}/api/v1/admin/config/sla`, { || 75: const res = await fetchWithAdminGuard(`${API_BASE}/api/v1/admin/governance/trigger-emergency-maintenance`, { || 78: adminId: 'admin-master-001', || 1: import React, { useState, useEffect } from 'react'; || 5: const [activeTab, setActiveTab] = useState<'sla' | 'maintenance'>('sla'); || 7: // SLA State || 8: const [consultationDuration, setConsultationDuration] = useState(15);"	UNVERIFIED_BASELINE_ONLY	Require screen CTA→API/socket→handler/DB/state→payment/insurance→notification/result mapping; owner/stranger/unauth and negative/loading/empty/retry/cancel tests
src/pages/admin/ai-control.tsx	pharmacy/orders	ui/screen	9: openrouter: { label: 'OpenRouter', color: '#B84FC7' }, || 15: export default function AiControlPage() { || 53: onClick={() => setMode('auto')} || 95: onClick={() => toggle(p.key, p.enabled)} || 23: apiFetch('/ai/admin/gateway').catch(() => null), || 24: apiFetch(`/ai/admin/usage?days=${days}`).catch(() => []), || 33: await apiFetch(`/ai/admin/gateway/provider/${key}`, { method: 'POST', body: JSON.stringify({ enabled: !enabled }) }).catch(() => null); || 39: await apiFetch('/ai/admin/gateway/mode', { method: 'POST', body: JSON.stringify({ mode, pinned }) }).catch(() => null); || 23: apiFetch('/ai/admin/gateway').catch(() => null), || 24: apiFetch(`/ai/admin/usage?days=${days}`).catch(() => []), || 33: await apiFetch(`/ai/admin/gateway/provider/${key}`, { method: 'POST', body: JSON.stringify({ enabled: !enabled }) }).catch(() => null); || 39: await apiFetch('/ai/admin/gateway/mode', { method: 'POST', body: JSON.stringify({ mode, pinned }) }).catch(() => null); || 1: import { useState, useEffect } from 'react'; || 16: const [data, setData] = useState<any>(null); || 17: const [usage, setUsage] = useState<any[]>([]); || 18: const [days, setDays] = useState(7); || 19: const [busy, setBusy] = useState<string | null>(null); || 23: apiFetch('/ai/admin/gateway').catch(() => null), || 24: apiFetch(`/ai/admin/usage?days=${days}`).catch(() => []), || 33: await apiFetch(`/ai/admin/gateway/provider/${key}`, { method: 'POST', body: JSON.stringify({ enabled: !enabled }) }).catch(() => null); || 39: await apiFetch('/ai/admin/gateway/mode', { method: 'POST', body: JSON.stringify({ mode, pinned }) }).catch(() => null);	UNVERIFIED_BASELINE_ONLY	Require screen CTA→API/socket→handler/DB/state→payment/insurance→notification/result mapping; owner/stranger/unauth and negative/loading/empty/retry/cancel tests
src/pages/admin/payouts.tsx	pharmacy/orders	ui/screen	"23: export default function PayoutApprovalPage() { || 76: <button onClick={fetchPayouts} className=""px-4 py-2 bg-teal-600 hover:bg-teal-700 text-white rounded-lg transition-colors font-medium text-sm""> || 86: <button onClick={fetchPayouts} className=""mt-3 px-4 py-2 bg-red-600 text-white rounded-lg text-sm"">إعادة المحاولة</button> || 125: onClick={() => handleExecutePayout(item.id)} || 131: onClick={() => setRejectingId(rejectingId === item.id ? null : item.id)} || 149: <button onClick={() => handleReject(item.id)} className=""px-4 py-2 bg-red-600 text-white rounded-lg text-sm font-bold"">تأكيد الرفض</button> || 150: <button onClick={() => { setRejectingId(null); setRejectReason(''); }} className=""px-4 py-2 bg-slate-200 rounded-lg text-sm"">تراجع</button> || 34: const json = await apiFetch('/admin/finance/withdrawals/pending'); || 48: await apiFetch(`/admin/finance/withdrawals/${id}/execute`, { method: 'POST' }); || 58: await apiFetch(`/admin/finance/withdrawals/${id}/reject`, { || 13: providerId?: string; || 34: const json = await apiFetch('/admin/finance/withdrawals/pending'); || 48: await apiFetch(`/admin/finance/withdrawals/${id}/execute`, { method: 'POST' }); || 58: await apiFetch(`/admin/finance/withdrawals/${id}/reject`, { || 113: <td className=""p-4 font-medium"">{item.providerName || item.providerId || 'مزود خدمة'}</td> || 1: import React, { useState, useEffect } from 'react'; || 4: import EmptyIcon from '../../components/EmptyIcon'; || 19: status: string; || 24: const [payouts, setPayouts] = useState<PayoutRequest[]>([]); || 25: const [loading, setLoading] = useState(true); || 26: const [error, setError] = useState<string | null>(null); || 27: const [rejectingId, setRejectingId] = useState<string | null>(null); || 28: const [rejectReason, setRejectReason] = useState(''); || 32: setLoading(true);"	UNVERIFIED_BASELINE_ONLY	Require screen CTA→API/socket→handler/DB/state→payment/insurance→notification/result mapping; owner/stranger/unauth and negative/loading/empty/retry/cancel tests
src/pages/admin/health-dashboard.tsx	pharmacy/orders	ui/screen	"4: export default function HealthDashboardPage() { || 9: apiFetch('/admin/health-dashboard') || 9: apiFetch('/admin/health-dashboard') || 1: import { useState, useEffect } from 'react'; || 5: const [d, setD] = useState<any>(null); || 6: const [loading, setLoading] = useState(true); || 12: .finally(() => setLoading(false)); || 20: if (loading) return <div className=""p-8 text-center text-gray-500"" dir=""rtl"">جاري تحميل لوحة الصحة...</div>; || 24: const up = s?.status === 'up'; || 70: {metric('بلاغات نقص معلقة', d.metrics.pending_shortage_reports, 'text-red-600')} || 71: {metric('اقتراحات صور معلقة', d.metrics.pending_image_suggestions, 'text-red-600')} || 98: <td className=""p-3""><span className=""px-2 py-1 bg-green-100 text-green-700 rounded text-xs font-bold"">{c.status}</span></td> || 107: {(d.recent_errors || []).length === 0 ? ( || 112: {d.recent_errors.map((e: any, i: number) => ( || 66: {metric('المستخدمون', d.metrics.users_total)} || 67: {metric('الأدوية', d.metrics.medicines_total)} || 6: const [loading, setLoading] = useState(true); || 11: .catch(() => setD(null)) || 12: .finally(() => setLoading(false)); || 20: if (loading) return <div className=""p-8 text-center text-gray-500"" dir=""rtl"">جاري تحميل لوحة الصحة...</div>; || 70: {metric('بلاغات نقص معلقة', d.metrics.pending_shortage_reports, 'text-red-600')} || 71: {metric('اقتراحات صور معلقة', d.metrics.pending_image_suggestions, 'text-red-600')} || 107: {(d.recent_errors || []).length === 0 ? ( || 112: {d.recent_errors.map((e: any, i: number) => ("	UNVERIFIED_BASELINE_ONLY	Require screen CTA→API/socket→handler/DB/state→payment/insurance→notification/result mapping; owner/stranger/unauth and negative/loading/empty/retry/cancel tests
src/pages/admin/security.tsx	pharmacy/orders	ui/screen	"109: placeholder=""اسم الجهاز (مثال: iPhone 15 / MacBook)"" || 117: onClick={enroll} disabled={busy} || 156: onClick={() => remove(d.credential_id)} disabled={busy} || 30: const list = await apiFetch('/auth/passkey/devices'); || 45: const options = await apiFetch('/auth/passkey/enroll/options', { method: 'POST' }); || 48: await apiFetch('/auth/passkey/enroll/verify', { || 69: await apiFetch(`/auth/passkey/devices/${encodeURIComponent(credentialId)}`, { method: 'DELETE' }); || 14: * Admin security settings — enroll/manage Passkey (WebAuthn) devices for the || 15: * designated admin account. Enrollment is server-gated: only the designated || 16: * admin email with role admin/super_admin can call these endpoints. || 20: export default function AdminSecurity() { || 1: import React, { useEffect, useState } from 'react'; || 21: const [devices, setDevices] = useState<PasskeyDevice[]>([]); || 22: const [loading, setLoading] = useState(true); || 23: const [busy, setBusy] = useState(false); || 24: const [deviceName, setDeviceName] = useState(''); || 25: const [message, setMessage] = useState<{ type: 'ok' | 'err'; text: string } | null>(null); || 28: setLoading(true); || 35: setLoading(false); || 58: text: e?.name === 'NotAllowedError' ? 'تم إلغاء التسجيل أو انتهت المهلة' : 'فشل تسجيل الجهاز', || 134: {loading ? ( || 22: const [loading, setLoading] = useState(true); || 28: setLoading(true); || 32: } catch (e: any) {"	UNVERIFIED_BASELINE_ONLY	Require screen CTA→API/socket→handler/DB/state→payment/insurance→notification/result mapping; owner/stranger/unauth and negative/loading/empty/retry/cancel tests
src/pages/admin/insurance-queue.tsx	pharmacy/orders	ui/screen	7: * M5: insurance supervision (BR-2) + refunds queue (BR: الاسترداد). || 9: * - GET /admin/finance/refunds/queue · POST /admin/finance/refunds/:id/decide || 19: export default function InsuranceQueuePage() { || 20: const [tab, setTab] = useState<'requests' | 'refunds'>('requests'); || 23: const [refunds, setRefunds] = useState<any[]>([]); || 38: apiFetch('/admin/finance/refunds/queue').catch(() => []), || 42: setRefunds(Array.isArray(f) ? f : f?.data || []); || 52: const decideRefund = async (id: string, approve: boolean) => { || 54: await apiFetch(`/admin/finance/refunds/${id}/decide`, { || 66: onClick={() => setStateFilter(stateFilter === key ? '' : key)} || 92: { k: 'refunds', label: `طابور المستردات (${refunds.length})` }, || 96: onClick={() => setTab(t.k)} || 8: * - GET /admin/insurance/stats · GET /admin/insurance/requests?state= || 36: apiFetch('/admin/insurance/stats').catch(() => null), || 37: apiFetch(`/admin/insurance/requests${stateFilter ? `?state=${stateFilter}` : ''}`).catch(() => []), || 38: apiFetch('/admin/finance/refunds/queue').catch(() => []), || 54: await apiFetch(`/admin/finance/refunds/${id}/decide`, { || 8: * - GET /admin/insurance/stats · GET /admin/insurance/requests?state= || 9: * - GET /admin/finance/refunds/queue · POST /admin/finance/refunds/:id/decide || 36: apiFetch('/admin/insurance/stats').catch(() => null), || 37: apiFetch(`/admin/insurance/requests${stateFilter ? `?state=${stateFilter}` : ''}`).catch(() => []), || 38: apiFetch('/admin/finance/refunds/queue').catch(() => []), || 54: await apiFetch(`/admin/finance/refunds/${id}/decide`, { || 1: import React, { useEffect, useState, useCallback } from 'react';	UNVERIFIED_BASELINE_ONLY	Require screen CTA→API/socket→handler/DB/state→payment/insurance→notification/result mapping; owner/stranger/unauth and negative/loading/empty/retry/cancel tests
src/pages/admin/provider-audits.tsx	pharmacy/orders	ui/screen	"4: export default function ProviderAuditsPage() { || 58: <button onClick={() => handleApprove(d._id)} className=""bg-green-600 text-white px-6 py-2 rounded font-bold hover:bg-green-700"">اعتماد التعديل</button> || 59: <button onClick={() => handleReject(d._id)} className=""bg-red-600 text-white px-6 py-2 rounded font-bold hover:bg-red-700"">رفض التعديل</button> || 13: const res = await apiFetch('/admin/provider-deltas', { method: 'POST' }); || 22: await apiFetch(`/admin/provider-deltas/${id}/approve`, { method: 'POST' }); || 32: await apiFetch(`/admin/provider-deltas/${id}/reject`, { method: 'POST' }); || 13: const res = await apiFetch('/admin/provider-deltas', { method: 'POST' }); || 22: await apiFetch(`/admin/provider-deltas/${id}/approve`, { method: 'POST' }); || 32: await apiFetch(`/admin/provider-deltas/${id}/reject`, { method: 'POST' }); || 46: <h2 className=""text-xl font-bold mb-4"">الطبيب: {d.providerId?.full_name || 'طبيب'}</h2> || 1: import { useEffect, useState } from 'react'; || 5: const [deltas, setDeltas] = useState<any[]>([]); || 16: console.error(err); || 15: } catch (err) { || 16: console.error(err); || 25: } catch (err) { || 35: } catch (err) {"	UNVERIFIED_BASELINE_ONLY	Require screen CTA→API/socket→handler/DB/state→payment/insurance→notification/result mapping; owner/stranger/unauth and negative/loading/empty/retry/cancel tests
src/pages/admin/insurance-companies.tsx	pharmacy/orders	ui/screen	"17: export default function InsuranceCompaniesPage() { || 160: onClick={() => setShowAdd(!showAdd)} || 183: <button onClick={addCompany} disabled={busy === 'add'} className=""bg-teal-600 text-white font-bold px-6 py-2 rounded-xl disabled:opacity-50""> || 199: <button onClick={() => setExpanded(isOpen ? null : id)} className=""text-slate-400 w-6"">{isOpen ? '▾' : '◂'}</button> || 205: <button onClick={saveEdit} disabled={busy === id} className=""bg-teal-600 text-white text-xs font-bold px-3 py-1 rounded"">حفظ</button> || 206: <button onClick={() => setEditId(null)} className=""text-xs text-slate-500 px-2"">إلغاء</button> || 219: onClick={() => { setEditId(id); setEditNameAr(c.name_ar || ''); setEditNameEn(c.name_en || ''); }} || 225: onClick={toggleActive} || 238: onClick={() => { setTierCompany(tierCompany === id ? null : id); setTierCode(''); setTierNameAr(''); setTierNameEn(''); }} || 251: <button onClick={addTier} disabled={busy === id} className=""bg-teal-600 text-white text-sm font-bold px-4 py-1.5 rounded disabled:opacity-50"">حفظ الفئة</button> || 263: <button onClick={() => removeTier(id, t)} disabled={busy === (t.id || t._id)} className=""text-red-500 hover:text-red-700 font-bold"" title=""حذف الفئة"">×</button> || 12: * Backend: GET /insurance/companies/all · POST /insurance/companies || 13: *          PATCH /insurance/companies/:id || 14: *          POST /insurance/companies/:id/networks || 15: *          DELETE /insurance/companies/:id/networks/:networkId || 46: const res = await apiFetch('/insurance/companies/all'); || 61: await apiFetch(`/insurance/companies/${id}`, { || 80: await apiFetch('/insurance/companies', { || 98: await apiFetch(`/insurance/companies/${editId}`, { || 118: await apiFetch(`/insurance/companies/${tierCompany}/networks`, { || 141: await apiFetch(`/insurance/companies/${companyId}/networks/${tier.id || tier._id}`, { method: 'DELETE' }); || 1: import React, { useEffect, useState, useCallback } from 'react'; || 18: const [companies, setCompanies] = useState<any[]>([]); || 19: const [loading, setLoading] = useState(true);"	UNVERIFIED_BASELINE_ONLY	Require screen CTA→API/socket→handler/DB/state→payment/insurance→notification/result mapping; owner/stranger/unauth and negative/loading/empty/retry/cancel tests
