id	surface	severity	relation	category	source_path	line	actor	journey	finding	accepted_test
0D-PATIENT-MOBILE-00019	patient-mobile	P1	RUNTIME_VERIFICATION_REQUIRED	contract/transport	app/loyalty/leaderboard.tsx	36	patient/anonymous	cross-surface	client calls an endpoint or method that requires live contract reconciliation. Static signal: apiFetch('/loyalty/leaderboard?limit=50')	For UNIQUE_DEFECT: reproduce with a contract-backed negative test and remediate. For RUNTIME_VERIFICATION_REQUIRED/INSUFFICIENT_EVIDENCE: trace CTA→API/socket→handler/DB/state and run owner/stranger/unauth plus error/loading/empty/retry/cancel tests before classification or closure.
0D-PATIENT-MOBILE-00020	patient-mobile	P1	RUNTIME_VERIFICATION_REQUIRED	contract/transport	app/ai/monthly-report.tsx	39	patient/anonymous	consultation/booking	client calls an endpoint or method that requires live contract reconciliation. Static signal: apiFetch('/care/appointments').then(parseReportCollection),	For UNIQUE_DEFECT: reproduce with a contract-backed negative test and remediate. For RUNTIME_VERIFICATION_REQUIRED/INSUFFICIENT_EVIDENCE: trace CTA→API/socket→handler/DB/state and run owner/stranger/unauth plus error/loading/empty/retry/cancel tests before classification or closure.
0D-PATIENT-MOBILE-00021	patient-mobile	P1	RUNTIME_VERIFICATION_REQUIRED	contract/transport	app/ai/skin-analysis.tsx	37	patient/anonymous	cross-surface	client calls an endpoint or method that requires live contract reconciliation. Static signal: const data = await apiFetch('/ai/skin-analysis', { method: 'POST', body: JSON.stringify({ acknowledge_limitations: true, areas, observations: observations.length ? observations : ['none'], ...(note.trim() ? { note: note.	For UNIQUE_DEFECT: reproduce with a contract-backed negative test and remediate. For RUNTIME_VERIFICATION_REQUIRED/INSUFFICIENT_EVIDENCE: trace CTA→API/socket→handler/DB/state and run owner/stranger/unauth plus error/loading/empty/retry/cancel tests before classification or closure.
0D-PATIENT-MOBILE-00022	patient-mobile	P1	RUNTIME_VERIFICATION_REQUIRED	contract/transport	app/ai/triage.tsx	41	patient/anonymous	cross-surface	client calls an endpoint or method that requires live contract reconciliation. Static signal: const data = await apiFetch('/ai/triage', { method: 'POST', body: JSON.stringify({ symptoms: symptoms.trim(), red_flags: flags.length ? flags : ['none'] }) });	For UNIQUE_DEFECT: reproduce with a contract-backed negative test and remediate. For RUNTIME_VERIFICATION_REQUIRED/INSUFFICIENT_EVIDENCE: trace CTA→API/socket→handler/DB/state and run owner/stranger/unauth plus error/loading/empty/retry/cancel tests before classification or closure.
0D-PATIENT-MOBILE-00023	patient-mobile	P1	RUNTIME_VERIFICATION_REQUIRED	contract/transport	app/notifications/index.tsx	107	patient/anonymous	chat/support	client calls an endpoint or method that requires live contract reconciliation. Static signal: try { await apiFetch('/notifications/read-all', { method: 'POST' }); }	For UNIQUE_DEFECT: reproduce with a contract-backed negative test and remediate. For RUNTIME_VERIFICATION_REQUIRED/INSUFFICIENT_EVIDENCE: trace CTA→API/socket→handler/DB/state and run owner/stranger/unauth plus error/loading/empty/retry/cancel tests before classification or closure.
0D-PATIENT-MOBILE-00024	patient-mobile	P0	UNIQUE_DEFECT	security/privacy	app/search/index.tsx	43	patient/anonymous	catalog/discovery	client-side token persistence or raw token propagation requires secure session boundary. Static signal: AsyncStorage.setItem(RECENT_KEY, JSON.stringify(next)).catch(() => {});	For UNIQUE_DEFECT: reproduce with a contract-backed negative test and remediate. For RUNTIME_VERIFICATION_REQUIRED/INSUFFICIENT_EVIDENCE: trace CTA→API/socket→handler/DB/state and run owner/stranger/unauth plus error/loading/empty/retry/cancel tests before classification or closure.
0D-PATIENT-MOBILE-00025	patient-mobile	P1	RUNTIME_VERIFICATION_REQUIRED	contract/transport	app/search/index.tsx	54	patient/anonymous	catalog/discovery	client calls an endpoint or method that requires live contract reconciliation. Static signal: apiFetch(`/home/search?q=${encodeURIComponent(query)}`)	For UNIQUE_DEFECT: reproduce with a contract-backed negative test and remediate. For RUNTIME_VERIFICATION_REQUIRED/INSUFFICIENT_EVIDENCE: trace CTA→API/socket→handler/DB/state and run owner/stranger/unauth plus error/loading/empty/retry/cancel tests before classification or closure.
0D-PATIENT-MOBILE-00026	patient-mobile	P1	RUNTIME_VERIFICATION_REQUIRED	contract/transport	app/wearables/hub.tsx	34	patient/anonymous	family/health	"client calls an endpoint or method that requires live contract reconciliation. Static signal: apiFetch(""/health/vitals"", {"	For UNIQUE_DEFECT: reproduce with a contract-backed negative test and remediate. For RUNTIME_VERIFICATION_REQUIRED/INSUFFICIENT_EVIDENCE: trace CTA→API/socket→handler/DB/state and run owner/stranger/unauth plus error/loading/empty/retry/cancel tests before classification or closure.
0D-PATIENT-MOBILE-00027	patient-mobile	P1	RUNTIME_VERIFICATION_REQUIRED	contract/transport	app/diagnostics/search.tsx	29	patient/anonymous	diagnostics/homecare	"client calls an endpoint or method that requires live contract reconciliation. Static signal: const res = await apiFetch(""/labs/services"");"	For UNIQUE_DEFECT: reproduce with a contract-backed negative test and remediate. For RUNTIME_VERIFICATION_REQUIRED/INSUFFICIENT_EVIDENCE: trace CTA→API/socket→handler/DB/state and run owner/stranger/unauth plus error/loading/empty/retry/cancel tests before classification or closure.
0D-PATIENT-MOBILE-00028	patient-mobile	P1	RUNTIME_VERIFICATION_REQUIRED	contract/transport	app/diagnostics/cart.tsx	30	provider/staff	pharmacy/orders	client calls an endpoint or method that requires live contract reconciliation. Static signal: apiFetch(`/labs/compatible-providers?testIds=${ids}`)	For UNIQUE_DEFECT: reproduce with a contract-backed negative test and remediate. For RUNTIME_VERIFICATION_REQUIRED/INSUFFICIENT_EVIDENCE: trace CTA→API/socket→handler/DB/state and run owner/stranger/unauth plus error/loading/empty/retry/cancel tests before classification or closure.
0D-PATIENT-MOBILE-00029	patient-mobile	P0	UNIQUE_DEFECT	financial truth	app/diagnostics/cart.tsx	41	patient/anonymous	pharmacy/orders	client computes or trusts payment/order totals without server-authoritative proof. Static signal: const baseTotal = items.reduce((sum, item) => sum + item.price * item.qty, 0);	For UNIQUE_DEFECT: reproduce with a contract-backed negative test and remediate. For RUNTIME_VERIFICATION_REQUIRED/INSUFFICIENT_EVIDENCE: trace CTA→API/socket→handler/DB/state and run owner/stranger/unauth plus error/loading/empty/retry/cancel tests before classification or closure.
0D-PATIENT-MOBILE-00030	patient-mobile	P1	INSUFFICIENT_EVIDENCE	journey completeness	app/diagnostics/cart.tsx	192	patient/anonymous	pharmacy/orders	screen action or mutation exposes a journey branch requiring explicit error/cancel/retry handling. Static signal: (router.push as any)({ pathname: '/diagnostics/checkout', params: { serviceType, labName, labId: selectedLab } });	For UNIQUE_DEFECT: reproduce with a contract-backed negative test and remediate. For RUNTIME_VERIFICATION_REQUIRED/INSUFFICIENT_EVIDENCE: trace CTA→API/socket→handler/DB/state and run owner/stranger/unauth plus error/loading/empty/retry/cancel tests before classification or closure.
0D-PATIENT-MOBILE-00031	patient-mobile	P0	UNIQUE_DEFECT	financial truth	app/diagnostics/booking-success.tsx	25	patient/anonymous	consultation/booking	client computes or trusts payment/order totals without server-authoritative proof. Static signal: const bookingTotal = typeof total === 'string' && total ? total : null;	For UNIQUE_DEFECT: reproduce with a contract-backed negative test and remediate. For RUNTIME_VERIFICATION_REQUIRED/INSUFFICIENT_EVIDENCE: trace CTA→API/socket→handler/DB/state and run owner/stranger/unauth plus error/loading/empty/retry/cancel tests before classification or closure.
0D-PATIENT-MOBILE-00032	patient-mobile	P1	RUNTIME_VERIFICATION_REQUIRED	contract/transport	app/diagnostics/orders.tsx	31	patient/anonymous	pharmacy/orders	"client calls an endpoint or method that requires live contract reconciliation. Static signal: apiFetch(""/labs/bookings/mine"").catch(() => null),"	For UNIQUE_DEFECT: reproduce with a contract-backed negative test and remediate. For RUNTIME_VERIFICATION_REQUIRED/INSUFFICIENT_EVIDENCE: trace CTA→API/socket→handler/DB/state and run owner/stranger/unauth plus error/loading/empty/retry/cancel tests before classification or closure.
0D-PATIENT-MOBILE-00033	patient-mobile	P1	RUNTIME_VERIFICATION_REQUIRED	contract/transport	app/diagnostics/insurance-approval.tsx	37	patient/anonymous	pharmacy/orders	client calls an endpoint or method that requires live contract reconciliation. Static signal: const res = await apiFetch(`/orders/${orderId}`);	For UNIQUE_DEFECT: reproduce with a contract-backed negative test and remediate. For RUNTIME_VERIFICATION_REQUIRED/INSUFFICIENT_EVIDENCE: trace CTA→API/socket→handler/DB/state and run owner/stranger/unauth plus error/loading/empty/retry/cancel tests before classification or closure.
0D-PATIENT-MOBILE-00034	patient-mobile	P1	INSUFFICIENT_EVIDENCE	journey completeness	app/diagnostics/insurance-approval.tsx	241	patient/anonymous	pharmacy/orders	screen action or mutation exposes a journey branch requiring explicit error/cancel/retry handling. Static signal: pathname: '/diagnostics/checkout',	For UNIQUE_DEFECT: reproduce with a contract-backed negative test and remediate. For RUNTIME_VERIFICATION_REQUIRED/INSUFFICIENT_EVIDENCE: trace CTA→API/socket→handler/DB/state and run owner/stranger/unauth plus error/loading/empty/retry/cancel tests before classification or closure.
0D-PATIENT-MOBILE-00035	patient-mobile	P1	RUNTIME_VERIFICATION_REQUIRED	contract/transport	app/diagnostics/insurance-upload.tsx	47	provider/staff	diagnostics/homecare	client calls an endpoint or method that requires live contract reconciliation. Static signal: const res = await apiFetch('/providers?type=lab');	For UNIQUE_DEFECT: reproduce with a contract-backed negative test and remediate. For RUNTIME_VERIFICATION_REQUIRED/INSUFFICIENT_EVIDENCE: trace CTA→API/socket→handler/DB/state and run owner/stranger/unauth plus error/loading/empty/retry/cancel tests before classification or closure.
0D-PATIENT-MOBILE-00036	patient-mobile	P1	RUNTIME_VERIFICATION_REQUIRED	contract/transport	app/diagnostics/test-detail.tsx	39	patient/anonymous	cross-surface	client calls an endpoint or method that requires live contract reconciliation. Static signal: apiFetch(endpoint)	For UNIQUE_DEFECT: reproduce with a contract-backed negative test and remediate. For RUNTIME_VERIFICATION_REQUIRED/INSUFFICIENT_EVIDENCE: trace CTA→API/socket→handler/DB/state and run owner/stranger/unauth plus error/loading/empty/retry/cancel tests before classification or closure.
0D-PATIENT-MOBILE-00037	patient-mobile	P1	RUNTIME_VERIFICATION_REQUIRED	contract/transport	app/diagnostics/packages.tsx	28	patient/anonymous	diagnostics/homecare	client calls an endpoint or method that requires live contract reconciliation. Static signal: apiFetch('/labs/packages'),	For UNIQUE_DEFECT: reproduce with a contract-backed negative test and remediate. For RUNTIME_VERIFICATION_REQUIRED/INSUFFICIENT_EVIDENCE: trace CTA→API/socket→handler/DB/state and run owner/stranger/unauth plus error/loading/empty/retry/cancel tests before classification or closure.
0D-PATIENT-MOBILE-00038	patient-mobile	P1	RUNTIME_VERIFICATION_REQUIRED	contract/transport	app/diagnostics/lab-comparison.tsx	34	patient/anonymous	diagnostics/homecare	client calls an endpoint or method that requires live contract reconciliation. Static signal: apiFetch(`/labs/services/${id}`),	For UNIQUE_DEFECT: reproduce with a contract-backed negative test and remediate. For RUNTIME_VERIFICATION_REQUIRED/INSUFFICIENT_EVIDENCE: trace CTA→API/socket→handler/DB/state and run owner/stranger/unauth plus error/loading/empty/retry/cancel tests before classification or closure.
0D-PATIENT-MOBILE-00039	patient-mobile	P1	INSUFFICIENT_EVIDENCE	journey completeness	app/diagnostics/checkout.tsx	3	provider/staff	pharmacy/orders	screen action or mutation exposes a journey branch requiring explicit error/cancel/retry handling. Static signal: /** A bookable diagnostic checkout requires provider-verified availability and a verified payment workflow. */	For UNIQUE_DEFECT: reproduce with a contract-backed negative test and remediate. For RUNTIME_VERIFICATION_REQUIRED/INSUFFICIENT_EVIDENCE: trace CTA→API/socket→handler/DB/state and run owner/stranger/unauth plus error/loading/empty/retry/cancel tests before classification or closure.
0D-PATIENT-MOBILE-00040	patient-mobile	P1	RUNTIME_VERIFICATION_REQUIRED	contract/transport	app/diagnostics/package-detail.tsx	27	patient/anonymous	diagnostics/homecare	client calls an endpoint or method that requires live contract reconciliation. Static signal: apiFetch(`/labs/packages/${id}`)	For UNIQUE_DEFECT: reproduce with a contract-backed negative test and remediate. For RUNTIME_VERIFICATION_REQUIRED/INSUFFICIENT_EVIDENCE: trace CTA→API/socket→handler/DB/state and run owner/stranger/unauth plus error/loading/empty/retry/cancel tests before classification or closure.
0D-PATIENT-MOBILE-00041	patient-mobile	P1	RUNTIME_VERIFICATION_REQUIRED	contract/transport	app/diagnostics/lab/[id].tsx	28	provider/staff	diagnostics/homecare	client calls an endpoint or method that requires live contract reconciliation. Static signal: apiFetch(`/providers/${id}`),	For UNIQUE_DEFECT: reproduce with a contract-backed negative test and remediate. For RUNTIME_VERIFICATION_REQUIRED/INSUFFICIENT_EVIDENCE: trace CTA→API/socket→handler/DB/state and run owner/stranger/unauth plus error/loading/empty/retry/cancel tests before classification or closure.
0D-PATIENT-MOBILE-00042	patient-mobile	P1	RUNTIME_VERIFICATION_REQUIRED	contract/transport	app/diagnostics/order/[id].tsx	29	patient/anonymous	pharmacy/orders	client calls an endpoint or method that requires live contract reconciliation. Static signal: // E2 fix: was apiFetch('/orders/mine' + id) — a malformed URL that ALWAYS 404'd,	For UNIQUE_DEFECT: reproduce with a contract-backed negative test and remediate. For RUNTIME_VERIFICATION_REQUIRED/INSUFFICIENT_EVIDENCE: trace CTA→API/socket→handler/DB/state and run owner/stranger/unauth plus error/loading/empty/retry/cancel tests before classification or closure.
0D-PATIENT-MOBILE-00043	patient-mobile	P1	RUNTIME_VERIFICATION_REQUIRED	contract/transport	app/health/medication-reminder-list.tsx	35	patient/anonymous	cross-surface	client calls an endpoint or method that requires live contract reconciliation. Static signal: try { const response: any = await apiFetch('/health/reminders'); const rows = Array.isArray(response) ? response : response?.data; setReminders(Array.isArray(rows) ? rows : []); }	For UNIQUE_DEFECT: reproduce with a contract-backed negative test and remediate. For RUNTIME_VERIFICATION_REQUIRED/INSUFFICIENT_EVIDENCE: trace CTA→API/socket→handler/DB/state and run owner/stranger/unauth plus error/loading/empty/retry/cancel tests before classification or closure.
0D-PATIENT-MOBILE-00044	patient-mobile	P1	RUNTIME_VERIFICATION_REQUIRED	contract/transport	app/health/edit-profile.tsx	25	patient/anonymous	cross-surface	client calls an endpoint or method that requires live contract reconciliation. Static signal: const [medicalResponse, userResponse]: any[] = await Promise.all([apiFetch('/medical-profile'), apiFetch('/users/me/profile')]);	For UNIQUE_DEFECT: reproduce with a contract-backed negative test and remediate. For RUNTIME_VERIFICATION_REQUIRED/INSUFFICIENT_EVIDENCE: trace CTA→API/socket→handler/DB/state and run owner/stranger/unauth plus error/loading/empty/retry/cancel tests before classification or closure.
0D-PATIENT-MOBILE-00045	patient-mobile	P1	RUNTIME_VERIFICATION_REQUIRED	contract/transport	app/health/prescriptions.tsx	26	patient/anonymous	pharmacy/orders	client calls an endpoint or method that requires live contract reconciliation. Static signal: const res = await apiFetch('/health/prescriptions');	For UNIQUE_DEFECT: reproduce with a contract-backed negative test and remediate. For RUNTIME_VERIFICATION_REQUIRED/INSUFFICIENT_EVIDENCE: trace CTA→API/socket→handler/DB/state and run owner/stranger/unauth plus error/loading/empty/retry/cancel tests before classification or closure.
0D-PATIENT-MOBILE-00046	patient-mobile	P1	RUNTIME_VERIFICATION_REQUIRED	contract/transport	app/health/medication-reminder-add.tsx	32	patient/anonymous	cross-surface	client calls an endpoint or method that requires live contract reconciliation. Static signal: const response: any = await apiFetch('/health/reminders');	For UNIQUE_DEFECT: reproduce with a contract-backed negative test and remediate. For RUNTIME_VERIFICATION_REQUIRED/INSUFFICIENT_EVIDENCE: trace CTA→API/socket→handler/DB/state and run owner/stranger/unauth plus error/loading/empty/retry/cancel tests before classification or closure.
0D-PATIENT-MOBILE-00047	patient-mobile	P1	RUNTIME_VERIFICATION_REQUIRED	contract/transport	app/health/health-id.tsx	37	patient/anonymous	cross-surface	client calls an endpoint or method that requires live contract reconciliation. Static signal: apiFetch('/users/me/profile').catch(() => null),	For UNIQUE_DEFECT: reproduce with a contract-backed negative test and remediate. For RUNTIME_VERIFICATION_REQUIRED/INSUFFICIENT_EVIDENCE: trace CTA→API/socket→handler/DB/state and run owner/stranger/unauth plus error/loading/empty/retry/cancel tests before classification or closure.
0D-PATIENT-MOBILE-00048	patient-mobile	P1	RUNTIME_VERIFICATION_REQUIRED	contract/transport	app/health/chronic-medications.tsx	25	patient/anonymous	cross-surface	client calls an endpoint or method that requires live contract reconciliation. Static signal: const response: any = await apiFetch('/health/chronic-meds');	For UNIQUE_DEFECT: reproduce with a contract-backed negative test and remediate. For RUNTIME_VERIFICATION_REQUIRED/INSUFFICIENT_EVIDENCE: trace CTA→API/socket→handler/DB/state and run owner/stranger/unauth plus error/loading/empty/retry/cancel tests before classification or closure.
0D-PATIENT-MOBILE-00049	patient-mobile	P1	RUNTIME_VERIFICATION_REQUIRED	contract/transport	app/health/sleep-score.tsx	34	patient/anonymous	cross-surface	client calls an endpoint or method that requires live contract reconciliation. Static signal: const res = await apiFetch('/health/sleep?limit=30');	For UNIQUE_DEFECT: reproduce with a contract-backed negative test and remediate. For RUNTIME_VERIFICATION_REQUIRED/INSUFFICIENT_EVIDENCE: trace CTA→API/socket→handler/DB/state and run owner/stranger/unauth plus error/loading/empty/retry/cancel tests before classification or closure.
0D-PATIENT-MOBILE-00050	patient-mobile	P1	RUNTIME_VERIFICATION_REQUIRED	contract/transport	app/health/refills.tsx	27	patient/anonymous	cross-surface	client calls an endpoint or method that requires live contract reconciliation. Static signal: apiFetch('/health/reminders?active=1')	For UNIQUE_DEFECT: reproduce with a contract-backed negative test and remediate. For RUNTIME_VERIFICATION_REQUIRED/INSUFFICIENT_EVIDENCE: trace CTA→API/socket→handler/DB/state and run owner/stranger/unauth plus error/loading/empty/retry/cancel tests before classification or closure.
