file	line	reason
audit-artifacts/phase0-main-audit/truthfulness-security-candidate-scan.txt	1230	Trailing whitespace is inside a quoted baseline/source excerpt retained in audit evidence; audit artifact only, not product source.
audit-artifacts/phase0-main-audit/truthfulness-security-candidate-scan.txt	1231	Trailing whitespace is inside a quoted baseline/source excerpt retained in audit evidence; audit artifact only, not product source.
audit-artifacts/phase0-main-audit/truthfulness-security-candidate-scan.txt	1232	Trailing whitespace is inside a quoted baseline/source excerpt retained in audit evidence; audit artifact only, not product source.
audit-artifacts/phase0-main-audit/truthfulness-security-candidate-scan.txt	2153	Trailing whitespace is inside a quoted baseline/source excerpt retained in audit evidence; audit artifact only, not product source.
audit-artifacts/phase0-main-audit/truthfulness-security-candidate-scan.txt	2173	Trailing whitespace is inside a quoted baseline/source excerpt retained in audit evidence; audit artifact only, not product source.
audit-artifacts/phase0-main-audit/truthfulness-security-candidate-scan.txt	2436	Trailing whitespace is inside a quoted baseline/source excerpt retained in audit evidence; audit artifact only, not product source.
audit-artifacts/phase0-main-audit/truthfulness-security-candidate-scan.txt	2480	Trailing whitespace is inside a quoted baseline/source excerpt retained in audit evidence; audit artifact only, not product source.
audit-artifacts/phase0-main-audit/web_admin_dashboard-surface-index.txt	123	Trailing whitespace is inside a quoted baseline/source excerpt retained in audit evidence; audit artifact only, not product source.
audit-artifacts/phase0b-backend/semantic-evidence-admin-audit-log-schema.md	3	Trailing whitespace is inside a quoted baseline/source excerpt retained in audit evidence; audit artifact only, not product source.
audit-artifacts/phase0b-backend/semantic-evidence-admin-audit-log-schema.md	4	Trailing whitespace is inside a quoted baseline/source excerpt retained in audit evidence; audit artifact only, not product source.
audit-artifacts/phase0b-backend/semantic-evidence-admin-create-quotation-dto.md	3	Trailing whitespace is inside a quoted baseline/source excerpt retained in audit evidence; audit artifact only, not product source.
audit-artifacts/phase0b-backend/semantic-evidence-admin-create-quotation-dto.md	4	Trailing whitespace is inside a quoted baseline/source excerpt retained in audit evidence; audit artifact only, not product source.
audit-artifacts/phase0b-backend/semantic-evidence-admin-finance-controller.md	3	Trailing whitespace is inside a quoted baseline/source excerpt retained in audit evidence; audit artifact only, not product source.
audit-artifacts/phase0b-backend/semantic-evidence-admin-finance-controller.md	4	Trailing whitespace is inside a quoted baseline/source excerpt retained in audit evidence; audit artifact only, not product source.
audit-artifacts/phase0b-backend/semantic-evidence-admin-governance-controller-spec.md	3	Trailing whitespace is inside a quoted baseline/source excerpt retained in audit evidence; audit artifact only, not product source.
audit-artifacts/phase0b-backend/semantic-evidence-admin-governance-controller-spec.md	4	Trailing whitespace is inside a quoted baseline/source excerpt retained in audit evidence; audit artifact only, not product source.
audit-artifacts/phase0b-backend/semantic-evidence-admin-governance-controller.md	3	Trailing whitespace is inside a quoted baseline/source excerpt retained in audit evidence; audit artifact only, not product source.
audit-artifacts/phase0b-backend/semantic-evidence-admin-governance-controller.md	4	Trailing whitespace is inside a quoted baseline/source excerpt retained in audit evidence; audit artifact only, not product source.
audit-artifacts/phase0b-backend/semantic-evidence-admin-procurement-controller.md	3	Trailing whitespace is inside a quoted baseline/source excerpt retained in audit evidence; audit artifact only, not product source.
audit-artifacts/phase0b-backend/semantic-evidence-admin-procurement-controller.md	4	Trailing whitespace is inside a quoted baseline/source excerpt retained in audit evidence; audit artifact only, not product source.
audit-artifacts/phase0b-backend/semantic-evidence-admin-provider-delta-schema.md	3	Trailing whitespace is inside a quoted baseline/source excerpt retained in audit evidence; audit artifact only, not product source.
audit-artifacts/phase0b-backend/semantic-evidence-admin-provider-delta-schema.md	4	Trailing whitespace is inside a quoted baseline/source excerpt retained in audit evidence; audit artifact only, not product source.
audit-artifacts/phase0b-backend/semantic-evidence-analytics-event-schema.md	3	Trailing whitespace is inside a quoted baseline/source excerpt retained in audit evidence; audit artifact only, not product source.
audit-artifacts/phase0b-backend/semantic-evidence-analytics-event-schema.md	4	Trailing whitespace is inside a quoted baseline/source excerpt retained in audit evidence; audit artifact only, not product source.
audit-artifacts/phase0b-backend/semantic-evidence-appointments-controller.md	3	Trailing whitespace is inside a quoted baseline/source excerpt retained in audit evidence; audit artifact only, not product source.
audit-artifacts/phase0b-backend/semantic-evidence-appointments-controller.md	4	Trailing whitespace is inside a quoted baseline/source excerpt retained in audit evidence; audit artifact only, not product source.
audit-artifacts/phase0b-backend/semantic-evidence-appointments-service.md	3	Trailing whitespace is inside a quoted baseline/source excerpt retained in audit evidence; audit artifact only, not product source.
audit-artifacts/phase0b-backend/semantic-evidence-appointments-service.md	4	Trailing whitespace is inside a quoted baseline/source excerpt retained in audit evidence; audit artifact only, not product source.
audit-artifacts/phase0b-backend/semantic-evidence-assignment-strategy-service.md	3	Trailing whitespace is inside a quoted baseline/source excerpt retained in audit evidence; audit artifact only, not product source.
audit-artifacts/phase0b-backend/semantic-evidence-assignment-strategy-service.md	4	Trailing whitespace is inside a quoted baseline/source excerpt retained in audit evidence; audit artifact only, not product source.
audit-artifacts/phase0b-backend/semantic-evidence-audit-log-interceptor-spec.md	3	Trailing whitespace is inside a quoted baseline/source excerpt retained in audit evidence; audit artifact only, not product source.
audit-artifacts/phase0b-backend/semantic-evidence-audit-log-interceptor-spec.md	4	Trailing whitespace is inside a quoted baseline/source excerpt retained in audit evidence; audit artifact only, not product source.
audit-artifacts/phase0b-backend/semantic-evidence-audit-log-interceptor.md	3	Trailing whitespace is inside a quoted baseline/source excerpt retained in audit evidence; audit artifact only, not product source.
audit-artifacts/phase0b-backend/semantic-evidence-audit-log-interceptor.md	4	Trailing whitespace is inside a quoted baseline/source excerpt retained in audit evidence; audit artifact only, not product source.
audit-artifacts/phase0b-backend/semantic-evidence-audit-log-schema.md	3	Trailing whitespace is inside a quoted baseline/source excerpt retained in audit evidence; audit artifact only, not product source.
audit-artifacts/phase0b-backend/semantic-evidence-audit-log-schema.md	4	Trailing whitespace is inside a quoted baseline/source excerpt retained in audit evidence; audit artifact only, not product source.
audit-artifacts/phase0b-backend/semantic-evidence-audit-plugin.md	3	Trailing whitespace is inside a quoted baseline/source excerpt retained in audit evidence; audit artifact only, not product source.
audit-artifacts/phase0b-backend/semantic-evidence-audit-plugin.md	4	Trailing whitespace is inside a quoted baseline/source excerpt retained in audit evidence; audit artifact only, not product source.
audit-artifacts/phase0b-backend/semantic-evidence-auth-controller.md	3	Trailing whitespace is inside a quoted baseline/source excerpt retained in audit evidence; audit artifact only, not product source.
audit-artifacts/phase0b-backend/semantic-evidence-auth-controller.md	4	Trailing whitespace is inside a quoted baseline/source excerpt retained in audit evidence; audit artifact only, not product source.
audit-artifacts/phase0b-backend/semantic-evidence-auth-guard-spec.md	3	Trailing whitespace is inside a quoted baseline/source excerpt retained in audit evidence; audit artifact only, not product source.
audit-artifacts/phase0b-backend/semantic-evidence-auth-guard-spec.md	4	Trailing whitespace is inside a quoted baseline/source excerpt retained in audit evidence; audit artifact only, not product source.
audit-artifacts/phase0b-backend/semantic-evidence-auth-guard.md	3	Trailing whitespace is inside a quoted baseline/source excerpt retained in audit evidence; audit artifact only, not product source.
audit-artifacts/phase0b-backend/semantic-evidence-auth-guard.md	4	Trailing whitespace is inside a quoted baseline/source excerpt retained in audit evidence; audit artifact only, not product source.
audit-artifacts/phase0b-backend/semantic-evidence-auth-module.md	3	Trailing whitespace is inside a quoted baseline/source excerpt retained in audit evidence; audit artifact only, not product source.
audit-artifacts/phase0b-backend/semantic-evidence-auth-module.md	4	Trailing whitespace is inside a quoted baseline/source excerpt retained in audit evidence; audit artifact only, not product source.
audit-artifacts/phase0b-backend/semantic-evidence-auth-service-spec.md	3	Trailing whitespace is inside a quoted baseline/source excerpt retained in audit evidence; audit artifact only, not product source.
audit-artifacts/phase0b-backend/semantic-evidence-auth-service-spec.md	4	Trailing whitespace is inside a quoted baseline/source excerpt retained in audit evidence; audit artifact only, not product source.
audit-artifacts/phase0b-backend/semantic-evidence-auth-service.md	3	Trailing whitespace is inside a quoted baseline/source excerpt retained in audit evidence; audit artifact only, not product source.
audit-artifacts/phase0b-backend/semantic-evidence-auth-service.md	4	Trailing whitespace is inside a quoted baseline/source excerpt retained in audit evidence; audit artifact only, not product source.
audit-artifacts/phase0b-backend/semantic-evidence-base-repository.md	3	Trailing whitespace is inside a quoted baseline/source excerpt retained in audit evidence; audit artifact only, not product source.
audit-artifacts/phase0b-backend/semantic-evidence-base-repository.md	4	Trailing whitespace is inside a quoted baseline/source excerpt retained in audit evidence; audit artifact only, not product source.
audit-artifacts/phase0b-backend/semantic-evidence-commission-ledger-schema.md	3	Trailing whitespace is inside a quoted baseline/source excerpt retained in audit evidence; audit artifact only, not product source.
audit-artifacts/phase0b-backend/semantic-evidence-commission-ledger-schema.md	4	Trailing whitespace is inside a quoted baseline/source excerpt retained in audit evidence; audit artifact only, not product source.
audit-artifacts/phase0b-backend/semantic-evidence-common-enums.md	3	Trailing whitespace is inside a quoted baseline/source excerpt retained in audit evidence; audit artifact only, not product source.
audit-artifacts/phase0b-backend/semantic-evidence-common-enums.md	4	Trailing whitespace is inside a quoted baseline/source excerpt retained in audit evidence; audit artifact only, not product source.
audit-artifacts/phase0b-backend/semantic-evidence-correlation-middleware.md	3	Trailing whitespace is inside a quoted baseline/source excerpt retained in audit evidence; audit artifact only, not product source.
audit-artifacts/phase0b-backend/semantic-evidence-correlation-middleware.md	4	Trailing whitespace is inside a quoted baseline/source excerpt retained in audit evidence; audit artifact only, not product source.
audit-artifacts/phase0b-backend/semantic-evidence-create-order-dto.md	3	Trailing whitespace is inside a quoted baseline/source excerpt retained in audit evidence; audit artifact only, not product source.
audit-artifacts/phase0b-backend/semantic-evidence-create-order-dto.md	4	Trailing whitespace is inside a quoted baseline/source excerpt retained in audit evidence; audit artifact only, not product source.
audit-artifacts/phase0b-backend/semantic-evidence-create-procurement-request-dto.md	3	Trailing whitespace is inside a quoted baseline/source excerpt retained in audit evidence; audit artifact only, not product source.
audit-artifacts/phase0b-backend/semantic-evidence-create-procurement-request-dto.md	4	Trailing whitespace is inside a quoted baseline/source excerpt retained in audit evidence; audit artifact only, not product source.
audit-artifacts/phase0b-backend/semantic-evidence-delivery-repository.md	3	Trailing whitespace is inside a quoted baseline/source excerpt retained in audit evidence; audit artifact only, not product source.
audit-artifacts/phase0b-backend/semantic-evidence-delivery-repository.md	4	Trailing whitespace is inside a quoted baseline/source excerpt retained in audit evidence; audit artifact only, not product source.
audit-artifacts/phase0b-backend/semantic-evidence-device-limit-guard.md	3	Trailing whitespace is inside a quoted baseline/source excerpt retained in audit evidence; audit artifact only, not product source.
audit-artifacts/phase0b-backend/semantic-evidence-device-limit-guard.md	4	Trailing whitespace is inside a quoted baseline/source excerpt retained in audit evidence; audit artifact only, not product source.
audit-artifacts/phase0b-backend/semantic-evidence-device-trust-service.md	3	Trailing whitespace is inside a quoted baseline/source excerpt retained in audit evidence; audit artifact only, not product source.
audit-artifacts/phase0b-backend/semantic-evidence-device-trust-service.md	4	Trailing whitespace is inside a quoted baseline/source excerpt retained in audit evidence; audit artifact only, not product source.
audit-artifacts/phase0b-backend/semantic-evidence-doctor-profile-extended-schema.md	3	Trailing whitespace is inside a quoted baseline/source excerpt retained in audit evidence; audit artifact only, not product source.
audit-artifacts/phase0b-backend/semantic-evidence-doctor-profile-extended-schema.md	4	Trailing whitespace is inside a quoted baseline/source excerpt retained in audit evidence; audit artifact only, not product source.
audit-artifacts/phase0b-backend/semantic-evidence-doctor-session-type-repository.md	3	Trailing whitespace is inside a quoted baseline/source excerpt retained in audit evidence; audit artifact only, not product source.
audit-artifacts/phase0b-backend/semantic-evidence-doctor-session-type-repository.md	4	Trailing whitespace is inside a quoted baseline/source excerpt retained in audit evidence; audit artifact only, not product source.
audit-artifacts/phase0b-backend/semantic-evidence-drug-rejection-log-repository.md	3	Trailing whitespace is inside a quoted baseline/source excerpt retained in audit evidence; audit artifact only, not product source.
audit-artifacts/phase0b-backend/semantic-evidence-drug-rejection-log-repository.md	4	Trailing whitespace is inside a quoted baseline/source excerpt retained in audit evidence; audit artifact only, not product source.
audit-artifacts/phase0b-backend/semantic-evidence-drug-shortage-flag-repository.md	3	Trailing whitespace is inside a quoted baseline/source excerpt retained in audit evidence; audit artifact only, not product source.
audit-artifacts/phase0b-backend/semantic-evidence-drug-shortage-flag-repository.md	4	Trailing whitespace is inside a quoted baseline/source excerpt retained in audit evidence; audit artifact only, not product source.
audit-artifacts/phase0b-backend/semantic-evidence-finance-engine-module.md	3	Trailing whitespace is inside a quoted baseline/source excerpt retained in audit evidence; audit artifact only, not product source.
audit-artifacts/phase0b-backend/semantic-evidence-finance-engine-module.md	4	Trailing whitespace is inside a quoted baseline/source excerpt retained in audit evidence; audit artifact only, not product source.
audit-artifacts/phase0b-backend/semantic-evidence-fraud-alert-duplicate-schemas.md	3	Trailing whitespace is inside a quoted baseline/source excerpt retained in audit evidence; audit artifact only, not product source.
audit-artifacts/phase0b-backend/semantic-evidence-geo-engine-service.md	3	Trailing whitespace is inside a quoted baseline/source excerpt retained in audit evidence; audit artifact only, not product source.
audit-artifacts/phase0b-backend/semantic-evidence-geo-engine-service.md	4	Trailing whitespace is inside a quoted baseline/source excerpt retained in audit evidence; audit artifact only, not product source.
audit-artifacts/phase0b-backend/semantic-evidence-health-controller.md	3	Trailing whitespace is inside a quoted baseline/source excerpt retained in audit evidence; audit artifact only, not product source.
audit-artifacts/phase0b-backend/semantic-evidence-health-controller.md	4	Trailing whitespace is inside a quoted baseline/source excerpt retained in audit evidence; audit artifact only, not product source.
audit-artifacts/phase0b-backend/semantic-evidence-homecare-catalog-repository.md	3	Trailing whitespace is inside a quoted baseline/source excerpt retained in audit evidence; audit artifact only, not product source.
audit-artifacts/phase0b-backend/semantic-evidence-homecare-catalog-repository.md	4	Trailing whitespace is inside a quoted baseline/source excerpt retained in audit evidence; audit artifact only, not product source.
audit-artifacts/phase0b-backend/semantic-evidence-homecare-controller.md	3	Trailing whitespace is inside a quoted baseline/source excerpt retained in audit evidence; audit artifact only, not product source.
audit-artifacts/phase0b-backend/semantic-evidence-homecare-controller.md	4	Trailing whitespace is inside a quoted baseline/source excerpt retained in audit evidence; audit artifact only, not product source.
audit-artifacts/phase0b-backend/semantic-evidence-hospital-enterprise-controller.md	3	Trailing whitespace is inside a quoted baseline/source excerpt retained in audit evidence; audit artifact only, not product source.
audit-artifacts/phase0b-backend/semantic-evidence-hospital-enterprise-controller.md	4	Trailing whitespace is inside a quoted baseline/source excerpt retained in audit evidence; audit artifact only, not product source.
audit-artifacts/phase0b-backend/semantic-evidence-hospital-sub-entity-schema.md	3	Trailing whitespace is inside a quoted baseline/source excerpt retained in audit evidence; audit artifact only, not product source.
audit-artifacts/phase0b-backend/semantic-evidence-hospital-sub-entity-schema.md	4	Trailing whitespace is inside a quoted baseline/source excerpt retained in audit evidence; audit artifact only, not product source.
audit-artifacts/phase0b-backend/semantic-evidence-idempotency-interceptor.md	3	Trailing whitespace is inside a quoted baseline/source excerpt retained in audit evidence; audit artifact only, not product source.
audit-artifacts/phase0b-backend/semantic-evidence-idempotency-interceptor.md	4	Trailing whitespace is inside a quoted baseline/source excerpt retained in audit evidence; audit artifact only, not product source.
audit-artifacts/phase0b-backend/semantic-evidence-idempotency-spec.md	3	Trailing whitespace is inside a quoted baseline/source excerpt retained in audit evidence; audit artifact only, not product source.
audit-artifacts/phase0b-backend/semantic-evidence-idempotency-spec.md	4	Trailing whitespace is inside a quoted baseline/source excerpt retained in audit evidence; audit artifact only, not product source.
audit-artifacts/phase0b-backend/semantic-evidence-image-processing-job-repository.md	3	Trailing whitespace is inside a quoted baseline/source excerpt retained in audit evidence; audit artifact only, not product source.
audit-artifacts/phase0b-backend/semantic-evidence-image-processing-job-repository.md	4	Trailing whitespace is inside a quoted baseline/source excerpt retained in audit evidence; audit artifact only, not product source.
audit-artifacts/phase0b-backend/semantic-evidence-lab-booking-schema.md	3	Trailing whitespace is inside a quoted baseline/source excerpt retained in audit evidence; audit artifact only, not product source.
audit-artifacts/phase0b-backend/semantic-evidence-lab-booking-schema.md	4	Trailing whitespace is inside a quoted baseline/source excerpt retained in audit evidence; audit artifact only, not product source.
audit-artifacts/phase0b-backend/semantic-evidence-lab-catalog-repository.md	3	Trailing whitespace is inside a quoted baseline/source excerpt retained in audit evidence; audit artifact only, not product source.
audit-artifacts/phase0b-backend/semantic-evidence-lab-catalog-repository.md	4	Trailing whitespace is inside a quoted baseline/source excerpt retained in audit evidence; audit artifact only, not product source.
audit-artifacts/phase0b-backend/semantic-evidence-lab-catalog-schema.md	3	Trailing whitespace is inside a quoted baseline/source excerpt retained in audit evidence; audit artifact only, not product source.
audit-artifacts/phase0b-backend/semantic-evidence-lab-catalog-schema.md	4	Trailing whitespace is inside a quoted baseline/source excerpt retained in audit evidence; audit artifact only, not product source.
audit-artifacts/phase0b-backend/semantic-evidence-lab-pdf-service.md	3	Trailing whitespace is inside a quoted baseline/source excerpt retained in audit evidence; audit artifact only, not product source.
audit-artifacts/phase0b-backend/semantic-evidence-lab-pdf-service.md	4	Trailing whitespace is inside a quoted baseline/source excerpt retained in audit evidence; audit artifact only, not product source.
audit-artifacts/phase0b-backend/semantic-evidence-lab-results-controller.md	3	Trailing whitespace is inside a quoted baseline/source excerpt retained in audit evidence; audit artifact only, not product source.
audit-artifacts/phase0b-backend/semantic-evidence-lab-results-controller.md	4	Trailing whitespace is inside a quoted baseline/source excerpt retained in audit evidence; audit artifact only, not product source.
audit-artifacts/phase0b-backend/semantic-evidence-lab-results-service-spec.md	3	Trailing whitespace is inside a quoted baseline/source excerpt retained in audit evidence; audit artifact only, not product source.
audit-artifacts/phase0b-backend/semantic-evidence-lab-results-service-spec.md	4	Trailing whitespace is inside a quoted baseline/source excerpt retained in audit evidence; audit artifact only, not product source.
audit-artifacts/phase0b-backend/semantic-evidence-lab-results-service.md	3	Trailing whitespace is inside a quoted baseline/source excerpt retained in audit evidence; audit artifact only, not product source.
audit-artifacts/phase0b-backend/semantic-evidence-lab-results-service.md	4	Trailing whitespace is inside a quoted baseline/source excerpt retained in audit evidence; audit artifact only, not product source.
audit-artifacts/phase0b-backend/semantic-evidence-labbooking-repository.md	3	Trailing whitespace is inside a quoted baseline/source excerpt retained in audit evidence; audit artifact only, not product source.
audit-artifacts/phase0b-backend/semantic-evidence-labbooking-repository.md	4	Trailing whitespace is inside a quoted baseline/source excerpt retained in audit evidence; audit artifact only, not product source.
audit-artifacts/phase0b-backend/semantic-evidence-labresult-repository.md	3	Trailing whitespace is inside a quoted baseline/source excerpt retained in audit evidence; audit artifact only, not product source.
audit-artifacts/phase0b-backend/semantic-evidence-labresult-repository.md	4	Trailing whitespace is inside a quoted baseline/source excerpt retained in audit evidence; audit artifact only, not product source.
audit-artifacts/phase0b-backend/semantic-evidence-labs-controller.md	3	Trailing whitespace is inside a quoted baseline/source excerpt retained in audit evidence; audit artifact only, not product source.
audit-artifacts/phase0b-backend/semantic-evidence-labs-controller.md	4	Trailing whitespace is inside a quoted baseline/source excerpt retained in audit evidence; audit artifact only, not product source.
audit-artifacts/phase0b-backend/semantic-evidence-labs-engine-controller.md	3	Trailing whitespace is inside a quoted baseline/source excerpt retained in audit evidence; audit artifact only, not product source.
audit-artifacts/phase0b-backend/semantic-evidence-labs-engine-controller.md	4	Trailing whitespace is inside a quoted baseline/source excerpt retained in audit evidence; audit artifact only, not product source.
audit-artifacts/phase0b-backend/semantic-evidence-labs-module.md	3	Trailing whitespace is inside a quoted baseline/source excerpt retained in audit evidence; audit artifact only, not product source.
audit-artifacts/phase0b-backend/semantic-evidence-labs-module.md	4	Trailing whitespace is inside a quoted baseline/source excerpt retained in audit evidence; audit artifact only, not product source.
audit-artifacts/phase0b-backend/semantic-evidence-labs-seed.md	3	Trailing whitespace is inside a quoted baseline/source excerpt retained in audit evidence; audit artifact only, not product source.
audit-artifacts/phase0b-backend/semantic-evidence-labs-seed.md	4	Trailing whitespace is inside a quoted baseline/source excerpt retained in audit evidence; audit artifact only, not product source.
audit-artifacts/phase0b-backend/semantic-evidence-labs-service-spec.md	3	Trailing whitespace is inside a quoted baseline/source excerpt retained in audit evidence; audit artifact only, not product source.
audit-artifacts/phase0b-backend/semantic-evidence-labs-service-spec.md	4	Trailing whitespace is inside a quoted baseline/source excerpt retained in audit evidence; audit artifact only, not product source.
audit-artifacts/phase0b-backend/semantic-evidence-labs-service.md	3	Trailing whitespace is inside a quoted baseline/source excerpt retained in audit evidence; audit artifact only, not product source.
audit-artifacts/phase0b-backend/semantic-evidence-labs-service.md	4	Trailing whitespace is inside a quoted baseline/source excerpt retained in audit evidence; audit artifact only, not product source.
audit-artifacts/phase0b-backend/semantic-evidence-labsample-repository.md	3	Trailing whitespace is inside a quoted baseline/source excerpt retained in audit evidence; audit artifact only, not product source.
audit-artifacts/phase0b-backend/semantic-evidence-labsample-repository.md	4	Trailing whitespace is inside a quoted baseline/source excerpt retained in audit evidence; audit artifact only, not product source.
audit-artifacts/phase0b-backend/semantic-evidence-labservice-repository.md	3	Trailing whitespace is inside a quoted baseline/source excerpt retained in audit evidence; audit artifact only, not product source.
audit-artifacts/phase0b-backend/semantic-evidence-labservice-repository.md	4	Trailing whitespace is inside a quoted baseline/source excerpt retained in audit evidence; audit artifact only, not product source.
audit-artifacts/phase0b-backend/semantic-evidence-leave-requests-controller.md	3	Trailing whitespace is inside a quoted baseline/source excerpt retained in audit evidence; audit artifact only, not product source.
audit-artifacts/phase0b-backend/semantic-evidence-leave-requests-controller.md	4	Trailing whitespace is inside a quoted baseline/source excerpt retained in audit evidence; audit artifact only, not product source.
audit-artifacts/phase0b-backend/semantic-evidence-medical-profile-schema.md	3	Trailing whitespace is inside a quoted baseline/source excerpt retained in audit evidence; audit artifact only, not product source.
audit-artifacts/phase0b-backend/semantic-evidence-medical-profile-schema.md	4	Trailing whitespace is inside a quoted baseline/source excerpt retained in audit evidence; audit artifact only, not product source.
audit-artifacts/phase0b-backend/semantic-evidence-medicines-controller.md	3	Trailing whitespace is inside a quoted baseline/source excerpt retained in audit evidence; audit artifact only, not product source.
audit-artifacts/phase0b-backend/semantic-evidence-medicines-controller.md	4	Trailing whitespace is inside a quoted baseline/source excerpt retained in audit evidence; audit artifact only, not product source.
audit-artifacts/phase0b-backend/semantic-evidence-medicines-module.md	3	Trailing whitespace is inside a quoted baseline/source excerpt retained in audit evidence; audit artifact only, not product source.
audit-artifacts/phase0b-backend/semantic-evidence-medicines-module.md	4	Trailing whitespace is inside a quoted baseline/source excerpt retained in audit evidence; audit artifact only, not product source.
audit-artifacts/phase0b-backend/semantic-evidence-medicines-service.md	3	Trailing whitespace is inside a quoted baseline/source excerpt retained in audit evidence; audit artifact only, not product source.
audit-artifacts/phase0b-backend/semantic-evidence-medicines-service.md	4	Trailing whitespace is inside a quoted baseline/source excerpt retained in audit evidence; audit artifact only, not product source.
audit-artifacts/phase0b-backend/semantic-evidence-mongo-repository.md	3	Trailing whitespace is inside a quoted baseline/source excerpt retained in audit evidence; audit artifact only, not product source.
audit-artifacts/phase0b-backend/semantic-evidence-mongo-repository.md	4	Trailing whitespace is inside a quoted baseline/source excerpt retained in audit evidence; audit artifact only, not product source.
