file	line	category	text
app/(auth)/forgot-password.tsx	108	synthetic-marker	"placeholder=""البريد الإلكتروني"""
app/(auth)/reset-password.tsx	116	synthetic-marker	"placeholder=""كلمة المرور الجديدة"""
app/(auth)/reset-password.tsx	126	synthetic-marker	"placeholder=""تأكيد كلمة المرور"""
app/(auth)/login.tsx	95	synthetic-marker	// M1: no more dummy token fallback — a real session or an explicit error
app/(auth)/login.tsx	246	synthetic-marker	"placeholder=""example@mail.com"""
app/(auth)/login.tsx	266	synthetic-marker	"placeholder=""••••••••"""
app/(auth)/register.tsx	25	synthetic-marker	const AuthField = ({ label, icon, placeholder, value, onChangeText, isPass, isDark, isRTL, focusedInput, setFocusedInput, showPassword, setShowPassword }: any) => (
app/(auth)/register.tsx	34	synthetic-marker	placeholder={placeholder}
app/(auth)/register.tsx	116	synthetic-marker	// M1: real session only — no dummy token fallback
app/(auth)/register.tsx	222	synthetic-marker	placeholder={'أحمد السالم'}
app/(auth)/register.tsx	231	synthetic-marker	placeholder={'0500000000'}
app/(auth)/register.tsx	240	synthetic-marker	"placeholder=""example@mail.com"""
app/(auth)/register.tsx	249	synthetic-marker	"placeholder=""••••••••"""
app/(auth)/register.tsx	259	synthetic-marker	"placeholder=""••••••••"""
app/returns/new-request.tsx	182	synthetic-marker	"placeholder=""مثال: ORD-2024-001"" placeholderTextColor={colors.textTertiary} textAlign=""right"" />"
app/returns/new-request.tsx	205	synthetic-marker	"placeholder=""اشرح مشكلتك بالتفصيل..."" placeholderTextColor={colors.textTertiary}"
app/pharmacy/drug-not-found.tsx	92	synthetic-marker	"<Input value={name} onChangeText={setName} placeholder=""اسم الدواء *"" icon=""medication"" />"
app/pharmacy/drug-not-found.tsx	93	synthetic-marker	"<Input value={dose} onChangeText={setDose} placeholder=""التركيز / الجرعة (مثال: 500mg)"" icon=""edit"" />"
app/pharmacy/drug-not-found.tsx	95	synthetic-marker	"<Input value={qty} onChangeText={v => setQty(v.replace(/\D/g, ''))} placeholder=""الكمية"" keyboardType=""numeric"" icon=""shopping_cart"" style={{ flex: 1 }} />"
app/pharmacy/drug-not-found.tsx	98	synthetic-marker	"<Input value={notes} onChangeText={setNotes} placeholder=""ملاحظات إضافية (اختياري)"" icon=""edit"" multiline />"
app/pharmacy/filters.tsx	249	synthetic-marker	"placeholder=""الحد الأدنى"""
app/pharmacy/filters.tsx	259	synthetic-marker	"placeholder=""الحد الأقصى"""
app/pharmacy/filters.tsx	298	synthetic-marker	"placeholder=""ابحث عن شركة..."""
app/pharmacy/chat-with-pharmacist.tsx	52	synthetic-marker	// Real pharmacy identity from the order itself (no hardcoded name)
app/pharmacy/chat-with-pharmacist.tsx	386	synthetic-marker	"placeholder=""اكتب رسالتك للصيدلي..."""
app/pharmacy/custom-item.tsx	39	synthetic-marker	// E2: real prescription upload (was a fake toggle that uploaded nothing)
app/pharmacy/custom-item.tsx	186	synthetic-marker	"placeholder: ""مثال: ميتفورمين 500mg"","
app/pharmacy/custom-item.tsx	192	synthetic-marker	"placeholder: ""مثال: 500mg"","
app/pharmacy/custom-item.tsx	198	synthetic-marker	"placeholder: ""مثال: 2 علبة"","
app/pharmacy/custom-item.tsx	231	synthetic-marker	placeholder={f.placeholder}
app/pharmacy/custom-item.tsx	268	synthetic-marker	"placeholder=""أي معلومات إضافية..."""
app/pharmacy/order-confirm.tsx	41	synthetic-marker	// API unavailable — show error state (no demo data in production)
app/pharmacy/manual-order.tsx	79	synthetic-marker	"placeholder=""مثال: كونجستال أقراص"""
app/pharmacy/manual-order.tsx	88	synthetic-marker	"placeholder=""أضف أي تفاصيل أخرى تساعد الصيدلي..."""
app/pharmacy/product-detail.tsx	448	synthetic-marker	<TextInput value={suggestValue} onChangeText={setSuggestValue} placeholder={isRTL ? 'القيمة الصحيحة المقترحة' : 'Suggested correct value'} placeholderTextColor={colors.t3} style={{ borderWidth: 1, borderColor: colors.bd, borderRadius: 10, padding: 10, marginTop: 10, color: colors.n, fontFamily: 'Cai
app/pharmacy/product-detail.tsx	451	synthetic-marker	<TextInput value={suggestNote} onChangeText={setSuggestNote} placeholder={isRTL ? 'ملاحظة إضافية (اختياري)' : 'Extra note (optional)'} placeholderTextColor={colors.t3} style={{ borderWidth: 1, borderColor: colors.bd, borderRadius: 10, padding: 10, marginTop: 10, color: colors.n, fontFamily: 'Cairo-R
app/pharmacy/pharmacist-chat.tsx	349	synthetic-marker	"placeholder=""اكتب رسالتك للصيدلي..."""
app/pharmacy/order-tracking.tsx	77	synthetic-marker	// API unavailable — keep last known state, no demo data
app/pharmacy/checkout.tsx	254	synthetic-marker	"placeholder=""أدخل كود الكوبون"""
app/settings/security.tsx	250	synthetic-marker	"placeholder=""••••••••"""
app/settings/feedback.tsx	153	synthetic-marker	"placeholder=""اكتب ملاحظتك هنا..."""
app/insurance/network-providers.tsx	119	synthetic-marker	"placeholder=""ابحث عن مزود..."""
app/insurance/add-policy.tsx	152	synthetic-marker	{ label: 'رقم البوليصة', val: policyNum, setter: setPolicyNum, placeholder: 'رقم البوليصة كما في البطاقة' },
app/insurance/add-policy.tsx	153	synthetic-marker	{ label: 'رقم العضوية / الهوية الوطنية', val: memberId, setter: setMemberId, placeholder: 'الهوية الوطنية / الإقامة' },
app/insurance/add-policy.tsx	154	synthetic-marker	{ label: 'اسم العضو (اختياري)', val: memberName, setter: setMemberName, placeholder: 'الاسم كما في البطاقة' },
app/insurance/add-policy.tsx	155	synthetic-marker	{ label: 'تاريخ الانتهاء (اختياري)', val: expiry, setter: setExpiry, placeholder: 'YYYY-MM-DD' },
app/insurance/add-policy.tsx	161	synthetic-marker	"placeholder={f.placeholder} placeholderTextColor={colors.textTertiary} textAlign=""right"" />"
app/insurance/coverage-check.tsx	193	synthetic-marker	"placeholder=""اسم الطبيب أو المستشفى أو الصيدلية"""
app/emergency/sos-active.tsx	27	synthetic-marker	// E2: real patient GPS for the SOS map (was a fake animated graphic)
app/diagnostics/order/[id].tsx	74	synthetic-marker	"// E2 fix: was a fake ""تم التحميل"" alert after a malformed request. Now opens the"
app/diagnostics/order/[id].tsx	98	synthetic-marker	"<Icon name=""file-search-outline"" size={48} color={colors.textSecondary} />"
app/(tabs)/consultations/index.tsx	220	synthetic-marker	"placeholder=""ابحث عن دكتور أو تخصص..."""
app/consultations/book/[id].tsx	345	synthetic-marker	"placeholder=""اكتب الأعراض أو أي معلومات تود إخبار الطبيب بها"""
app/consultations/offer/[id].tsx	3	synthetic-marker	// E2: this screen was fully broken — `promos` was a hardcoded empty array so
app/consultations/video/[id].tsx	3	synthetic-marker	"// This file previously rendered a ""VideoCall - s64"" placeholder stub."
src/constants/specialties.ts	146	synthetic-marker	{ id: '5', nameAr: 'سحب عينات دم', nameEn: 'Blood Sample Collection', description: 'سحب عينات دم منزلية للتحاليل المخبرية', basePrice: 60, duration: '15 دقيقة', icon: 'bloodtype' },
src/navigation/RouterConfig.ts	6	synthetic-marker	// Centralized route definitions to avoid hardcoded strings
src/services/FileManager.ts	1	synthetic-marker	import * as FileSystem from 'expo-file-system';
src/services/HttpClient.ts	4	synthetic-marker	// M1-ENV: backend URL is now environment-driven (dev/staging/prod) instead of hardcoded.
src/services/FeatureFlags.ts	71	logic-marker	loyalty_program:       false,   // coming soon
src/hooks/usePushNotifications.ts	45	synthetic-marker	case 'lab': return { pathname: '/diagnostics/sample-tracking', params: { bookingId: id } };
src/config/deepLinks.ts	84	synthetic-marker	'diagnostics/book-sample': 'labs/book',
src/config/deepLinks.ts	89	synthetic-marker	'diagnostics/sample-tracking': 'labs/tracking/:id',
src/components/ProductImage.tsx	11	synthetic-marker	*   ✔ placeholder (blurred box + pill icon while loading)
src/components/ProductImage.tsx	50	synthetic-marker	placeholder={{ blurhash: 'LGF5]+Yk^6#M@-5c,1J5@[or[Q6.' }}
src/components/Icon.tsx	6	synthetic-marker	const STATIC_MAP: Record<string, string> = {'back': 'arrow-right', 'diagnostics': 'flask', 'doctor': 'doctor', 'hospital': 'hospital-building', 'pulse': 'heart-pulse', 'heartPulse': 'heart-pulse', 'bloodBag': 'blood-bag', 'user': 'account', 'users': 'account-group', 'success': 'check-circle', 'error
src/components/Icon.tsx	37	synthetic-marker	document: 'file-document',
src/components/ui.tsx	449	synthetic-marker	placeholder?: string;
src/components/ui.tsx	462	synthetic-marker	value, onChangeText, placeholder, icon, iconRight, onIconRightPress,
src/components/ui.tsx	466	synthetic-marker	const translatedPlaceholder = autoTranslate(placeholder, lang);
src/components/ui.tsx	488	synthetic-marker	placeholder={translatedPlaceholder}
src/components/ScreenStates.tsx	10	synthetic-marker	* silently swallowed behind static fake data. Wrap any data-driven screen:
src/components/animations.tsx	69	synthetic-marker	// Shimmer Loading Placeholder
src/data/database/core/DatabaseProvider.native.ts	19	logic-marker	// SQLCipher driver is not implemented yet — throws until it is
src/design-system/components/Loading.tsx	76	synthetic-marker	// DS Skeleton — Shimmer placeholder for content loading
src/design-system/components/Input.tsx	23	synthetic-marker	placeholder?: string;
src/design-system/components/Input.tsx	44	synthetic-marker	placeholder,
src/design-system/components/Input.tsx	131	synthetic-marker	placeholder={placeholder}
src/design-system/components/SearchBar.tsx	25	synthetic-marker	placeholder?: string;
src/design-system/components/SearchBar.tsx	46	synthetic-marker	placeholder,
src/design-system/components/SearchBar.tsx	63	synthetic-marker	placeholder ??
src/design-system/components/SearchBar.tsx	150	synthetic-marker	placeholder={defaultPlaceholder}
src/core/config/ConfigManager.ts	3	synthetic-marker	* Environment-aware, Admin-overridable, no hardcoded values.
src/core/config/ConfigManager.ts	184	synthetic-marker	// ── External Keys (from .env — never hardcoded) ───────────────────────
src/store/utils/testUtils.tsx	21	synthetic-marker	// For now, we mock it via the singleton store.
src/store/middleware/observability.ts	41	synthetic-marker	// In production, we'd sample this to avoid spamming analytics
