commit,short_commit,timestamp,subject,narrative_claim_reference,changed_file_count,change_groups,changed_paths_with_status,static_status,review_boundary
55bc0742e1f4cea5982685154dc0e82999ad759e,55bc074,2026-08-25T21:21:59+03:00,fix(I/X12): root html lang+dir follow the active locale (was hardcoded ar/rtl),YES,1,patient_web,M	patient-web/app/layout.tsx,CHANGE_OBSERVED_NOT_RUNTIME_VERIFIED,"A commit and file diff exist; this does not prove wiring, authorization, tests, integration, or production behaviour."
cd03ded083adfcccf9cbdeec7ac7c50ef0f0daa8,cd03ded,2026-08-25T21:22:19+03:00,docs: handoff G+I update,NO,1,documentation,M	HANDOFF.md,CHANGE_OBSERVED_NOT_RUNTIME_VERIFIED,"A commit and file diff exist; this does not prove wiring, authorization, tests, integration, or production behaviour."
e4929291554fe8f7483a4325fc149d641543ea97,e492929,2026-08-25T21:31:29+03:00,feat(I): SEO unlock wave-1 — public catalog surfaces,YES,4,patient_web,M	patient-web/app/[locale]/medicine-catalog/page.tsx;M	patient-web/app/robots.ts;M	patient-web/app/sitemap.ts;M	patient-web/proxy.ts,CHANGE_OBSERVED_NOT_RUNTIME_VERIFIED,"A commit and file diff exist; this does not prove wiring, authorization, tests, integration, or production behaviour."
ade6865fafab82fb027a3397945616ea6e54b1d3,ade6865,2026-08-25T21:31:57+03:00,docs: handoff I-wave1,NO,1,documentation,M	HANDOFF.md,CHANGE_OBSERVED_NOT_RUNTIME_VERIFIED,"A commit and file diff exist; this does not prove wiring, authorization, tests, integration, or production behaviour."
c48c1bd3acb2ac32107d12eac9ee5882056dfd86,c48c1bd,2026-08-25T21:49:07+03:00,docs: reconciliation-v2 (agent batch-2) + dedicated WEB PARITY track,NO,2,backend;documentation,M	HANDOFF.md;M	backend/src/schemas/lab.schema.ts,CHANGE_OBSERVED_NOT_RUNTIME_VERIFIED,"A commit and file diff exist; this does not prove wiring, authorization, tests, integration, or production behaviour."
db2eb00478b464fa87df6433dcf4c2bec45fe89c,db2eb00,2026-08-25T21:56:43+03:00,fix(E): booking mirrors actually persist + member_id across labs/radiology/nursing,YES,6,backend,M	backend/src/modules/home-care-compat/home-care-compat.module.ts;M	backend/src/modules/insurance-engine/insurance-engine.module.ts;M	backend/src/modules/labs/labs.service.ts;M	backend/src/modules/radiology/radiology.service.ts;M	backend/src/schemas/home-care.schema.ts;M	backend/src/schemas/radiology.schema.ts,CHANGE_OBSERVED_NOT_RUNTIME_VERIFIED,"A commit and file diff exist; this does not prove wiring, authorization, tests, integration, or production behaviour."
4f4cbec39f9971c7f28c541309c9317a28e063be,4f4cbec,2026-08-25T22:00:09+03:00,fix(E-mobile): nursing funnel follows the real PH-SERVICE paths,YES,1,patient_mobile,M	patient-mobile/app/nursing/nurse-profile.tsx,CHANGE_OBSERVED_NOT_RUNTIME_VERIFIED,"A commit and file diff exist; this does not prove wiring, authorization, tests, integration, or production behaviour."
670c276d3eb3427a13ea438d495af6f647e0a9e5,670c276,2026-08-25T22:02:29+03:00,docs(F): exhaustive web-parity backlog (33 groups) appended to handoff,NO,3,documentation;patient_web,M	HANDOFF.md;A	patient-web/app/[locale]/home-care/book/page.tsx;A	patient-web/components-next/service-booking-form.tsx,CHANGE_OBSERVED_NOT_RUNTIME_VERIFIED,"A commit and file diff exist; this does not prove wiring, authorization, tests, integration, or production behaviour."
b64adc9b428bad13ade1b0941fb11d7db69131d6,b64adc9,2026-08-25T22:03:08+03:00,docs: ZERO-MOCK enforcement rule for all remaining builds,NO,3,documentation;patient_web,M	HANDOFF.md;M	patient-web/app/[locale]/labs/book/page.tsx;M	patient-web/app/api/bookings/[kind]/route.ts,CHANGE_OBSERVED_NOT_RUNTIME_VERIFIED,"A commit and file diff exist; this does not prove wiring, authorization, tests, integration, or production behaviour."
9f278b167a42f4d083151eebab1cce211d0ac5bf,9f278b1,2026-08-25T22:04:59+03:00,feat(E-web): nursing booking page + BFF payload fix for /home-care/bookings,YES,1,patient_web,M	patient-web/components-next/service-booking-form.tsx,CHANGE_OBSERVED_NOT_RUNTIME_VERIFIED,"A commit and file diff exist; this does not prove wiring, authorization, tests, integration, or production behaviour."
2c6c7e9676bf3ef8810432f12bf69b9909beeaf7,2c6c7e9,2026-08-25T22:06:49+03:00,"docs: handoff E-completion batch (db2eb00, 4f4cbec, 9f278b1)",NO,1,documentation,M	HANDOFF.md,CHANGE_OBSERVED_NOT_RUNTIME_VERIFIED,"A commit and file diff exist; this does not prove wiring, authorization, tests, integration, or production behaviour."
4990f6ea7281539b2ac6c66aa0cfb6968781eda2,4990f6e,2026-08-25T22:23:54+03:00,feat(D): unified consultation contract accepts payment_method=insurance,NO,1,backend,M	backend/src/modules/unified-bookings/unified-bookings.module.ts,CHANGE_OBSERVED_NOT_RUNTIME_VERIFIED,"A commit and file diff exist; this does not prove wiring, authorization, tests, integration, or production behaviour."
0535f68d575099e01b857110e951fca11de2cf2e,0535f68,2026-08-25T22:24:10+03:00,feat(D-web): consultation insurance branch + copay settlement page (parity #11),YES,8,patient_web;patient_web+tests,M	patient-web/app/[locale]/insurance/page.tsx;A	patient-web/app/[locale]/insurance/requests/[requestId]/page.tsx;M	patient-web/app/api/appointments/book/route.test.ts;M	patient-web/app/api/appointments/book/route.ts;A	patient-web/app/api/insurance/requests/[requestId]/pay-copay/route.ts;A	patient-web/app/api/insurance/requests/[requestId]/payment-intent/route.ts;M	patient-web/components-next/appointment-booking-form.tsx;A	patient-web/components-next/insurance-copay-actions.tsx,CHANGE_OBSERVED_NOT_RUNTIME_VERIFIED,"A commit and file diff exist; this does not prove wiring, authorization, tests, integration, or production behaviour."
6aa7f3f70ff03653412a0269a96728304bc89ba9,6aa7f3f,2026-08-25T22:28:50+03:00,docs: provider production plan + admin enterprise plan (standalone sessions),YES,6,documentation;patient_web,A	ADMIN_ENTERPRISE_PLAN.md;M	HANDOFF.md;A	PROVIDER_PRODUCTION_PLAN.md;M	patient-web/app/[locale]/pharmacy/pay/page.tsx;A	patient-web/app/api/pharmacy/orders/[orderId]/pay-wallet/route.ts;A	patient-web/app/api/pharmacy/orders/[orderId]/payment-intent/route.ts,CHANGE_OBSERVED_NOT_RUNTIME_VERIFIED,"A commit and file diff exist; this does not prove wiring, authorization, tests, integration, or production behaviour."
3f3c288f52639c13b36d5a00e15393f6ec700fc7,3f3c288,2026-08-25T22:30:58+03:00,docs: WEB PARITY batch-1 record (parity #11 + #12) and agent-collision warning,YES,1,documentation,M	HANDOFF.md,CHANGE_OBSERVED_NOT_RUNTIME_VERIFIED,"A commit and file diff exist; this does not prove wiring, authorization, tests, integration, or production behaviour."
97fb686b5b65dd9472480ccd5a4092dfc95f8386,97fb686,2026-08-25T22:43:13+03:00,docs: ready-to-paste kickoff messages for the 3 execution sessions,NO,5,documentation;patient_web;patient_web+delivery_ops,A	SESSION_KICKOFF_MESSAGES.md;A	patient-web/app/api/chat/threads/[threadId]/messages/route.ts;A	patient-web/app/api/chat/threads/[threadId]/read/route.ts;A	patient-web/components-next/chat-composer.tsx;M	patient-web/lib/api/chat.ts,CHANGE_OBSERVED_NOT_RUNTIME_VERIFIED,"A commit and file diff exist; this does not prove wiring, authorization, tests, integration, or production behaviour."
6036135a35390d3ca4ef9f691dfd7a2af4b941ba,6036135,2026-08-25T22:50:46+03:00,feat(H-web): chat composer + read receipts + live transcript refresh (parity #13),NO,2,patient_web;patient_web+delivery_ops,M	patient-web/app/[locale]/chat/[threadId]/page.tsx;M	patient-web/components-next/chat-composer.tsx,CHANGE_OBSERVED_NOT_RUNTIME_VERIFIED,"A commit and file diff exist; this does not prove wiring, authorization, tests, integration, or production behaviour."
9ecbe8c7559ff69bb8a5d5d6624cfa442b572a39,9ecbe8c,2026-08-25T22:50:46+03:00,feat(H-web): web-push enable + notification deep-links (parity #14),YES,6,patient_web,M	patient-web/app/[locale]/notifications/page.tsx;A	patient-web/app/api/push/subscribe/route.ts;A	patient-web/app/api/push/unsubscribe/route.ts;A	patient-web/app/api/push/vapid-key/route.ts;A	patient-web/components-next/push-enable.tsx;A	patient-web/public/sw.js,CHANGE_OBSERVED_NOT_RUNTIME_VERIFIED,"A commit and file diff exist; this does not prove wiring, authorization, tests, integration, or production behaviour."
5bd4ded9868b4e962a7870158e97e649ef390582,5bd4ded,2026-08-25T22:56:22+03:00,"docs: WEB PARITY batch-2 (chat #13 + web-push #14) recorded, backlog updated",NO,1,documentation,M	HANDOFF.md,CHANGE_OBSERVED_NOT_RUNTIME_VERIFIED,"A commit and file diff exist; this does not prove wiring, authorization, tests, integration, or production behaviour."
dfa5ae54e095bcba83373c14dfaed1e0f102895b,dfa5ae5,2026-08-25T23:11:36+03:00,feat(F-web): family write ops + member-scoped booking (parity #15),NO,10,patient_web,M	patient-web/app/[locale]/family/page.tsx;M	patient-web/app/api/bookings/[kind]/route.ts;A	patient-web/app/api/family/create/route.ts;A	patient-web/app/api/family/invite/route.ts;A	patient-web/app/api/family/join/route.ts;A	patient-web/app/api/family/leave/route.ts;A	patient-web/app/api/family/members/[memberId]/permissions/route.ts;A	patient-web/app/api/family/members/[memberId]/route.ts;A	patient-web/components-next/family-manage-panel.tsx;M	patient-web/components-next/service-booking-form.tsx,CHANGE_OBSERVED_NOT_RUNTIME_VERIFIED,"A commit and file diff exist; this does not prove wiring, authorization, tests, integration, or production behaviour."
ba6b56d59536490346b197c7826731f743d8db95,ba6b56d,2026-08-25T23:21:04+03:00,feat(F-web): vitals/sleep/mood logging on web (parity #16),NO,7,patient_web,M	patient-web/app/[locale]/health/sleep/page.tsx;M	patient-web/app/[locale]/health/vitals/page.tsx;M	patient-web/app/[locale]/mental-health/mood/page.tsx;A	patient-web/app/api/health/sleep/route.ts;A	patient-web/app/api/health/vitals/route.ts;A	patient-web/app/api/mental-health/mood/route.ts;A	patient-web/components-next/health-log-form.tsx,CHANGE_OBSERVED_NOT_RUNTIME_VERIFIED,"A commit and file diff exist; this does not prove wiring, authorization, tests, integration, or production behaviour."
97dc87a2a1e0556775de78acfd42fb8a29b9351f,97dc87a,2026-08-25T23:25:37+03:00,feat(F-web): maternity hub with real logging (parity #17),NO,3,patient_web,A	patient-web/app/[locale]/maternity/page.tsx;A	patient-web/app/api/maternity/profile/route.ts;A	patient-web/components-next/maternity-forms.tsx,CHANGE_OBSERVED_NOT_RUNTIME_VERIFIED,"A commit and file diff exist; this does not prove wiring, authorization, tests, integration, or production behaviour."
ec403f70b8646383d7f70df7327748b612ef48cd,ec403f7,2026-08-25T23:29:34+03:00,feat(F-web): nutrition hub — meals/water/profile targets (parity #18),NO,2,patient_web,A	patient-web/app/[locale]/nutrition/page.tsx;A	patient-web/components-next/nutrition-forms.tsx,CHANGE_OBSERVED_NOT_RUNTIME_VERIFIED,"A commit and file diff exist; this does not prove wiring, authorization, tests, integration, or production behaviour."
4bf0786ed275eee952e810d6f48b41a7ebd89c1c,4bf0786,2026-08-25T23:35:19+03:00,feat(F-web): breathing/meditation session logging (parity #19),NO,4,patient_web,M	patient-web/app/[locale]/mental-health/breathing/page.tsx;M	patient-web/app/[locale]/mental-health/meditation/page.tsx;A	patient-web/app/api/mental-health/sessions/route.ts;A	patient-web/components-next/session-log-form.tsx,CHANGE_OBSERVED_NOT_RUNTIME_VERIFIED,"A commit and file diff exist; this does not prove wiring, authorization, tests, integration, or production behaviour."
3dde1e74aaf5f6b070e45d63aa787a6d367af998,3dde1e7,2026-08-25T23:42:12+03:00,"feat(F-web): AI tools hub — triage, prescription translation, skin self-check (parity #20)",YES,3,patient_web,A	patient-web/app/[locale]/ai/page.tsx;A	patient-web/app/api/ai/route.ts;A	patient-web/components-next/ai-tools.tsx,CHANGE_OBSERVED_NOT_RUNTIME_VERIFIED,"A commit and file diff exist; this does not prove wiring, authorization, tests, integration, or production behaviour."
17e22bc8970f86ae8f0c8f6611434c65028a78fd,17e22bc,2026-08-25T23:48:56+03:00,feat(F-web): drug scanner — barcode lookup + interactions (parity #21),YES,3,patient_web,A	patient-web/app/[locale]/drug-scanner/page.tsx;A	patient-web/app/api/drug-scanner/route.ts;A	patient-web/components-next/drug-scanner-tools.tsx,CHANGE_OBSERVED_NOT_RUNTIME_VERIFIED,"A commit and file diff exist; this does not prove wiring, authorization, tests, integration, or production behaviour."
00924580292cb99ff7ba873dca09ed828155a03a,0092458,2026-08-25T23:53:55+03:00,feat(F-web): loyalty hub — rewards/challenges/leaderboard/referral (parity #22),YES,3,patient_web,A	patient-web/app/[locale]/loyalty/page.tsx;A	patient-web/app/api/loyalty/route.ts;A	patient-web/components-next/loyalty-actions.tsx,CHANGE_OBSERVED_NOT_RUNTIME_VERIFIED,"A commit and file diff exist; this does not prove wiring, authorization, tests, integration, or production behaviour."
f785924ec13cdd44e97f2e9345e91fc8c4fe4ce1,f785924,2026-08-26T00:02:36+03:00,feat(F-web): offers index/detail + patient offers list endpoint (parity #23),YES,3,backend;patient_web,M	backend/src/modules/compat/compat.module.ts;A	patient-web/app/[locale]/offers/[offerId]/page.tsx;A	patient-web/app/[locale]/offers/page.tsx,CHANGE_OBSERVED_NOT_RUNTIME_VERIFIED,"A commit and file diff exist; this does not prove wiring, authorization, tests, integration, or production behaviour."
32064fcaf60a68b09cbecfb15f4d5f51729a635b,32064fc,2026-08-26T00:06:45+03:00,feat(F-web): providers map list + filters (parity #24),YES,1,patient_web,A	patient-web/app/[locale]/providers-map/page.tsx,CHANGE_OBSERVED_NOT_RUNTIME_VERIFIED,"A commit and file diff exist; this does not prove wiring, authorization, tests, integration, or production behaviour."
2c62cca6cd3c5e5e36fc16842aa993424ddb7e75,2c62cca,2026-08-26T00:17:26+03:00,"feat(F-web): support tickets — create, list, thread + reply (parity #25)",NO,4,patient_web,A	patient-web/app/[locale]/support/[ticketId]/page.tsx;A	patient-web/app/[locale]/support/page.tsx;A	patient-web/app/api/support/[action]/route.ts;A	patient-web/components-next/support-forms.tsx,CHANGE_OBSERVED_NOT_RUNTIME_VERIFIED,"A commit and file diff exist; this does not prove wiring, authorization, tests, integration, or production behaviour."
c0cfbcbd4f958220b5681b15d4b0574d58936b09,c0cfbcb,2026-08-26T00:21:01+03:00,feat(F-web): returns hub — refund request + my refunds (parity #26),YES,3,patient_web,A	patient-web/app/[locale]/returns/page.tsx;A	patient-web/app/api/refunds/route.ts;A	patient-web/components-next/refund-request-form.tsx,CHANGE_OBSERVED_NOT_RUNTIME_VERIFIED,"A commit and file diff exist; this does not prove wiring, authorization, tests, integration, or production behaviour."
da5e5f9c47e20b39a9473596dd456a5a27ab8d4b,da5e5f9,2026-08-26T00:25:20+03:00,feat(F-web): post-service review form (parity #27),NO,3,patient_web,A	patient-web/app/[locale]/reviews/page.tsx;A	patient-web/app/api/ratings/route.ts;A	patient-web/components-next/review-form.tsx,CHANGE_OBSERVED_NOT_RUNTIME_VERIFIED,"A commit and file diff exist; this does not prove wiring, authorization, tests, integration, or production behaviour."
3e9f8e9dd3dfd2973a02a4dfbca76bcb5027c355,3e9f8e9,2026-08-26T00:33:21+03:00,"feat(A1): security foundation — role hierarchy (super_admin⊇admin), dynamic RBAC, real disputes engine, shared audit service, reason enforcement",YES,20,backend;backend+tests,A	backend/e2e/a1-security-pentest.js;M	backend/src/app.module.ts;M	backend/src/common/auth.guard.ts;M	backend/src/common/permissions.ts;A	backend/src/common/rbac.ts;A	backend/src/modules/admin-enterprise/admin-disputes.controller.ts;A	backend/src/modules/admin-enterprise/admin-enterprise.module.ts;A	backend/src/modules/admin-enterprise/admin-finance.controller.ts;A	backend/src/modules/admin-enterprise/admin-orders.controller.ts;A	backend/src/modules/admin-enterprise/admin-security.controller.ts;A	backend/src/modules/admin-enterprise/audit.service.ts;A	backend/src/modules/admin-enterprise/finance-suite.service.ts;A	backend/src/modules/admin-enterprise/orders-console.service.ts;M	backend/src/modules/insurance-engine/tests/insurance-flow.spec.ts;M	backend/src/modules/payments/payments.module.ts;M	backend/src/modules/pharmacy/pharmacy.controllers.ts;M	backend/src/modules/radiology/radiology.service.report-storage.spec.ts;M	backend/src/schemas/appointment.schema.ts;A	backend/test/a1-security.spec.ts;A	backend/test/a2-finance.spec.ts,CHANGE_OBSERVED_NOT_RUNTIME_VERIFIED,"A commit and file diff exist; this does not prove wiring, authorization, tests, integration, or production behaviour."
aaef7da3734e68bd8bbed9d06284feacf9090ff2,aaef7da,2026-08-26T00:33:45+03:00,"feat(F-web): settings edit — profile patch, language sync, notif prefs (parity #28)",YES,3,patient_web,A	patient-web/app/[locale]/settings/edit/page.tsx;A	patient-web/app/api/settings/route.ts;A	patient-web/components-next/settings-forms.tsx,CHANGE_OBSERVED_NOT_RUNTIME_VERIFIED,"A commit and file diff exist; this does not prove wiring, authorization, tests, integration, or production behaviour."
1d802f4f64a7274698a82c043890ec9b15eb6b23,1d802f4,2026-08-26T00:39:08+03:00,feat(F-web): treatment programs — enroll + complete session (parity #29),YES,3,patient_web,A	patient-web/app/[locale]/programs/page.tsx;A	patient-web/app/api/programs/route.ts;A	patient-web/components-next/program-actions.tsx,CHANGE_OBSERVED_NOT_RUNTIME_VERIFIED,"A commit and file diff exist; this does not prove wiring, authorization, tests, integration, or production behaviour."
a57a1f022fee63a92d1572d9cafc0711e25d2562,a57a1f0,2026-08-26T00:44:39+03:00,feat(F-web): emergency SOS trigger/cancel + active check (parity #30),YES,3,patient_web,A	patient-web/app/[locale]/emergency/page.tsx;A	patient-web/app/api/emergency/[action]/route.ts;A	patient-web/components-next/sos-controls.tsx,CHANGE_OBSERVED_NOT_RUNTIME_VERIFIED,"A commit and file diff exist; this does not prove wiring, authorization, tests, integration, or production behaviour."
c0b000a432dd0d488212ad9ca7e5bd921d5afbfd,c0b000a,2026-08-26T00:51:23+03:00,feat(F-web): community — post/vote/comment (parity #31),YES,3,patient_web;patient_web+delivery_ops,A	patient-web/app/[locale]/community/page.tsx;A	patient-web/app/api/community/[action]/route.ts;A	patient-web/components-next/community-composer.tsx,CHANGE_OBSERVED_NOT_RUNTIME_VERIFIED,"A commit and file diff exist; this does not prove wiring, authorization, tests, integration, or production behaviour."
c863f244b1602de9c75feb3702813979b02318c0,c863f24,2026-08-26T00:57:59+03:00,feat(F-web): wearables manual entry (parity #32),YES,3,patient_web,A	patient-web/app/[locale]/wearables/page.tsx;A	patient-web/app/api/wearables/route.ts;A	patient-web/components-next/wearable-manual-form.tsx,CHANGE_OBSERVED_NOT_RUNTIME_VERIFIED,"A commit and file diff exist; this does not prove wiring, authorization, tests, integration, or production behaviour."
8a34ad0643eb77b8c851e4b339cfb3f6473874f4,8a34ad0,2026-08-26T01:07:09+03:00,feat(F-web): drug compare + advanced search (parity #33),YES,3,patient_web,A	patient-web/app/[locale]/drug-search/page.tsx;A	patient-web/app/api/medicines/compare/route.ts;A	patient-web/components-next/drug-compare.tsx,CHANGE_OBSERVED_NOT_RUNTIME_VERIFIED,"A commit and file diff exist; this does not prove wiring, authorization, tests, integration, or production behaviour."
106ca955515838c635534742ee5e229bc131f0e7,106ca95,2026-08-26T01:15:32+03:00,"docs: WEB PARITY batch-3 — backlog 15-33 complete, table + explicit remainders",NO,1,documentation,M	HANDOFF.md,CHANGE_OBSERVED_NOT_RUNTIME_VERIFIED,"A commit and file diff exist; this does not prove wiring, authorization, tests, integration, or production behaviour."
3f319d06d04b672b9d863cf736d09266933a204c,3f319d0,2026-08-26T01:43:44+03:00,fix(P1): server-side temp credentials + ownership field fix in hospital-staff (parent_account_id read bug),YES,1,backend,M	backend/src/modules/hospital-staff/hospital-staff.module.ts,CHANGE_OBSERVED_NOT_RUNTIME_VERIFIED,"A commit and file diff exist; this does not prove wiring, authorization, tests, integration, or production behaviour."
