journey_id	domain	mobile_screen	primary_action	mobile_api_evidence	web_surface	web_status	required_proof	mobile_endpoint_refs	web_code_reference_hits	web_code_hit_count	evidence_status	required_acceptance
J-011	consultations	consultations/booking-pending.tsx	mutation	import { apiFetch } from '../../src/utils/api'; | /care/appointments/${appointmentId} | /care/appointments/${appointmentId}/cancel	candidate from db404ee8	BLOCKED_OR_CONTRACT_REVIEW	owner 200; stranger 404; unauth 401; replay for mutation	/../src/utils/api | /care/appointments/${appointmentId} | /care/appointments/${appointmentId}/cancel	/care/appointments/${appointmentId}	1	WEB_CODE_REFERENCE_ONLY	live method/path ; payload/DTO ; server-only auth boundary ; owner/stranger/unauth ; error/retry/empty ; cleanup/idempotency when mutation
J-012	consultations	consultations/cancel-reschedule.tsx	mutation	import { apiFetch } from '../../src/utils/api'; | /care/appointments/${appointmentId} | /care/doctors/${appointment.doctor_id}/slots?date=${d}&service_type=${serviceType}	candidate from db404ee8	BLOCKED_OR_CONTRACT_REVIEW	owner 200; stranger 404; unauth 401; replay for mutation	/../src/utils/api | /care/appointments/${appointmentId} | /care/doctors/${appointment.doctor_id}/slots	/care/appointments/${appointmentId}	1	WEB_CODE_REFERENCE_ONLY	live method/path ; payload/DTO ; server-only auth boundary ; owner/stranger/unauth ; error/retry/empty ; cleanup/idempotency when mutation
J-013	consultations	consultations/video-call.tsx	mutation	"import { apiFetch } from ""../../src/utils/api""; | /calls/initiate | /calls/${sessionId}/join"	candidate from db404ee8	BLOCKED_OR_CONTRACT_REVIEW	owner 200; stranger 404; unauth 401; replay for mutation	/../src/utils/api | /calls/initiate | /calls/${sessionId}/join		0	NO_WEB_CODE_REFERENCE_FOUND	live method/path ; payload/DTO ; server-only auth boundary ; owner/stranger/unauth ; error/retry/empty ; cleanup/idempotency when mutation
J-014	consultations	consultations/chat-with-doctor.tsx	mutation	import { apiFetch } from '../../src/utils/api'; | /care/doctors/${doctorId} | /chat/threads/direct	candidate from db404ee8	BLOCKED_OR_CONTRACT_REVIEW	owner 200; stranger 404; unauth 401; replay for mutation	/../src/utils/api | /care/doctors/${doctorId} | /chat/threads/direct	/care/doctors/${doctorId}	1	WEB_CODE_REFERENCE_ONLY	live method/path ; payload/DTO ; server-only auth boundary ; owner/stranger/unauth ; error/retry/empty ; cleanup/idempotency when mutation
J-015	consultations	consultations/post-call-rating.tsx	mutation	import { apiFetch } from '../../src/utils/api'; | /patient-ux/review	candidate from db404ee8	BLOCKED_OR_CONTRACT_REVIEW	owner 200; stranger 404; unauth 401; replay for mutation	/../src/utils/api | /patient-ux/review		0	NO_WEB_CODE_REFERENCE_FOUND	live method/path ; payload/DTO ; server-only auth boundary ; owner/stranger/unauth ; error/retry/empty ; cleanup/idempotency when mutation
J-016	consultations	consultations/incoming-call.tsx	mutation	"import { apiFetch } from ""../../src/utils/api""; | /calls/${sessionId}/reject"	candidate from db404ee8	BLOCKED_OR_CONTRACT_REVIEW	owner 200; stranger 404; unauth 401; replay for mutation	/../src/utils/api | /calls/${sessionId}/reject		0	NO_WEB_CODE_REFERENCE_FOUND	live method/path ; payload/DTO ; server-only auth boundary ; owner/stranger/unauth ; error/retry/empty ; cleanup/idempotency when mutation
J-017	consultations	consultations/doctor-profile.tsx	read	no direct call found	candidate from db404ee8	BLOCKED_OR_CONTRACT_REVIEW	owner 200; stranger 404; unauth 401; replay for mutation			0	NO_WEB_CODE_REFERENCE_FOUND	live method/path ; payload/DTO ; server-only auth boundary ; owner/stranger/unauth ; error/retry/empty ; cleanup/idempotency when mutation
J-018	pharmacy	pharmacy/product-detail.tsx	mutation	import { apiFetch } from '../../src/utils/api'; | /medicines/${id}/details?lang=${currentDbLang()} | /medicines/${id}/suggest-change	candidate from db404ee8	BLOCKED_OR_CONTRACT_REVIEW	owner 200; stranger 404; unauth 401; replay for mutation	/../src/utils/api | /medicines/${id}/details | /medicines/${id}/suggest-change		0	NO_WEB_CODE_REFERENCE_FOUND	live method/path ; payload/DTO ; server-only auth boundary ; owner/stranger/unauth ; error/retry/empty ; cleanup/idempotency when mutation
J-019	pharmacy	pharmacy/cart.tsx	read	no direct call found	candidate from db404ee8	BLOCKED_OR_CONTRACT_REVIEW	owner 200; stranger 404; unauth 401; replay for mutation			0	NO_WEB_CODE_REFERENCE_FOUND	live method/path ; payload/DTO ; server-only auth boundary ; owner/stranger/unauth ; error/retry/empty ; cleanup/idempotency when mutation
J-020	pharmacy	pharmacy/checkout.tsx	mutation	import { apiFetch } from '../../src/utils/api'; | /users/me/profile | /wallet/balance	candidate from db404ee8	BLOCKED_OR_CONTRACT_REVIEW	owner 200; stranger 404; unauth 401; replay for mutation	/../src/utils/api | /users/me/profile | /wallet/balance	/users/me/profile	1	WEB_CODE_REFERENCE_ONLY	live method/path ; payload/DTO ; server-only auth boundary ; owner/stranger/unauth ; error/retry/empty ; cleanup/idempotency when mutation
J-021	pharmacy	pharmacy/payment.tsx	mutation	import { apiFetch } from '../../src/utils/api'; | /orders/${orderId} | /payments/intent/pharmacy/${orderId}	candidate from db404ee8	BLOCKED_OR_CONTRACT_REVIEW	owner 200; stranger 404; unauth 401; replay for mutation	/../src/utils/api | /orders/${orderId} | /payments/intent/pharmacy/${orderId}	/orders/${orderId}	1	WEB_CODE_REFERENCE_ONLY	live method/path ; payload/DTO ; server-only auth boundary ; owner/stranger/unauth ; error/retry/empty ; cleanup/idempotency when mutation
J-022	pharmacy	pharmacy/order-tracking.tsx	read	import { apiFetch } from '../../src/utils/api'; | /orders/${orderIdStr}/tracking | fetch();	candidate from db404ee8	BLOCKED_OR_CONTRACT_REVIEW	owner 200; stranger 404; unauth 401; replay for mutation	/../src/utils/api | /orders/${orderIdStr}/tracking		0	NO_WEB_CODE_REFERENCE_FOUND	live method/path ; payload/DTO ; server-only auth boundary ; owner/stranger/unauth ; error/retry/empty ; cleanup/idempotency when mutation
J-023	pharmacy	pharmacy/reorder.tsx	mutation	import { apiFetch } from '../../src/utils/api'; | /orders/${orderId} | /orders/${orderId}/reorder	candidate from db404ee8	BLOCKED_OR_CONTRACT_REVIEW	owner 200; stranger 404; unauth 401; replay for mutation	/../src/utils/api | /orders/${orderId} | /orders/${orderId}/reorder	/orders/${orderId}	1	WEB_CODE_REFERENCE_ONLY	live method/path ; payload/DTO ; server-only auth boundary ; owner/stranger/unauth ; error/retry/empty ; cleanup/idempotency when mutation
J-024	pharmacy	pharmacy/manual-order.tsx	read	no direct call found	candidate from db404ee8	BLOCKED_OR_CONTRACT_REVIEW	owner 200; stranger 404; unauth 401; replay for mutation			0	NO_WEB_CODE_REFERENCE_FOUND	live method/path ; payload/DTO ; server-only auth boundary ; owner/stranger/unauth ; error/retry/empty ; cleanup/idempotency when mutation
J-025	pharmacy	pharmacy/custom-item.tsx	mutation	"import { apiFetch } from ""../../src/utils/api""; | /media/upload | /support/requests"	candidate from db404ee8	BLOCKED_OR_CONTRACT_REVIEW	owner 200; stranger 404; unauth 401; replay for mutation	/../src/utils/api | /media/upload | /support/requests		0	NO_WEB_CODE_REFERENCE_FOUND	live method/path ; payload/DTO ; server-only auth boundary ; owner/stranger/unauth ; error/retry/empty ; cleanup/idempotency when mutation
J-026	pharmacy	pharmacy/chat-with-pharmacist.tsx	mutation	import { apiFetch } from '../../src/utils/api'; | /orders/${orderId} | /chat/threads/booking	candidate from db404ee8	BLOCKED_OR_CONTRACT_REVIEW	owner 200; stranger 404; unauth 401; replay for mutation	/../src/utils/api | /orders/${orderId} | /chat/threads/booking	/orders/${orderId}	1	WEB_CODE_REFERENCE_ONLY	live method/path ; payload/DTO ; server-only auth boundary ; owner/stranger/unauth ; error/retry/empty ; cleanup/idempotency when mutation
J-027	pharmacy	pharmacy/order-confirm.tsx	mutation	import { apiFetch } from '../../src/utils/api'; | /orders/${orderId} | /orders/${orderId}/approve-basket	candidate from db404ee8	BLOCKED_OR_CONTRACT_REVIEW	owner 200; stranger 404; unauth 401; replay for mutation	/../src/utils/api | /orders/${orderId} | /orders/${orderId}/approve-basket	/orders/${orderId}	1	WEB_CODE_REFERENCE_ONLY	live method/path ; payload/DTO ; server-only auth boundary ; owner/stranger/unauth ; error/retry/empty ; cleanup/idempotency when mutation
J-028	pharmacy	pharmacy/broadcast-status.tsx	mutation	import { apiFetch } from '../../src/utils/api'; | /orders/bids/request/${orderId} | /orders/bids/${bidId}/accept	candidate from db404ee8	BLOCKED_OR_CONTRACT_REVIEW	owner 200; stranger 404; unauth 401; replay for mutation	/../src/utils/api | /orders/bids/request/${orderId} | /orders/bids/${bidId}/accept		0	NO_WEB_CODE_REFERENCE_FOUND	live method/path ; payload/DTO ; server-only auth boundary ; owner/stranger/unauth ; error/retry/empty ; cleanup/idempotency when mutation
J-029	health	health/vitals-log.tsx	mutation	import { apiFetch } from '../../src/utils/api'; | /health/vitals?type=${type}&limit=30 | /health/vitals	candidate from db404ee8	READ_OR_CONTRACT_REVIEW	owner 200; stranger 404; unauth 401; replay for mutation	/../src/utils/api | /health/vitals	/health/vitals	1	WEB_CODE_REFERENCE_ONLY	live method/path ; payload/DTO ; server-only auth boundary ; owner/stranger/unauth ; error/retry/empty ; cleanup/idempotency when mutation
J-030	health	health/sleep-tracker.tsx	mutation	import { apiFetch } from '../../src/utils/api'; | /health/sleep?limit=30 | /health/sleep	candidate from db404ee8	READ_OR_CONTRACT_REVIEW	owner 200; stranger 404; unauth 401; replay for mutation	/../src/utils/api | /health/sleep	/health/sleep	1	WEB_CODE_REFERENCE_ONLY	live method/path ; payload/DTO ; server-only auth boundary ; owner/stranger/unauth ; error/retry/empty ; cleanup/idempotency when mutation
J-031	health	health/medication-reminder-list.tsx	mutation	import { apiFetch } from '../../src/utils/api'; | /health/reminders | /health/reminders/${reminder.id}/log	candidate from db404ee8	READ_OR_CONTRACT_REVIEW	owner 200; stranger 404; unauth 401; replay for mutation	/../src/utils/api | /health/reminders | /health/reminders/${reminder.id}/log	/health/reminders	1	WEB_CODE_REFERENCE_ONLY	live method/path ; payload/DTO ; server-only auth boundary ; owner/stranger/unauth ; error/retry/empty ; cleanup/idempotency when mutation
J-032	health	health/medication-reminder-add.tsx	read	import { apiFetch } from '../../src/utils/api'; | /health/reminders | const response: any = await apiFetch(editing ? `/health/reminders/${id}` : '/health/reminders', { method: editing ? 'PATCH' : 'POST', body: JSON.stringify(payload) });	candidate from db404ee8	READ_OR_CONTRACT_REVIEW	owner 200; stranger 404; unauth 401; replay for mutation	/../src/utils/api | /health/reminders | /health/reminders/${id}	/health/reminders | /health/reminders/${id}	2	WEB_CODE_REFERENCE_ONLY	live method/path ; payload/DTO ; server-only auth boundary ; owner/stranger/unauth ; error/retry/empty ; cleanup/idempotency when mutation
J-033	health	health/refills.tsx	mutation	/health/reminders?active=1 | /health/reminders/${id}/refill | import { apiFetch } from '../../src/utils/api';	candidate from db404ee8	READ_OR_CONTRACT_REVIEW	owner 200; stranger 404; unauth 401; replay for mutation	/health/reminders | /health/reminders/${id}/refill | /../src/utils/api	/health/reminders	1	WEB_CODE_REFERENCE_ONLY	live method/path ; payload/DTO ; server-only auth boundary ; owner/stranger/unauth ; error/retry/empty ; cleanup/idempotency when mutation
J-034	health	health/chronic-medications.tsx	mutation	import { apiFetch } from '../../src/utils/api'; | /health/chronic-meds | /health/reminders/${id}${suffix}	candidate from db404ee8	READ_OR_CONTRACT_REVIEW	owner 200; stranger 404; unauth 401; replay for mutation	/../src/utils/api | /health/chronic-meds | /health/reminders/${id}${suffix}	/health/chronic-meds | /health/reminders/${id}${suffix}	2	WEB_CODE_REFERENCE_ONLY	live method/path ; payload/DTO ; server-only auth boundary ; owner/stranger/unauth ; error/retry/empty ; cleanup/idempotency when mutation
J-035	health	health/emergency-contacts.tsx	mutation	"import { apiFetch } from ""../../src/utils/api""; | /health/emergency-contacts"	candidate from db404ee8	READ_OR_CONTRACT_REVIEW	owner 200; stranger 404; unauth 401; replay for mutation	/../src/utils/api | /health/emergency-contacts	/health/emergency-contacts	1	WEB_CODE_REFERENCE_ONLY	live method/path ; payload/DTO ; server-only auth boundary ; owner/stranger/unauth ; error/retry/empty ; cleanup/idempotency when mutation
J-036	health	health/edit-profile.tsx	mutation	import { apiFetch } from '../../src/utils/api'; | /users/me/profile | /medical-profile	candidate from db404ee8	READ_OR_CONTRACT_REVIEW	owner 200; stranger 404; unauth 401; replay for mutation	/../src/utils/api | /users/me/profile | /medical-profile	/users/me/profile | /medical-profile	2	WEB_CODE_REFERENCE_ONLY	live method/path ; payload/DTO ; server-only auth boundary ; owner/stranger/unauth ; error/retry/empty ; cleanup/idempotency when mutation
J-037	health	health/conditions-allergies.tsx	mutation	import { apiFetch } from '../../src/utils/api'; | /medical-profile | /medical-profile/${list}	candidate from db404ee8	READ_OR_CONTRACT_REVIEW	owner 200; stranger 404; unauth 401; replay for mutation	/../src/utils/api | /medical-profile | /medical-profile/${list}	/medical-profile | /medical-profile/${list}	2	WEB_CODE_REFERENCE_ONLY	live method/path ; payload/DTO ; server-only auth boundary ; owner/stranger/unauth ; error/retry/empty ; cleanup/idempotency when mutation
J-038	health	health/wearables.tsx	mutation	import { apiFetch } from '../../src/utils/api'; | /wearables/devices | /wearables/data	candidate from db404ee8	READ_OR_CONTRACT_REVIEW	owner 200; stranger 404; unauth 401; replay for mutation	/../src/utils/api | /wearables/devices | /wearables/data		0	NO_WEB_CODE_REFERENCE_FOUND	live method/path ; payload/DTO ; server-only auth boundary ; owner/stranger/unauth ; error/retry/empty ; cleanup/idempotency when mutation
J-039	mental-health	mental-health/mood-journal.tsx	mutation	import { apiFetch } from '../../src/utils/api'; | /mental-health/mood?days=30 | /mental-health/mood	candidate from db404ee8	READ_OR_CONTRACT_REVIEW	owner 200; stranger 404; unauth 401; replay for mutation	/../src/utils/api | /mental-health/mood	/mental-health/mood	1	WEB_CODE_REFERENCE_ONLY	live method/path ; payload/DTO ; server-only auth boundary ; owner/stranger/unauth ; error/retry/empty ; cleanup/idempotency when mutation
J-040	mental-health	mental-health/breathing.tsx	read	no direct call found	candidate from db404ee8	READ_OR_CONTRACT_REVIEW	owner 200; stranger 404; unauth 401; replay for mutation			0	NO_WEB_CODE_REFERENCE_FOUND	live method/path ; payload/DTO ; server-only auth boundary ; owner/stranger/unauth ; error/retry/empty ; cleanup/idempotency when mutation
J-041	mental-health	mental-health/meditation.tsx	read	no direct call found	candidate from db404ee8	READ_OR_CONTRACT_REVIEW	owner 200; stranger 404; unauth 401; replay for mutation			0	NO_WEB_CODE_REFERENCE_FOUND	live method/path ; payload/DTO ; server-only auth boundary ; owner/stranger/unauth ; error/retry/empty ; cleanup/idempotency when mutation
J-042	mental-health	mental-health/crisis-support.tsx	mutation	import { apiFetch } from '../../src/utils/api'; | /mental-health/crisis-contacts	candidate from db404ee8	READ_OR_CONTRACT_REVIEW	owner 200; stranger 404; unauth 401; replay for mutation	/../src/utils/api | /mental-health/crisis-contacts	/mental-health/crisis-contacts	1	WEB_CODE_REFERENCE_ONLY	live method/path ; payload/DTO ; server-only auth boundary ; owner/stranger/unauth ; error/retry/empty ; cleanup/idempotency when mutation
J-043	family	family/hub.tsx	read	"import { apiFetch } from ""../../src/utils/api""; | /family/members"	candidate from db404ee8	BLOCKED_OR_CONTRACT_REVIEW	owner 200; stranger 404; unauth 401; replay for mutation	/../src/utils/api | /family/members	/family/members	1	WEB_CODE_REFERENCE_ONLY	live method/path ; payload/DTO ; server-only auth boundary ; owner/stranger/unauth ; error/retry/empty ; cleanup/idempotency when mutation
J-044	family	family/invite.tsx	mutation	import { apiFetch } from '../../src/utils/api'; | /family/invite	candidate from db404ee8	BLOCKED_OR_CONTRACT_REVIEW	owner 200; stranger 404; unauth 401; replay for mutation	/../src/utils/api | /family/invite		0	NO_WEB_CODE_REFERENCE_FOUND	live method/path ; payload/DTO ; server-only auth boundary ; owner/stranger/unauth ; error/retry/empty ; cleanup/idempotency when mutation
J-045	family	family/join.tsx	mutation	"import { apiFetch } from ""../../src/utils/api""; | /family/join"	candidate from db404ee8	BLOCKED_OR_CONTRACT_REVIEW	owner 200; stranger 404; unauth 401; replay for mutation	/../src/utils/api | /family/join		0	NO_WEB_CODE_REFERENCE_FOUND	live method/path ; payload/DTO ; server-only auth boundary ; owner/stranger/unauth ; error/retry/empty ; cleanup/idempotency when mutation
J-046	family	family/permissions.tsx	mutation	"import { apiFetch } from ""../../src/utils/api""; | /family/my-group | /family/member/${memberId}/permissions"	candidate from db404ee8	BLOCKED_OR_CONTRACT_REVIEW	owner 200; stranger 404; unauth 401; replay for mutation	/../src/utils/api | /family/my-group | /family/member/${memberId}/permissions	/family/my-group	1	WEB_CODE_REFERENCE_ONLY	live method/path ; payload/DTO ; server-only auth boundary ; owner/stranger/unauth ; error/retry/empty ; cleanup/idempotency when mutation
J-047	family	family/permission-request.tsx	mutation	/family/permissions/pending | /family/permissions/respond/${requestInfo._id || requestInfo.id}	candidate from db404ee8	BLOCKED_OR_CONTRACT_REVIEW	owner 200; stranger 404; unauth 401; replay for mutation	/family/permissions/pending | /family/permissions/respond/${requestInfo._id		0	NO_WEB_CODE_REFERENCE_FOUND	live method/path ; payload/DTO ; server-only auth boundary ; owner/stranger/unauth ; error/retry/empty ; cleanup/idempotency when mutation
J-048	family	family/chat.tsx	mutation	import { apiFetch } from '../../src/utils/api'; | /family/chat/messages | /users/me/profile	candidate from db404ee8	BLOCKED_OR_CONTRACT_REVIEW	owner 200; stranger 404; unauth 401; replay for mutation	/../src/utils/api | /family/chat/messages | /users/me/profile	/users/me/profile	1	WEB_CODE_REFERENCE_ONLY	live method/path ; payload/DTO ; server-only auth boundary ; owner/stranger/unauth ; error/retry/empty ; cleanup/idempotency when mutation
J-049	family	family/calendar.tsx	mutation	"import { apiFetch } from ""../../src/utils/api""; | /family/members | /family/calendar/event"	candidate from db404ee8	BLOCKED_OR_CONTRACT_REVIEW	owner 200; stranger 404; unauth 401; replay for mutation	/../src/utils/api | /family/members | /family/calendar/event	/family/members	1	WEB_CODE_REFERENCE_ONLY	live method/path ; payload/DTO ; server-only auth boundary ; owner/stranger/unauth ; error/retry/empty ; cleanup/idempotency when mutation
J-050	reports	reports/hub.tsx	read	"import { apiFetch } from ""../../src/utils/api""; | /medical-reports/mine?limit=100"	candidate from db404ee8	READ_OR_CONTRACT_REVIEW	owner 200; stranger 404; unauth 401; replay for mutation	/../src/utils/api | /medical-reports/mine		0	NO_WEB_CODE_REFERENCE_FOUND	live method/path ; payload/DTO ; server-only auth boundary ; owner/stranger/unauth ; error/retry/empty ; cleanup/idempotency when mutation
J-051	notifications	notifications/index.tsx	mutation	import { apiFetch } from '../../src/utils/api'; | /notifications | /notifications/read-all	candidate from db404ee8	READ_OR_CONTRACT_REVIEW	owner 200; stranger 404; unauth 401; replay for mutation	/../src/utils/api | /notifications | /notifications/read-all	/notifications	1	WEB_CODE_REFERENCE_ONLY	live method/path ; payload/DTO ; server-only auth boundary ; owner/stranger/unauth ; error/retry/empty ; cleanup/idempotency when mutation
J-052	settings	settings/index.tsx	read	no direct call found	candidate from db404ee8	READ_OR_CONTRACT_REVIEW	owner 200; stranger 404; unauth 401; replay for mutation			0	NO_WEB_CODE_REFERENCE_FOUND	live method/path ; payload/DTO ; server-only auth boundary ; owner/stranger/unauth ; error/retry/empty ; cleanup/idempotency when mutation
J-053	settings	settings/security.tsx	mutation	"import { apiFetch } from ""../../src/utils/api""; | /users/me/security-settings"	candidate from db404ee8	READ_OR_CONTRACT_REVIEW	owner 200; stranger 404; unauth 401; replay for mutation	/../src/utils/api | /users/me/security-settings	/users/me/security-settings	1	WEB_CODE_REFERENCE_ONLY	live method/path ; payload/DTO ; server-only auth boundary ; owner/stranger/unauth ; error/retry/empty ; cleanup/idempotency when mutation
J-054	settings	settings/feedback.tsx	mutation	"import { apiFetch } from ""../../src/utils/api""; | /support/feedback"	candidate from db404ee8	READ_OR_CONTRACT_REVIEW	owner 200; stranger 404; unauth 401; replay for mutation	/../src/utils/api | /support/feedback		0	NO_WEB_CODE_REFERENCE_FOUND	live method/path ; payload/DTO ; server-only auth boundary ; owner/stranger/unauth ; error/retry/empty ; cleanup/idempotency when mutation
J-055	insurance	insurance/hub.tsx	mutation	import { apiFetch } from '../../src/utils/api'; | /users/me/insurance | /insurance/claims	candidate from db404ee8	BLOCKED_OR_CONTRACT_REVIEW	owner 200; stranger 404; unauth 401; replay for mutation	/../src/utils/api | /users/me/insurance | /insurance/claims	/users/me/insurance | /insurance/claims	2	WEB_CODE_REFERENCE_ONLY	live method/path ; payload/DTO ; server-only auth boundary ; owner/stranger/unauth ; error/retry/empty ; cleanup/idempotency when mutation
J-056	insurance	insurance/add-policy.tsx	mutation	import { apiFetch } from '../../src/utils/api'; | /insurance/companies | /insurance/ocr-extract	candidate from db404ee8	BLOCKED_OR_CONTRACT_REVIEW	owner 200; stranger 404; unauth 401; replay for mutation	/../src/utils/api | /insurance/companies | /insurance/ocr-extract		0	NO_WEB_CODE_REFERENCE_FOUND	live method/path ; payload/DTO ; server-only auth boundary ; owner/stranger/unauth ; error/retry/empty ; cleanup/idempotency when mutation
J-057	nutrition	nutrition/hub.tsx	read	import { apiFetch } from '../../src/utils/api'; | error	candidate from db404ee8	BLOCKED_OR_CONTRACT_REVIEW	owner 200; stranger 404; unauth 401; replay for mutation	/../src/utils/api		0	NO_WEB_CODE_REFERENCE_FOUND	live method/path ; payload/DTO ; server-only auth boundary ; owner/stranger/unauth ; error/retry/empty ; cleanup/idempotency when mutation
J-058	nutrition	nutrition/log-meal.tsx	mutation	import { apiFetch } from '../../src/utils/api'; | /nutrition/meals	candidate from db404ee8	BLOCKED_OR_CONTRACT_REVIEW	owner 200; stranger 404; unauth 401; replay for mutation	/../src/utils/api | /nutrition/meals		0	NO_WEB_CODE_REFERENCE_FOUND	live method/path ; payload/DTO ; server-only auth boundary ; owner/stranger/unauth ; error/retry/empty ; cleanup/idempotency when mutation
J-059	wallet	wallet/hub.tsx	mutation	import { apiFetch } from '../../src/utils/api'; | /wallet/cards	candidate from db404ee8	BLOCKED_OR_CONTRACT_REVIEW	owner 200; stranger 404; unauth 401; replay for mutation	/../src/utils/api | /wallet/cards		0	NO_WEB_CODE_REFERENCE_FOUND	live method/path ; payload/DTO ; server-only auth boundary ; owner/stranger/unauth ; error/retry/empty ; cleanup/idempotency when mutation
J-060	wallet	wallet/topup.tsx	mutation	"import { apiFetch } from ""../../src/utils/api""; | /wallet/balance | /wallet/topup"	candidate from db404ee8	BLOCKED_OR_CONTRACT_REVIEW	owner 200; stranger 404; unauth 401; replay for mutation	/../src/utils/api | /wallet/balance | /wallet/topup		0	NO_WEB_CODE_REFERENCE_FOUND	live method/path ; payload/DTO ; server-only auth boundary ; owner/stranger/unauth ; error/retry/empty ; cleanup/idempotency when mutation
