id	surface	severity	relation	category	source_path	line	actor	journey	finding	accepted_test
0D-PATIENT-WEB-00264	patient-web	P1	RUNTIME_VERIFICATION_REQUIRED	contract/transport	scripts/inspect-specialty-count-contract.mjs	26	patient/anonymous	identity/session	client calls an endpoint or method that requires live contract reconciliation. Static signal: const login = await fetch(`${baseUrl}/auth/login`, {	For UNIQUE_DEFECT: reproduce with a contract-backed negative test and remediate. For RUNTIME_VERIFICATION_REQUIRED/INSUFFICIENT_EVIDENCE: trace CTA→API/socket→handler/DB/state and run owner/stranger/unauth plus error/loading/empty/retry/cancel tests before classification or closure.
0D-PATIENT-WEB-00265	patient-web	P1	RUNTIME_VERIFICATION_REQUIRED	contract/transport	scripts/verify-sandbox-home-care-fields.mjs	21	patient/anonymous	diagnostics/homecare	"client calls an endpoint or method that requires live contract reconciliation. Static signal: const login = await fetch(`${baseUrl}/auth/login`, { method: ""POST"", headers: { ""content-type"": ""application/json"" }, body: JSON.stringify({ identifier, password }), signal: AbortSignal.timeout(12_000) });"	For UNIQUE_DEFECT: reproduce with a contract-backed negative test and remediate. For RUNTIME_VERIFICATION_REQUIRED/INSUFFICIENT_EVIDENCE: trace CTA→API/socket→handler/DB/state and run owner/stranger/unauth plus error/loading/empty/retry/cancel tests before classification or closure.
0D-PATIENT-WEB-00266	patient-web	P1	RUNTIME_VERIFICATION_REQUIRED	contract/transport	scripts/verify-sandbox-prescription-fields.mjs	21	patient/anonymous	pharmacy/orders	"client calls an endpoint or method that requires live contract reconciliation. Static signal: const login = await fetch(`${baseUrl}/auth/login`, { method: ""POST"", headers: { ""content-type"": ""application/json"" }, body: JSON.stringify({ identifier, password }), signal: AbortSignal.timeout(12_000) });"	For UNIQUE_DEFECT: reproduce with a contract-backed negative test and remediate. For RUNTIME_VERIFICATION_REQUIRED/INSUFFICIENT_EVIDENCE: trace CTA→API/socket→handler/DB/state and run owner/stranger/unauth plus error/loading/empty/retry/cancel tests before classification or closure.
0D-PATIENT-WEB-00267	patient-web	P1	RUNTIME_VERIFICATION_REQUIRED	contract/transport	scripts/verify-sandbox-medicine-fields.mjs	16	patient/anonymous	pharmacy/orders	client calls an endpoint or method that requires live contract reconciliation. Static signal: const response = await fetch(`${baseUrl}/medicines?limit=1`, { signal: AbortSignal.timeout(12_000) });	For UNIQUE_DEFECT: reproduce with a contract-backed negative test and remediate. For RUNTIME_VERIFICATION_REQUIRED/INSUFFICIENT_EVIDENCE: trace CTA→API/socket→handler/DB/state and run owner/stranger/unauth plus error/loading/empty/retry/cancel tests before classification or closure.
0D-PATIENT-WEB-00268	patient-web	P1	RUNTIME_VERIFICATION_REQUIRED	contract/transport	scripts/verify-sandbox-chat-fields.mjs	21	patient/anonymous	identity/session	"client calls an endpoint or method that requires live contract reconciliation. Static signal: const login = await fetch(`${baseUrl}/auth/login`, { method: ""POST"", headers: { ""content-type"": ""application/json"" }, body: JSON.stringify({ identifier, password }), signal: AbortSignal.timeout(12_000) });"	For UNIQUE_DEFECT: reproduce with a contract-backed negative test and remediate. For RUNTIME_VERIFICATION_REQUIRED/INSUFFICIENT_EVIDENCE: trace CTA→API/socket→handler/DB/state and run owner/stranger/unauth plus error/loading/empty/retry/cancel tests before classification or closure.
0D-PATIENT-WEB-00269	patient-web	P1	RUNTIME_VERIFICATION_REQUIRED	contract/transport	scripts/verify-sandbox-profile-fields.mjs	25	patient/anonymous	identity/session	client calls an endpoint or method that requires live contract reconciliation. Static signal: const login = await fetch(`${baseUrl}/auth/login`, {	For UNIQUE_DEFECT: reproduce with a contract-backed negative test and remediate. For RUNTIME_VERIFICATION_REQUIRED/INSUFFICIENT_EVIDENCE: trace CTA→API/socket→handler/DB/state and run owner/stranger/unauth plus error/loading/empty/retry/cancel tests before classification or closure.
0D-PATIENT-WEB-00270	patient-web	P1	RUNTIME_VERIFICATION_REQUIRED	contract/transport	scripts/verify-sandbox-diagnostic-fields.mjs	21	patient/anonymous	identity/session	"client calls an endpoint or method that requires live contract reconciliation. Static signal: const login = await fetch(`${baseUrl}/auth/login`, { method: ""POST"", headers: { ""content-type"": ""application/json"" }, body: JSON.stringify({ identifier, password }), signal: AbortSignal.timeout(12_000) });"	For UNIQUE_DEFECT: reproduce with a contract-backed negative test and remediate. For RUNTIME_VERIFICATION_REQUIRED/INSUFFICIENT_EVIDENCE: trace CTA→API/socket→handler/DB/state and run owner/stranger/unauth plus error/loading/empty/retry/cancel tests before classification or closure.
0D-PATIENT-WEB-00271	patient-web	P1	UNIQUE_DEFECT	data truthfulness	scripts/verify-truthful-runtime.mjs	19	patient/anonymous	pharmacy/orders	"mock/dummy/placeholder/fallback data is present in a product-facing path. Static signal: { name: ""domain fake data marker"", pattern: /(?:fake|dummy)\\s+(?:health|medical|patient|order|balance|appointment|report)/i },"	For UNIQUE_DEFECT: reproduce with a contract-backed negative test and remediate. For RUNTIME_VERIFICATION_REQUIRED/INSUFFICIENT_EVIDENCE: trace CTA→API/socket→handler/DB/state and run owner/stranger/unauth plus error/loading/empty/retry/cancel tests before classification or closure.
0D-PATIENT-WEB-00272	patient-web	P1	RUNTIME_VERIFICATION_REQUIRED	contract/transport	scripts/verify-sandbox-reminder-fields.mjs	21	patient/anonymous	identity/session	"client calls an endpoint or method that requires live contract reconciliation. Static signal: const login = await fetch(`${baseUrl}/auth/login`, { method: ""POST"", headers: { ""content-type"": ""application/json"" }, body: JSON.stringify({ identifier, password }), signal: AbortSignal.timeout(12_000) });"	For UNIQUE_DEFECT: reproduce with a contract-backed negative test and remediate. For RUNTIME_VERIFICATION_REQUIRED/INSUFFICIENT_EVIDENCE: trace CTA→API/socket→handler/DB/state and run owner/stranger/unauth plus error/loading/empty/retry/cancel tests before classification or closure.
0D-PATIENT-WEB-00273	patient-web	P1	INSUFFICIENT_EVIDENCE	journey completeness	scripts/build_parity_matrix.py	28	patient/anonymous	consultation/booking	screen action or mutation exposes a journey branch requiring explicit error/cancel/retry handling. Static signal: 'consultations/cancel-reschedule':'/appointments/[appointmentId]',	For UNIQUE_DEFECT: reproduce with a contract-backed negative test and remediate. For RUNTIME_VERIFICATION_REQUIRED/INSUFFICIENT_EVIDENCE: trace CTA→API/socket→handler/DB/state and run owner/stranger/unauth plus error/loading/empty/retry/cancel tests before classification or closure.
0D-PATIENT-WEB-00274	patient-web	P1	INSUFFICIENT_EVIDENCE	journey completeness	app/api/appointments/[appointmentId]/reschedule/route.ts	17	patient/anonymous	consultation/booking	"screen action or mutation exposes a journey branch requiring explicit error/cancel/retry handling. Static signal: if (!parsed.success) return NextResponse.json({ message: ""invalid_reschedule_payload"" }, { status: 400 });"	For UNIQUE_DEFECT: reproduce with a contract-backed negative test and remediate. For RUNTIME_VERIFICATION_REQUIRED/INSUFFICIENT_EVIDENCE: trace CTA→API/socket→handler/DB/state and run owner/stranger/unauth plus error/loading/empty/retry/cancel tests before classification or closure.
0D-PATIENT-WEB-00275	patient-web	P1	INSUFFICIENT_EVIDENCE	journey completeness	app/[locale]/cart/checkout/page.tsx	14	patient/anonymous	pharmacy/orders	screen action or mutation exposes a journey branch requiring explicit error/cancel/retry handling. Static signal: export default async function CartCheckoutPreviewPage({ params }: Props) {	For UNIQUE_DEFECT: reproduce with a contract-backed negative test and remediate. For RUNTIME_VERIFICATION_REQUIRED/INSUFFICIENT_EVIDENCE: trace CTA→API/socket→handler/DB/state and run owner/stranger/unauth plus error/loading/empty/retry/cancel tests before classification or closure.
0D-PATIENT-WEB-00276	patient-web	P1	INSUFFICIENT_EVIDENCE	journey completeness	app/[locale]/orders/page.tsx	22	patient/anonymous	pharmacy/orders	"screen action or mutation exposes a journey branch requiring explicit error/cancel/retry handling. Static signal: function bucket(status?: string): Exclude<Tab, ""all""> { const value = status?.toLowerCase(); if ([""completed"", ""delivered"", ""result_ready"", ""approved"", ""resolved""].includes(value ?? """")) return ""completed""; if ([""cancell"	For UNIQUE_DEFECT: reproduce with a contract-backed negative test and remediate. For RUNTIME_VERIFICATION_REQUIRED/INSUFFICIENT_EVIDENCE: trace CTA→API/socket→handler/DB/state and run owner/stranger/unauth plus error/loading/empty/retry/cancel tests before classification or closure.
0D-PATIENT-WEB-00277	patient-web	P1	INSUFFICIENT_EVIDENCE	journey completeness	app/[locale]/appointments/[appointmentId]/page.tsx	10	patient/anonymous	consultation/booking	"screen action or mutation exposes a journey branch requiring explicit error/cancel/retry handling. Static signal: import { AppointmentRescheduleForm } from ""@/components-next/appointment-reschedule-form"";"	For UNIQUE_DEFECT: reproduce with a contract-backed negative test and remediate. For RUNTIME_VERIFICATION_REQUIRED/INSUFFICIENT_EVIDENCE: trace CTA→API/socket→handler/DB/state and run owner/stranger/unauth plus error/loading/empty/retry/cancel tests before classification or closure.
0D-PATIENT-WEB-00278	patient-web	P1	RUNTIME_VERIFICATION_REQUIRED	contract/transport	server/storage.ts	43	patient/anonymous	cross-surface	client calls an endpoint or method that requires live contract reconciliation. Static signal: const presignResp = await fetch(presignUrl, {	For UNIQUE_DEFECT: reproduce with a contract-backed negative test and remediate. For RUNTIME_VERIFICATION_REQUIRED/INSUFFICIENT_EVIDENCE: trace CTA→API/socket→handler/DB/state and run owner/stranger/unauth plus error/loading/empty/retry/cancel tests before classification or closure.
0D-PATIENT-WEB-00279	patient-web	P1	RUNTIME_VERIFICATION_REQUIRED	contract/transport	server/_core/dataApi.ts	31	patient/anonymous	cross-surface	client calls an endpoint or method that requires live contract reconciliation. Static signal: const response = await fetch(fullUrl, {	For UNIQUE_DEFECT: reproduce with a contract-backed negative test and remediate. For RUNTIME_VERIFICATION_REQUIRED/INSUFFICIENT_EVIDENCE: trace CTA→API/socket→handler/DB/state and run owner/stranger/unauth plus error/loading/empty/retry/cancel tests before classification or closure.
0D-PATIENT-WEB-00280	patient-web	P1	RUNTIME_VERIFICATION_REQUIRED	contract/transport	server/_core/sdk.ts	32	patient/anonymous	cross-surface	client calls an endpoint or method that requires live contract reconciliation. Static signal: constructor(private client: ReturnType<typeof axios.create>) {	For UNIQUE_DEFECT: reproduce with a contract-backed negative test and remediate. For RUNTIME_VERIFICATION_REQUIRED/INSUFFICIENT_EVIDENCE: trace CTA→API/socket→handler/DB/state and run owner/stranger/unauth plus error/loading/empty/retry/cancel tests before classification or closure.
0D-PATIENT-WEB-00281	patient-web	P1	RUNTIME_VERIFICATION_REQUIRED	contract/transport	server/_core/imageGeneration.ts	66	patient/anonymous	cross-surface	client calls an endpoint or method that requires live contract reconciliation. Static signal: const response = await fetch(fullUrl, {	For UNIQUE_DEFECT: reproduce with a contract-backed negative test and remediate. For RUNTIME_VERIFICATION_REQUIRED/INSUFFICIENT_EVIDENCE: trace CTA→API/socket→handler/DB/state and run owner/stranger/unauth plus error/loading/empty/retry/cancel tests before classification or closure.
0D-PATIENT-WEB-00282	patient-web	P1	RUNTIME_VERIFICATION_REQUIRED	contract/transport	server/_core/notification.ts	88	patient/anonymous	chat/support	client calls an endpoint or method that requires live contract reconciliation. Static signal: const response = await fetch(endpoint, {	For UNIQUE_DEFECT: reproduce with a contract-backed negative test and remediate. For RUNTIME_VERIFICATION_REQUIRED/INSUFFICIENT_EVIDENCE: trace CTA→API/socket→handler/DB/state and run owner/stranger/unauth plus error/loading/empty/retry/cancel tests before classification or closure.
0D-PATIENT-WEB-00283	patient-web	P1	RUNTIME_VERIFICATION_REQUIRED	contract/transport	server/_core/heartbeat.ts	83	patient/anonymous	cross-surface	client calls an endpoint or method that requires live contract reconciliation. Static signal: response = await fetch(endpoint, {	For UNIQUE_DEFECT: reproduce with a contract-backed negative test and remediate. For RUNTIME_VERIFICATION_REQUIRED/INSUFFICIENT_EVIDENCE: trace CTA→API/socket→handler/DB/state and run owner/stranger/unauth plus error/loading/empty/retry/cancel tests before classification or closure.
0D-PATIENT-WEB-00284	patient-web	P1	RUNTIME_VERIFICATION_REQUIRED	contract/transport	server/_core/voiceTranscription.ts	97	patient/anonymous	cross-surface	client calls an endpoint or method that requires live contract reconciliation. Static signal: const response = await fetch(options.audioUrl);	For UNIQUE_DEFECT: reproduce with a contract-backed negative test and remediate. For RUNTIME_VERIFICATION_REQUIRED/INSUFFICIENT_EVIDENCE: trace CTA→API/socket→handler/DB/state and run owner/stranger/unauth plus error/loading/empty/retry/cancel tests before classification or closure.
0D-PATIENT-WEB-00285	patient-web	P1	RUNTIME_VERIFICATION_REQUIRED	contract/transport	server/_core/storageProxy.ts	24	patient/anonymous	cross-surface	client calls an endpoint or method that requires live contract reconciliation. Static signal: const forgeResp = await fetch(forgeUrl, {	For UNIQUE_DEFECT: reproduce with a contract-backed negative test and remediate. For RUNTIME_VERIFICATION_REQUIRED/INSUFFICIENT_EVIDENCE: trace CTA→API/socket→handler/DB/state and run owner/stranger/unauth plus error/loading/empty/retry/cancel tests before classification or closure.
0D-PATIENT-WEB-00286	patient-web	P1	RUNTIME_VERIFICATION_REQUIRED	contract/transport	server/_core/map.ts	74	patient/anonymous	cross-surface	client calls an endpoint or method that requires live contract reconciliation. Static signal: const response = await fetch(url.toString(), {	For UNIQUE_DEFECT: reproduce with a contract-backed negative test and remediate. For RUNTIME_VERIFICATION_REQUIRED/INSUFFICIENT_EVIDENCE: trace CTA→API/socket→handler/DB/state and run owner/stranger/unauth plus error/loading/empty/retry/cancel tests before classification or closure.
0D-PATIENT-WEB-00287	patient-web	P1	RUNTIME_VERIFICATION_REQUIRED	contract/transport	server/_core/llm.ts	310	patient/anonymous	cross-surface	client calls an endpoint or method that requires live contract reconciliation. Static signal: const response = await fetch(url, init);	For UNIQUE_DEFECT: reproduce with a contract-backed negative test and remediate. For RUNTIME_VERIFICATION_REQUIRED/INSUFFICIENT_EVIDENCE: trace CTA→API/socket→handler/DB/state and run owner/stranger/unauth plus error/loading/empty/retry/cancel tests before classification or closure.
0D-PATIENT-WEB-00288	patient-web	P1	RUNTIME_VERIFICATION_REQUIRED	contract/transport	lib/api/doctors-server.ts	5	provider/staff	consultation/booking	"client calls an endpoint or method that requires live contract reconciliation. Static signal: try { return await fetch(patientApiUrl(doctorQuery(input)), { headers: { Accept: ""application/json"" }, cache: ""no-store"" }); } catch { return null; }"	For UNIQUE_DEFECT: reproduce with a contract-backed negative test and remediate. For RUNTIME_VERIFICATION_REQUIRED/INSUFFICIENT_EVIDENCE: trace CTA→API/socket→handler/DB/state and run owner/stranger/unauth plus error/loading/empty/retry/cancel tests before classification or closure.
0D-PATIENT-WEB-00289	patient-web	P1	RUNTIME_VERIFICATION_REQUIRED	contract/transport	lib/api/public-medicines-server.ts	14	patient/anonymous	pharmacy/orders	client calls an endpoint or method that requires live contract reconciliation. Static signal: return await fetch(patientApiUrl(publicMedicinePath(medicineQuery(search))), {	For UNIQUE_DEFECT: reproduce with a contract-backed negative test and remediate. For RUNTIME_VERIFICATION_REQUIRED/INSUFFICIENT_EVIDENCE: trace CTA→API/socket→handler/DB/state and run owner/stranger/unauth plus error/loading/empty/retry/cancel tests before classification or closure.
0D-PATIENT-WEB-00290	patient-web	P1	RUNTIME_VERIFICATION_REQUIRED	contract/transport	lib/api/articles-server.ts	9	patient/anonymous	catalog/discovery	"client calls an endpoint or method that requires live contract reconciliation. Static signal: try { return await fetch(patientApiUrl(articleQuery(query)), { headers: { Accept: ""application/json"" }, cache: ""force-cache"" }); } catch { return null; }"	For UNIQUE_DEFECT: reproduce with a contract-backed negative test and remediate. For RUNTIME_VERIFICATION_REQUIRED/INSUFFICIENT_EVIDENCE: trace CTA→API/socket→handler/DB/state and run owner/stranger/unauth plus error/loading/empty/retry/cancel tests before classification or closure.
0D-PATIENT-WEB-00291	patient-web	P1	RUNTIME_VERIFICATION_REQUIRED	contract/transport	lib/api/upstream.ts	9	patient/anonymous	cross-surface	"client calls an endpoint or method that requires live contract reconciliation. Static signal: return await fetch(patientApiUrl(path), { ...init, headers, cache: ""no-store"" });"	For UNIQUE_DEFECT: reproduce with a contract-backed negative test and remediate. For RUNTIME_VERIFICATION_REQUIRED/INSUFFICIENT_EVIDENCE: trace CTA→API/socket→handler/DB/state and run owner/stranger/unauth plus error/loading/empty/retry/cancel tests before classification or closure.
0D-PATIENT-WEB-00292	patient-web	P0	UNIQUE_DEFECT	financial truth	lib/api/orders.ts	29	patient/anonymous	pharmacy/orders	client computes or trusts payment/order totals without server-authoritative proof. Static signal: const rawTotal = totals?.total ?? record.total ?? record.total_price;	For UNIQUE_DEFECT: reproduce with a contract-backed negative test and remediate. For RUNTIME_VERIFICATION_REQUIRED/INSUFFICIENT_EVIDENCE: trace CTA→API/socket→handler/DB/state and run owner/stranger/unauth plus error/loading/empty/retry/cancel tests before classification or closure.
0D-PATIENT-WEB-00293	patient-web	P1	RUNTIME_VERIFICATION_REQUIRED	contract/transport	lib/api/labs-server.ts	13	patient/anonymous	diagnostics/homecare	"client calls an endpoint or method that requires live contract reconciliation. Static signal: try { return await fetch(patientApiUrl(`/labs/packages/${packageId}`), { headers: { Accept: ""application/json"" }, cache: ""no-store"" }); } catch { return null; }"	For UNIQUE_DEFECT: reproduce with a contract-backed negative test and remediate. For RUNTIME_VERIFICATION_REQUIRED/INSUFFICIENT_EVIDENCE: trace CTA→API/socket→handler/DB/state and run owner/stranger/unauth plus error/loading/empty/retry/cancel tests before classification or closure.
0D-PATIENT-WEB-00294	patient-web	P1	RUNTIME_VERIFICATION_REQUIRED	contract/transport	lib/api/specialties-server.ts	11	patient/anonymous	cross-surface	"client calls an endpoint or method that requires live contract reconciliation. Static signal: return await fetch(patientApiUrl(specialtiesPath(""/care/specialties"")), {"	For UNIQUE_DEFECT: reproduce with a contract-backed negative test and remediate. For RUNTIME_VERIFICATION_REQUIRED/INSUFFICIENT_EVIDENCE: trace CTA→API/socket→handler/DB/state and run owner/stranger/unauth plus error/loading/empty/retry/cancel tests before classification or closure.
0D-PATIENT-WEB-00295	patient-web	P1	INSUFFICIENT_EVIDENCE	journey completeness	lib/api/patient-allowlist.ts	10	patient/anonymous	pharmacy/orders	"screen action or mutation exposes a journey branch requiring explicit error/cancel/retry handling. Static signal: new RegExp(""^/cart/checkout$""),"	For UNIQUE_DEFECT: reproduce with a contract-backed negative test and remediate. For RUNTIME_VERIFICATION_REQUIRED/INSUFFICIENT_EVIDENCE: trace CTA→API/socket→handler/DB/state and run owner/stranger/unauth plus error/loading/empty/retry/cancel tests before classification or closure.
0D-PATIENT-WEB-00296	patient-web	P1	INSUFFICIENT_EVIDENCE	journey completeness	lib/api/payments.ts	4	patient/anonymous	pharmacy/orders	screen action or mutation exposes a journey branch requiring explicit error/cancel/retry handling. Static signal: const resultSchema = z.object({ transactionId: paymentId, status: z.string().min(1).max(40), amount: z.number().finite().nonnegative().optional(), currency: z.string().trim().min(3).max(8).optional(), checkoutUrl: z.stri	For UNIQUE_DEFECT: reproduce with a contract-backed negative test and remediate. For RUNTIME_VERIFICATION_REQUIRED/INSUFFICIENT_EVIDENCE: trace CTA→API/socket→handler/DB/state and run owner/stranger/unauth plus error/loading/empty/retry/cancel tests before classification or closure.
0D-PATIENT-WEB-00297	patient-web	P1	RUNTIME_VERIFICATION_REQUIRED	contract/transport	lib/api/home-care-services-server.ts	13	patient/anonymous	diagnostics/homecare	"client calls an endpoint or method that requires live contract reconciliation. Static signal: try { return await fetch(patientApiUrl(servicePath(""/home-care/services"")), { headers: { Accept: ""application/json"" }, cache: ""no-store"" }); } catch { return null; }"	For UNIQUE_DEFECT: reproduce with a contract-backed negative test and remediate. For RUNTIME_VERIFICATION_REQUIRED/INSUFFICIENT_EVIDENCE: trace CTA→API/socket→handler/DB/state and run owner/stranger/unauth plus error/loading/empty/retry/cancel tests before classification or closure.
0D-PATIENT-WEB-00298	patient-web	P1	INSUFFICIENT_EVIDENCE	journey completeness	components-next/appointment-reschedule-form.tsx	6	patient/anonymous	consultation/booking	"screen action or mutation exposes a journey branch requiring explicit error/cancel/retry handling. Static signal: import styles from ""./appointment-reschedule-form.module.css"";"	For UNIQUE_DEFECT: reproduce with a contract-backed negative test and remediate. For RUNTIME_VERIFICATION_REQUIRED/INSUFFICIENT_EVIDENCE: trace CTA→API/socket→handler/DB/state and run owner/stranger/unauth plus error/loading/empty/retry/cancel tests before classification or closure.
0D-PATIENT-WEB-00299	patient-web	P1	RUNTIME_VERIFICATION_REQUIRED	contract/transport	components-next/appointment-reschedule-form.tsx	13	patient/anonymous	consultation/booking	"client calls an endpoint or method that requires live contract reconciliation. Static signal: async function submit(){ if(busy)return; if(!scheduledAt){setError(labels.invalid);return;} setBusy(true);setError(null);try{const response=await fetch(`/api/appointments/${appointmentId}/reschedule`,{method:""PATCH"",head"	For UNIQUE_DEFECT: reproduce with a contract-backed negative test and remediate. For RUNTIME_VERIFICATION_REQUIRED/INSUFFICIENT_EVIDENCE: trace CTA→API/socket→handler/DB/state and run owner/stranger/unauth plus error/loading/empty/retry/cancel tests before classification or closure.
0D-PATIENT-WEB-00300	patient-web	P1	RUNTIME_VERIFICATION_REQUIRED	contract/transport	components-next/session-actions.tsx	16	patient/anonymous	identity/session	"client calls an endpoint or method that requires live contract reconciliation. Static signal: try { await fetch(""/api/auth/logout"", { method: ""POST"" }); }"	For UNIQUE_DEFECT: reproduce with a contract-backed negative test and remediate. For RUNTIME_VERIFICATION_REQUIRED/INSUFFICIENT_EVIDENCE: trace CTA→API/socket→handler/DB/state and run owner/stranger/unauth plus error/loading/empty/retry/cancel tests before classification or closure.
0D-PATIENT-WEB-00301	patient-web	P1	RUNTIME_VERIFICATION_REQUIRED	contract/transport	components-next/appointment-booking-form.tsx	20	provider/staff	consultation/booking	"client calls an endpoint or method that requires live contract reconciliation. Static signal: const response = await fetch(""/api/appointments/book"", { method: ""POST"", headers: { ""content-type"": ""application/json"", ""idempotency-key"": idempotency.current || crypto.randomUUID() }, body: JSON.stringify({ doctor_id: d"	For UNIQUE_DEFECT: reproduce with a contract-backed negative test and remediate. For RUNTIME_VERIFICATION_REQUIRED/INSUFFICIENT_EVIDENCE: trace CTA→API/socket→handler/DB/state and run owner/stranger/unauth plus error/loading/empty/retry/cancel tests before classification or closure.
